variableMetadata	chromato	namecustom	mz	rt	isotopes	adduct	pcgroup	spi_formula	spi_monoisotopic	spi_name	spi_KEGGpathwaysfamily	spi_KEGGpathways	spi_subpathways	supp_spi_annot	inchi	inchikey	pubchem	chebi	hmdb	kegg	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	PCA_xload-p1_LAT	PCA_xload-p2_LAT	OPLSDA_xload-p1_LAT	OPLSDA_xload-o1_LAT	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-ortho_LAT	OPLSDA_coef_LAT	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	PCA_xload-p1_MX2	PCA_xload-p2_MX2	OPLSDA_xload-p1_MX2	OPLSDA_xload-o1_MX2	OPLSDA_VIP-pred_MX2	OPLSDA_VIP-ortho_MX2	OPLSDA_coef_MX2	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	supp_spi_annot.2	supp_mzmin	supp_mzmax	supp_rtmin	supp_rtmax	supp_npeaks	supp_QC	supp_Blanc	supp_Bio	supp_spi_annot.1	supp_blankMean_over_sampleMean	supp_pool_CV	supp_poolCV_over_sampleCV	supp_poolDil_cor	supp_poolDil_pval
M291.9599T153	hilic_neg	M291.9599T153	291.9598514	153.2391259			15														0.604421988	0.075415201	0	1.81675146	1.60E-05	1	0.014687386	0.031479083	-0.010275921	-0.004694664	0.591601409	0.223929645	-0.000628658	E	E	E	-0.158307122	0.791314888	0	2.592931947	4.20E-05	1	-0.021082514	0.022829635	0.008299931	-0.008980903	0.471781918	0.473834185	0.000209543	E	E	E		291.9593949	291.9604298	152.5366696	153.9929733	65	24	0	41		1.20E-05	0.075994937	0.110531127	0.997907249	3.15E-13
M292.0679T169	hilic_neg	M292.0679T169	292.0678978	168.8209766	[358][M+2]-		46														-0.981194694	0.057379586	0	0.374471513	0.609531873	0	-0.016566089	0.00949958	0.026060548	0.00908798	1.500348011	0.433485379	0.001244057	E	E	E	-0.1464318	0.769630071	0	0.224095952	0.540464612	0	0.011221523	0.016620235	0.005983972	0.018883898	0.340138969	0.996318084	0.000542459	E	E	E		292.0673719	292.0684664	164.3777998	171.8232151	56	22	0	34		0.000152666	0.185390456	0.380783317	0.839557114	0.000635393
M292.1042T480	hilic_neg	M292.1042T480	292.1041842	480.362835		[M+Cl]- 257.131	3														-0.212390921	0.691686129	0	-0.268939916	0.674696196	0	-0.006407913	0.01127766	0.005527039	0.006712085	0.318200599	0.320158153	0.000283744	E	E	E	-0.009097293	0.987309827	0	0.09545353	0.866699575	0	-0.019319723	0.006808083	0.005342523	-0.015368769	0.303677916	0.810859219	2.59E-05	E	E	E		292.1035875	292.1048648	478.142666	481.1427424	59	23	0	36		3.68E-05	0.132903488	0.253290155	0.946533771	3.14E-06
M292.1158T173	hilic_neg	M292.1158T173	292.1157824	172.8658471		[M-H-CO]- 321.112	19														-0.125616003	0.692696615	0	-0.013356371	0.958869296	0	0.002750208	0.012464533	0.006478704	-0.00688122	0.372989482	0.328225652	0.000313839	E	E	E	0.100916064	0.810694532	0	0.226667306	0.396531608	0	-0.018835382	0.005138166	-0.003555972	-0.014441974	0.202127384	0.761961334	-0.000505129	E	E	E		292.115371	292.1163309	169.0951524	175.1505697	66	24	0	42		2.07E-05	0.081532743	0.239133782	0.995177817	2.04E-11
M292.1405T252	hilic_neg	M292.1405T252	292.1405291	252.1828755	[360][M]-	[3M-2H+Na]- 90.3905	1														-0.460726495	0.520722116	0	0.914581329	0.138767775	0	-0.003228431	0.020721862	0.010628956	-1.62E-05	0.611926204	0.000770668	0.000499764	E	E	E	-0.217023962	0.733709647	0	1.101606666	0.016236851	1	-0.024509263	0.019204246	0.012105674	-0.015050961	0.688106692	0.794091599	0.000467091	E	E	E		292.1400195	292.1411861	243.6313489	268.0806914	74	24	0	42		8.77E-08	0.24429331	0.41055268	0.878472548	0.000169655
M292.8283T1030	hilic_neg	M292.8283T1030	292.8283351	1029.947096		[M-H-CO2]- 337.824	24														0.240376984	0.088061432	0	-0.247592602	0.070023932	0	0.011071575	-0.029099463	-0.030016599	-0.001107782	1.728104244	0.052839848	-0.001145416	E	E	E	0.12950928	0.647152364	0	-0.327551516	0.064702057	0	-0.006789282	-0.036941111	-0.017337455	-0.026639103	0.985489855	1.405484212	-0.000789079	E	E	E		292.8278848	292.8288505	1029.304612	1031.540408	66	24	0	42		1.77E-05	0.103232003	0.417670092	0.991125789	4.27E-10
M292.8955T603	hilic_neg	M292.8955T603	292.8955396	603.4544246		[3M-H]- 97.9675 [3M-2H]2- 195.936	10														0.423466504	0.073102839	0	-0.194222992	0.538028384	0	0.021203674	-0.019799397	-0.024047775	-0.019010662	1.384469376	0.906785042	-0.001194193	E	E	E	0.22185928	0.349535707	0	-0.237781025	0.111506096	0	0.003167929	-0.021944138	-0.027240373	-0.005444462	1.548388219	0.287250863	-0.001591156	E	E	E		292.8948345	292.8960547	602.5095269	604.0221486	68	24	2	42		0.15564661	0.102940765	0.32398468	0.994849354	2.83E-11
M293.0167T99	hilic_neg	M293.0167T99	293.0167182	99.4608425		[M+Cl+NH3]- 241.009	5														0.793121203	0.293331295	0	0.154514181	0.856531772	0	0.007726736	0.004847364	-0.016116949	0.002944946	0.927878864	0.140470275	-0.000706696	E	E	E	0.113681228	0.941231951	0	0.16836071	0.880871039	0	-0.015116654	0.003248308	0.00262605	-0.012289343	0.149269047	0.648388096	-0.00016946	E	E	E		293.0161935	293.0172842	98.76135703	100.7719214	57	24	0	33		5.16E-05	0.095682668	0.172087493	0.990119977	7.29E-10
M293.0521T536	hilic_neg	M293.0521T536	293.0520758	536.1751802		[3M+Cl]- 86.029	14														0.686277378	0.017062749	1	0.027912507	0.839367202	0	0.03449744	-0.006221818	-0.032909652	-0.031403339	1.894661985	1.49790039	-0.001548555	E	E	E	0.228521963	0.547929467	0	-0.256660504	0.282735606	0	-0.007631855	-0.017657184	-0.018677922	-0.013413994	1.061684253	0.707724894	-0.001126892	E	E	E		293.0516113	293.0527074	535.5818978	536.7937064	63	21	0	42		3.37E-05	0.154165725	0.414717819	0.986290935	3.73E-09
M293.0534T303	hilic_neg	M293.0534T303	293.053406	303.0604184			12														0.942813111	0.042684161	1	-1.240741768	0.002479893	1	0.008634548	-0.027489155	-0.02527434	0.002341032	1.455084704	0.111664315	-0.001160434	E	E	E	0.419328041	0.447192727	0	-1.365213967	0.000242028	1	0.007566155	-0.026431726	-0.018736783	-0.004027403	1.065030012	0.212486574	-0.000957956	E	E	E		293.052975	293.0540092	301.3734546	305.2458759	63	23	0	40		2.67E-05	0.090419852	0.155624516	0.9806694	2.06E-08
M293.0553T448	hilic_neg	M293.0553T448	293.0552618	448.0863075	[359][M+1]-		8														-0.102894218	0.806538042	0	-0.375517513	0.465430969	0	-0.002214833	0.002027604	0.004394914	-0.003058914	0.25302234	0.145906411	0.000155685	E	E	E	-0.357986698	0.545734262	0	-0.32825177	0.394512939	0	-0.008897144	-0.007434683	0.02085676	-0.016533888	1.185533023	0.872331102	0.001216856	E	E	E		293.0548065	293.0626677	447.1701313	463.4604393	64	23	0	41		2.48E-05	0.091923911	0.182321178	0.983941131	8.19E-09
M293.0787T351	hilic_neg	M293.0787T351	293.0786772	350.8708061			424														0.875547522	0.037953412	1	-1.958385443	5.48E-07	1	0.007786344	-0.03309167	-0.022465712	-0.004462763	1.293387451	0.212868268	-0.000924843	E	E	E	0.038540836	0.829358501	0	-1.927024454	2.92E-07	1	0.006959554	-0.027475438	-0.001980927	-0.007391372	0.112599185	0.389970227	-7.80E-05	E	E	E		293.0781608	293.0792023	343.9257243	358.6337976	38	18	0	20		4.27E-05	0.148538881	0.21259172	0.786693882	0.002400442
M293.0886T498	hilic_neg	M293.0886T498	293.0886384	497.8540734			3														0.329151878	0.36647659	0	-0.293721309	0.496794837	0	0.010541162	-0.006912547	-0.01660208	-0.006499879	0.955808653	0.310036164	-0.00065309	E	E	E	0.028786383	0.941586247	0	-0.356836085	0.298478534	0	-0.002749898	-0.003219727	0.001213333	-0.003161446	0.06896787	0.166798505	-0.00010432	E	E	E		293.0881623	293.0892194	497.1326567	516.8681732	57	19	0	38		1.98E-05	0.092998185	0.225219769	0.944215763	3.87E-06
M293.0997T506	hilic_neg	M293.0997T506	293.0996838	506.4867747	[361][M]-	[M-H]- 294.112	27														0.199367742	0.363990342	0	0.702759622	0.007270141	1	0.017874712	0.034400625	-0.004785398	-0.016453878	0.275503119	0.784829586	-0.000413948	E	E	E	0.00640603	0.948527608	0	0.939697253	0.000301644	1	-0.022156203	0.030460658	0.006142729	-0.005006389	0.349162968	0.264138027	-2.20E-05	E	E	E		293.0992806	293.1003442	505.8548626	508.4244886	66	24	0	42		2.49E-06	0.03281229	0.082283165	0.991627689	3.19E-10
M293.1147T246	hilic_neg	M293.1147T246	293.1146632	245.8885536		[3M-2H+Na]- 90.7104	1														0.286741277	0.069163228	0	0.284319402	0.059938149	0	0.029206784	0.012369376	-0.024791268	-0.024686278	1.427273458	1.17750487	-0.001049023	E	E	E	0.120116606	0.780714863	0	0.309227476	0.213703736	0	-0.030183421	-0.00068871	-0.00875785	-0.028879714	0.497810772	1.52369925	-0.000591111	E	E	E		293.1141753	293.1152645	242.4498343	248.2827022	63	21	0	42		2.11E-06	0.149212493	0.524718824	0.996687276	3.12E-12
M293.1362T584	hilic_neg	M293.1362T584	293.1361859	584.093898	[362][M]-	[M-H-CH2]- 308.16	282														-0.102209408	0.721347133	0	0.325277008	0.105120828	0	0.002874352	0.029938157	0.005582463	-0.003067338	0.321391469	0.146308234	0.000343043	E	E	E	0.012258417	0.98572782	0	0.496455263	0.006862576	1	-0.025611683	0.021986214	0.000601943	-0.01318371	0.034215416	0.695575063	-6.64E-05	E	E	E		293.1357484	293.136713	583.1792119	585.2865394	66	24	0	42		1.36E-06	0.067689798	0.246190648	0.997270376	1.19E-12
M293.1404T93	hilic_neg	M293.1404T93	293.1403771	92.82083576			336														0.634615184	0.583338434	0	7.975850733	0.000164571	1	0.016759753	0.032366667	-0.001352803	-0.018792086	0.07788307	0.896359236	-0.000146388	E	E	B	0.067090052	0.925022806	0	9.41931135	3.91E-06	1	-0.019239257	0.028155658	-0.000443193	-0.002931297	0.025191845	0.154655806	-2.63E-05	E	E	E		293.1398331	293.1410116	91.65359066	94.08596893	39	18	0	21		5.45E-05	0.178150593	0.17045475	0.968555805	2.30E-07
M293.1439T252	hilic_neg	M293.1439T252	293.1438666	251.9875068	[360][M+1]-		1														-0.167400103	0.920398351	0	1.062095655	0.153039245	0	-0.001525902	0.025605328	0.004684769	0.005617978	0.269709749	0.267970603	0.000151127	E	E	E	-0.399328324	0.742443724	0	1.054526458	0.212407403	0	-0.014346833	0.014282628	0.011753857	-0.007806691	0.668108846	0.41188253	0.000546324	E	E	E		293.1432986	293.1445183	238.9883695	268.365619	81	24	0	42		9.17E-07	0.276692735	0.395752666	0.963619269	4.72E-07
M293.1613T138	hilic_neg	M293.1613T138	293.1612937	138.215328			466														-0.672096147	0.837353984	0	0.301163201	0.953057031	0	-0.004894359	0.00724469	0.004565447	0.00575548	0.262840156	0.27452929	0.000171644	E	E	B	0.754618099	0.885091526	0	1.847365538	0.597909446	0	0.007660432	0.014436937	-0.00176841	0.017304167	0.100519368	0.912971154	-0.000310324	E	E	B		293.1608228	293.1618139	136.3212699	139.2921266	21	17	0	4		9.60E-05	0.169459252	0.039455625	0.98541468	5.07E-09
M293.2074T438	hilic_neg	M293.2074T438	293.2073589	437.8960201		[M-2H+K]- 256.247	8														-0.076234372	0.869687798	0	0.133609699	0.790210183	0	0.006070614	0.008401498	0.006328727	-0.017734051	0.36435507	0.845892251	0.000159379	E	E	E	0.098839017	0.889332056	0	0.297283514	0.495381143	0	-0.021526943	-0.006706848	0.001685512	-0.026417608	0.095807326	1.393798061	-0.000312681	E	E	E		293.2068659	293.2079473	432.6404005	441.2713148	54	15	0	39		1.87E-05	0.264743896	0.690646435	0.867510559	0.00025631
M293.2131T79	hilic_neg	M293.2131T79	293.2130581	79.48576018			2														1.543679075	0.43662348	0	-0.843914573	0.77855716	0	0.008303591	-0.001066382	-0.0136928	-0.0023454	0.788316683	0.111872691	-0.00056574	E	E	E	0.867784058	0.742594821	0	-1.06522948	0.594824351	0	-0.00468688	-0.004178661	-0.00977871	-0.004918819	0.555838168	0.259517837	-0.000591837	E	E	E		293.2124412	293.2136511	78.74583313	80.62363031	62	24	0	38		0.000142168	0.095056276	0.149871839	0.99126801	3.94E-10
M294.0103T372	hilic_neg	M294.0103T372	294.0102776	371.8982524			31														0.236785765	0.59914831	0	0.632374491	0.209288513	0	0.008953211	0.016188115	-0.00735907	-0.004131194	0.423673593	0.197052814	-0.000313498	E	E	E	1.244533296	0.003662741	1	0.760669664	0.026738345	1	-0.016825728	0.001161852	-0.046518373	-0.007879171	2.644181906	0.415706595	-0.002993147	E	E	E		294.0098276	294.0108102	366.6106686	375.3187952	47	15	0	32		2.96E-05	0.097162896	0.165883014	0.989446218	1.01E-09
M294.0838T565	hilic_neg	M294.0838T565	294.0838269	564.8758364		[M-H-CH2]- 309.104 [M-H+Cl]2- 554.198 [M-2H]2- 590.174	282														-0.026338377	0.98973353	0	0.443185015	0.219111688	0	-0.005834611	0.021385387	0.001074662	0.015337642	0.061870051	0.731586533	5.13E-05	E	E	E	0.272544361	0.610933651	0	0.685315779	0.015277486	1	-0.022986381	0.010456543	-0.01154759	-0.015802598	0.656384253	0.833748132	-0.000964343	E	E	E		294.083404	294.0844148	562.8568312	565.6739362	66	24	0	42		1.68E-05	0.095907448	0.235285308	0.996548956	3.83E-12
M294.0838T297	hilic_neg	M294.0838T297	294.0837527	296.7021054		[M-H+CF3COOH]- 161.103	12														-0.108543332	0.783985642	0	-0.540178244	0.267856109	0	-0.015366432	-0.024708762	-0.001128658	0.022997224	0.064978656	1.09693911	0.000156216	E	E	E	-0.685159635	0.294210496	0	-1.076894019	0.006575683	1	0.021130217	-0.017293851	0.019877041	0.006963542	1.129844164	0.367397791	0.001601838	E	E	E		294.0832792	294.0843516	294.7074524	298.2159448	65	24	0	41		2.44E-05	0.066884564	0.131143189	0.897097968	7.63E-05
M294.1028T507	hilic_neg	M294.1028T507	294.102817	506.7372693	[361][M+1]-		27														0.203488541	0.37453815	0	0.716048881	0.008545221	1	0.017912102	0.033767157	-0.005031201	-0.01668485	0.289654397	0.795846668	-0.000409054	E	E	E	-0.013966966	0.909407007	0	0.97354434	0.000299398	1	-0.022833938	0.029904054	0.006749695	-0.006247046	0.383663894	0.32959534	4.62E-05	E	E	E		294.1021478	294.1034795	505.8679346	508.5778688	66	24	0	42		2.62E-05	0.047582446	0.118420023	0.992622662	1.70E-10
M294.1395T584	hilic_neg	M294.1395T584	294.139471	584.1497378	[362][M+1]-		282														-0.073199503	0.851539686	0	0.358559008	0.100440835	0	0.002237009	0.024893779	0.004039591	-0.000825219	0.232565807	0.039361914	0.000223042	E	E	E	-0.045440279	0.844534228	0	0.43616307	0.017652879	1	-0.020818399	0.022018796	0.004656203	-0.009391125	0.264666325	0.495477577	0.000254253	E	E	E		294.1390873	294.1400706	582.7569167	584.9481918	66	24	0	42		1.31E-05	0.083201959	0.285693843	0.998174634	1.59E-13
M294.1393T552	hilic_neg	M294.1393T552	294.1393454	552.3452543	[363][M+1]-		4														-0.138323866	0.686831417	0	0.428162617	0.075798291	0	0.002533463	0.029200748	0.006653161	-0.003585388	0.383033285	0.171018557	0.000371916	E	E	E	0.109390823	0.808056173	0	0.625724479	0.003288223	1	-0.024031473	0.02160824	-0.006585724	-0.010511373	0.374343547	0.554582053	-0.000494072	E	E	E		294.1389498	294.1398154	551.4020415	553.7818151	45	17	0	28		1.92E-05	0.085024944	0.263813473	0.964163036	4.38E-07
M294.8263T1030	hilic_neg	M294.8263T1030	294.8263046	1029.947096			24														0.243141512	0.096890894	0	-0.263743078	0.06342516	0	0.010452243	-0.027336265	-0.030398454	0.00064359	1.750088278	0.030698458	-0.001106225	E	E	E	0.142580458	0.640144602	0	-0.32172589	0.09317978	0	-0.006797561	-0.035652239	-0.018039854	-0.025728323	1.02541537	1.357431285	-0.00081796	E	E	E		294.8258702	294.826845	1028.963025	1031.663624	63	21	0	42		6.85E-05	0.123925865	0.46654381	0.989297135	1.09E-09
M294.8911T603	hilic_neg	M294.8911T603	294.8911081	603.3120888			10														0.461982858	0.057379586	0	-0.203993557	0.524864699	0	0.023887161	-0.020017228	-0.025812241	-0.022566001	1.486052529	1.07637032	-0.001263484	E	E	E	0.270877096	0.280317194	0	-0.236817589	0.148835729	0	0.000362282	-0.021310202	-0.028949516	-0.007356145	1.645538777	0.388111647	-0.001752717	E	E	E		294.890427	294.8915949	602.5095269	604.1739399	68	24	2	42		0.160816273	0.14380819	0.450475658	0.995703195	1.15E-11
M294.9042T1220	hilic_neg	M294.9042T1220	294.9042188	1219.531813		[M+Cl+CF3COOH]- 125.941 [M-H+CF3COOH]- 161.919	33														0.128554661	0.458957914	0	0.149294664	0.445512505	0	0.01961197	0.007443286	-0.00983743	-0.025121105	0.566356793	1.198245592	-0.000497232	E	E	E	-0.030450624	0.902861304	0	0.086197894	0.676576813	0	-0.022113498	-0.003591458	0.003008002	-0.025250562	0.170979838	1.332224512	0.000231055	E	E	E		294.9038285	294.9048495	1217.563798	1222.770116	67	24	1	42		0.01453756	0.23928347	0.83974853	0.984298681	7.32E-09
M295.0807T565	hilic_neg	M295.0807T565	295.0806899	564.8816278	[367][M]-		282														-0.176818053	0.493882091	0	0.402101146	0.059200341	0	0.003373293	0.031557724	0.01290421	-0.012768036	0.742916315	0.60901948	0.000533954	E	E	E	-0.004985179	0.927131611	0	0.694701689	0.000537428	1	-0.029241147	0.021918477	0.005995649	-0.017867484	0.340802671	0.942691878	2.27E-05	E	E	E		295.0802864	295.0812891	563.2473013	565.4665377	66	24	0	42		9.00E-07	0.132593703	0.425872682	0.999292972	1.39E-15
M295.1052T277	hilic_neg	M295.1052T277	295.1051851	276.7969138	[368][M]-	[M+Cl]- 260.134	12														0.485921954	0.02507087	1	0.079138405	0.65148109	0	0.030824559	-0.004010442	-0.028057211	-0.027809269	1.615299106	1.326467684	-0.001460662	E	E	E	0.165455455	0.673101397	0	0.165428635	0.566975168	0	-0.023643057	-0.01302541	-0.015722856	-0.029512743	0.893713375	1.557097967	-0.000840929	E	E	E		295.1045911	295.1058085	274.1115398	279.4736742	63	21	0	42		8.37E-06	0.08953776	0.30506481	0.998821565	1.79E-14
M295.1072T421	hilic_neg	M295.1072T421	295.1071913	421.2045343			380														-0.013356414	0.967208834	0	-0.012461787	0.972704524	0	-0.003618732	0.004953305	-0.004652076	0.009233818	0.267827529	0.440441666	3.59E-05	E	E	E	-0.061667481	0.89858671	0	0.130011586	0.749582336	0	-0.021059171	-0.003167561	0.003252185	-0.023931314	0.184859615	1.262620745	0.000237319	E	E	E		295.1066465	295.1077662	401.4458051	423.1924789	64	23	0	41		3.86E-05	0.146794638	0.462942279	0.954878038	1.37E-06
M295.1305T96	hilic_neg	M295.1305T96	295.1305337	95.57502211			22														-0.194253511	0.677877057	0	-0.195364256	0.734689352	0	0.005091738	0.004259192	0.003202834	-0.014874397	0.184392349	0.709490301	0.000301035	E	E	E	-0.003729159	0.987309827	0	0.347582485	0.609886759	0	-0.022227227	0.004015953	0.003722118	-0.019475897	0.211571392	1.027552068	7.86E-06	E	E	E		295.1300841	295.1311366	93.99462526	97.3648873	64	24	0	40		1.33E-05	0.082619727	0.134033053	0.991895833	2.72E-10
M295.1305T129	hilic_neg	M295.1305T129	295.1305283	129.2363786			35														-0.112298427	0.763170617	0	-0.342283564	0.443178116	0	0.004328624	0.001866469	0.003351083	-0.01350901	0.192927286	0.644363047	0.000192741	E	E	E	0.169270432	0.861366889	0	0.379956492	0.547372127	0	-0.020848287	0.005503966	-0.00213992	-0.016199715	0.121636645	0.854700081	-0.000376324	E	E	E		295.1300429	295.1311428	127.8148948	130.3053488	60	21	0	39		1.84E-05	0.122904987	0.195603624	0.985233427	5.39E-09
M295.1402T584	hilic_neg	M295.1402T584	295.1402215	583.9281692	[362][M+2]-		287														-0.230488695	0.44691397	0	0.385661003	0.162079851	0	-0.000927307	0.026718819	0.008395596	-0.001293214	0.483348064	0.061684702	0.000578453	E	E	E	-0.443783962	0.318291032	0	0.92176286	0.001912099	1	-0.020473205	0.017306924	0.021880504	-0.015981479	1.243724331	0.843185926	0.001308946	E	E	E		295.1396152	295.1408383	582.9111086	585.5220319	56	19	0	37		0.000191104	0.159941625	0.391710477	0.983238969	1.01E-08
M295.1404T345	hilic_neg	M295.1404T345	295.140407	344.897168		[2M-2H+K]- 129.083	59														0.910489315	0.34523583	0	-0.356500741	0.833783197	0	0.002605357	-0.008845554	-0.018257996	0.012939453	1.051142428	0.617195889	-0.000664462	E	E	E	-0.104190415	0.987002313	0	-1.753054744	0.122173533	0	0.010796518	-0.013602473	-0.007599566	0.004151515	0.431972032	0.219034715	0.000102808	E	E	E		295.1400033	295.1409821	341.2357156	350.1380467	55	23	0	32		2.64E-05	0.052190873	0.043918355	0.932718314	9.69E-06
M295.1557T91	hilic_neg	M295.1557T91	295.1556731	91.08740535		[M+Cl]- 260.183	11														0.251629057	0.538948059	0	1.305746483	0.011199713	1	0.01649134	0.019201084	-0.002623702	-0.019082983	0.151050791	0.91023465	-0.000272276	E	E	E	0.152149275	0.878459923	0	0.779247725	0.101776813	0	-0.005819547	0.01420621	-0.007430936	0.003866585	0.422386805	0.204001778	-0.000355017	E	E	E		295.1546476	295.1565072	80.54334051	92.99141472	31	14	3	14		0.240582188	0.26008443	0.312956791	0.726321288	0.007471011
M295.2282T80	hilic_neg	M295.2282T80	295.2282044	79.66925951	[369][M]-		2														0.316087705	0.457285552	0	0.110055442	0.833738022	0	0.004904281	0.006755701	-0.013071335	0.004266357	0.752537921	0.203499961	-0.000518915	E	E	E	-0.258685302	0.678668445	0	-0.222472657	0.65084972	0	-0.011431057	-0.008010809	0.015241721	-0.018426402	0.866364813	0.972180515	0.000804508	E	E	E		295.2275298	295.2287811	78.59452494	80.25850187	68	24	2	42		0.001815953	0.061185557	0.108164107	0.990625252	5.61E-10
M295.2646T77	hilic_neg	M295.2646T77	295.2645901	77.42703406		[M-2H]2- 592.538	2														0.148343315	0.5515951	0	0.145953593	0.62302511	0	0.014425419	0.007592384	-0.009066072	-0.016615239	0.521948448	0.792526332	-0.000410887	E	E	E	-0.279059989	0.55025882	0	0.00508865	0.965821569	0	-0.013163046	-0.007769589	0.01990341	-0.021463452	1.131342995	1.132415852	0.001205007	E	E	E		295.2640649	295.2651304	76.52285219	78.18692184	66	24	0	42		2.58E-06	0.055964366	0.163754072	0.996864083	2.38E-12
M295.957T1001	hilic_neg	M295.957T1001	295.9569902	1001.173225			13														0.842704931	0.122265459	0	-0.63284498	0.298492852	0	0.027816451	-0.020770637	-0.020319659	-0.038954149	1.169835684	1.85806467	-0.001011244	E	E	E	0.601848919	0.516551414	0	-0.27436931	0.65885755	0	-0.017323195	-0.024146277	-0.01719461	-0.028415708	0.977370312	1.4992182	-0.001270964	E	E	E		295.9564843	295.9575824	999.6381953	1002.109427	52	15	0	37		6.06E-05	0.269464609	0.641612079	0.910157976	3.96E-05
M296.0081T372	hilic_neg	M296.0081T372	296.0080548	372.4701749			415														0.386689478	0.349578769	0	0.358425192	0.437313833	0	0.008738574	0.011314695	-0.012546416	-3.32E-06	0.722317528	0.000158538	-0.000593154	E	E	E	1.147222031	0.0148637	1	0.674538092	0.069867843	0	-0.013737169	0.001056947	-0.044190611	-0.005343242	2.511868002	0.281910483	-0.002806014	E	E	E		296.0076453	296.0086635	367.9474584	374.9473687	50	15	0	35		3.06E-05	0.106554595	0.183039168	0.970168884	1.77E-07
M296.0257T378	hilic_neg	M296.0257T378	296.0257069	377.8707879		[M+Cl]- 261.063	32														0.329812927	0.239093696	0	0.247682807	0.413200044	0	0.026197372	0.008590772	-0.016858037	-0.028005333	0.970544508	1.335819717	-0.000743131	E	E	E	0.201458049	0.676730856	0	0.372125651	0.213341135	0	-0.023481759	-0.00154118	-0.005504762	-0.022839208	0.312899825	1.205000989	-0.000815651	E	E	E		296.0253405	296.0263616	373.7734041	382.3557405	57	15	0	42		9.31E-06	0.120103741	0.294738577	0.955817763	1.23E-06
M296.0741T341	hilic_neg	M296.0741T341	296.0741349	340.7774658	[370][M]-		21														1.706931773	0.003010803	1	-0.955064424	0.063965238	0	0.018346068	-0.023000745	-0.034412197	-0.005381392	1.981165944	0.256685724	-0.001730086	C	E	B	1.948746043	2.31E-05	1	-1.137282454	0.0009737	1	0.001187366	-0.026101275	-0.051399846	-0.00365086	2.92165298	0.192620096	-0.003315248	B	E	E		296.073749	296.07476	339.8855455	343.6005537	64	22	0	42		4.51E-06	0.131536398	0.151341164	0.963019636	5.12E-07
M296.084T565	hilic_neg	M296.084T565	296.0840069	564.8840866	[367][M+1]-		282														-0.174007612	0.485665927	0	0.382025167	0.065271605	0	0.00262397	0.031137848	0.012864137	-0.011323921	0.740609226	0.54013701	0.000544492	E	E	E	6.32E-05	0.941586247	0	0.657427363	0.000576049	1	-0.028292217	0.022726816	0.005481238	-0.016302793	0.311562714	0.8601385	-3.04E-07	E	E	E		296.0835429	296.0845523	563.2473013	565.6739362	67	24	1	42		0.007594637	0.127745118	0.42457292	0.999123559	4.07E-15
M296.1006T207	hilic_neg	M296.1006T207	296.1006267	206.7648143			39														0.156393885	0.210154234	0	0.320523755	0.018026107	1	0.016831246	0.019138784	-0.008724529	-0.013485649	0.502285256	0.643248769	-0.00066174	E	E	E	0.06051781	0.839355958	0	0.195990122	0.244134488	0	-0.008998307	0.005399628	-0.008563575	-0.005206908	0.486767861	0.274717457	-0.000465029	E	E	E		296.1001707	296.1012478	205.1731809	210.5788174	59	23	0	36		0.000982332	0.184226464	0.89252536	0.879707428	0.000161557
M296.0992T294	hilic_neg	M296.0992T294	296.0992091	293.7401316	[368][M+1]-		12														-0.069602285	0.910873582	0	-0.260780201	0.760934751	0	-0.008116039	-0.008425745	0.000710729	0.012373917	0.040917793	0.590220522	7.71E-05	E	E	E	-0.604650322	0.490977434	0	-0.281179547	0.684106023	0	0.008694427	-0.00112254	0.021034298	0.004037463	1.195624607	0.213017305	0.001370743	E	E	E		296.0988313	296.0997926	291.2534001	296.2666639	49	20	0	29		5.85E-05	0.183176119	0.335348548	0.833147599	0.000764112
M296.1233T575	hilic_neg	M296.1233T575	296.1233321	575.1840392	[362][M+3]-		18														-0.488729673	0.105737593	0	-0.18957095	0.546150277	0	-0.002102791	-0.010013411	0.020297139	-0.020462355	1.16853918	0.976028988	0.001014703	E	E	E	-0.346394892	0.470870193	0	0.045738398	0.877197828	0	0.001887994	0.006002313	0.02479637	0.000773129	1.409467017	0.040790434	0.001421892	E	E	E		296.122749	296.1239714	573.6584993	577.4279714	57	24	0	33		0.000199479	0.086664406	0.235233759	0.841794686	0.00059466
M296.2312T80	hilic_neg	M296.2312T80	296.2312052	79.76147023	[369][M+1]-		2														0.781195	0.336651666	0	0.369245827	0.703754732	0	0.011218796	0.008540815	-0.013388504	-0.006009858	0.770797894	0.286662764	-0.000632991	E	E	E	0.02287003	0.98593101	0	-0.119024142	0.913011293	0	-0.009861927	-0.003868228	-0.001853456	-0.011639359	0.105353555	0.614094813	-3.49E-05	E	E	E		296.2307154	296.2318297	79.04451393	81.08101601	61	24	0	37		4.91E-06	0.082879938	0.124411326	0.9807723	2.00E-08
