variableMetadata	chromato	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	name	formula	monoisotopic_mass	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	chebi_id	hmdb_id	pubchem_id	inchikey	inchi
M145.0507T208.65	hilic	M145T209	145.050665816757	208.650666128073		[M-H+HCOOH]- 100.057	8	NA													
M145.9788T1000_1	hilic	M146T1000_1	145.978844420168	999.995259516974	[113][M+1]-		31	NA													
M145.9959T1000.49_2	hilic	M146T1000_2	145.995872201657	1000.4883152736			2012	NA													
M146.0094T557.94	hilic	M146T558	146.009408143119	557.941468884268			539	NA													
M146.0282T140.2	hilic	M146T140	146.028199465614	140.195435142275		[M-H-CH2]- 161.052	18	NA													
M146.0459T522.96	hilic	M146T523	146.045922476187	522.962529894565	[117][M]-	[M-H]- 147.056	16	NA		L-Glutamic acid;Glutamic acid;Glu|N-Methyl-D-aspartic acid;NMDA	C5H9NO4	147.0532	C00025|C12269	Amino acid metabolism|Carbohydrate metabolism|Energy metabolism|Metabolism of other amino acids|Miscellaneous	Aginine and Proline metabolism|Aginine biosynthesis|Alanine, Aspartate and Glutamate|Histidine metabolism|Butanoate metabolism|Nitrogen metabolism|Glutathione metabolism|Miscellaneous	L-Proline|Glutamate|Aspartate|Urocanate|L-Glutamate|Nitrogen|L-Cysteine|R-S-Glutathione|Miscellaneous	CHEBI:16015|CHEBI:31882	HMDB00148|HMDB02393	CID33032|CID22880	WHUUTDBJXJRKMK-VKHMYHEASA-N|HOKKHZGPKSLGJE-GSVOUGTGSA-N	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1|InChI=1S/C5H9NO4/c1-6-3(5(9)10)2-4(7)8/h3,6H,2H2,1H3,(H,7,8)(H,9,10)/t3-/m1/s1
M146.0825T428.92	hilic	M146T429	146.082453053633	428.92442369678			219	NA													
M146.9527T1025.59	hilic	M147T1026	146.952707543129	1025.59476192263	[112][M+2]-		28	NA													
M147.0299T276.76	hilic	M147T277	147.029949343935	276.757247558435			978	NA													
M147.043T523	hilic	M147T523	147.042959872051	523.000866917162	[117][M+1]-		1343	NA													
M147.0663T284.82	hilic	M147T285	147.066335139734	284.816409260743		[M-H-COCH2]- 190.094	12	NA													
M148.0438T234.79	hilic	M148T235	148.043799496515	234.790007717446	[121][M]-		8	NA		L-Methionine;Methionine|S-Ethyl-L-cysteine	C5H11NO2S	149.0511	C00073	Amino acid metabolism|Metabolism of other amino acids	Cysteine and Methionine|Glutathione metabolism	Methionine|Others|R-S-Glutathione	CHEBI:16643	HMDB00696	CID6137|CID92185	FFEARJCKVFRZRR-BYPYZUCNSA-N|ULXKXLZEOGLCRJ-BYPYZUCNSA-N	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1|InChI=1S/C5H11NO2S/c1-2-9-3-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1
M148.0616T309.39	hilic	M148T309	148.06161826381	309.389878407637	[122][M]-	[M-H+HCOOH]- 103.061	9	NA													
M148.0617T488.77	hilic	M148T489	148.061677858425	488.765983784854			15	NA													
M148.5313T539.5	hilic	M149T540	148.531333127383	539.501029656242			10	NA													
M148.9526T90.16	hilic	M149T90	148.952584962557	90.1557022921638			11	NA													
M149.001T105.36	hilic	M149T105	149.000956892353	105.356064991361			37	NA													
M149.0456T296.9	hilic	M149T297	149.045553154438	296.904594991211		[M-H]- 150.052	12	NA		D-(-)-Ribose;D-Ribofuranose;D-ribose;Ribose|L-Xylulose	C5H10O5	150.0528	C00121|C00312	Carbohydrate metabolism	Pentose and Glucuronate interconversions|Pentose Phosphate pathway	Xylose|Pentose	CHEBI:47013|CHEBI:17399	HMDB00283|HMDB00751	CID5779|CID22253	HMFHBZSHGGEWLO-SOOFDHNKSA-N|ZAQJHHRNXZUBTE-WVZVXSGGSA-N	InChI=1S/C5H10O5/c6-1-2-3(7)4(8)5(9)10-2/h2-9H,1H2/t2-,3-,4-,5?/m1/s1|InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h3,5-8,10H,1-2H2/t3-,5+/m0/s1
M149.0456T396.87	hilic	M149T397	149.045574564665	396.874437420647		[M-H-COCH2]- 192.071	7	NA		L-(+)-Arabinose;L-Arabinopyranose|D-Xylulose	C5H10O5	150.0528	C00259|C00310	Carbohydrate metabolism	Pentose and Glucuronate interconversions	Xylose	CHEBI:17535|CHEBI:17140	HMDB00646|HMDB01644	CID439195|CID5289590	SRBFZHDQGSBBOR-HWQSCIPKSA-N|ZAQJHHRNXZUBTE-WUJLRWPWSA-N	InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5?/m0/s1|InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h3,5-8,10H,1-2H2/t3-,5+/m1/s1
M149.0456T474.25	hilic	M149T474	149.045575921236	474.245024804924	[123][M]-		2	NA													
M149.0471T233.66	hilic	M149T234	149.047062131209	233.66128604021	[121][M+1]-		8	NA													
M149.0608T93.87	hilic	M149T94	149.060840485153	93.8661156175115		[M-H-C4H8]- 206.125	45	NA		Hydrocinnamic acid;3-Phenylpropanoic acid;3-phenylpropionic acid	C9H10O2	150.06808	C05629	Amino acid metabolism	Phenylalanine metabolism	Other	CHEBI:28631	HMDB00764	CID107	XMIIGOLPHOKFCH-UHFFFAOYSA-N	InChI=1S/C9H10O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)
M149.9867T448.57_1	hilic	M150T449_1	149.986665229516	448.570293752899			3	NA													
M150.0231T448.69_2	hilic	M150T449_2	150.023086913239	448.694488636086			240	NA													
M150.0328T387.63	hilic	M150T388	150.032761713675	387.628907133596		[M-H-CH2]- 165.05	7	NA													
M150.0344T509.22	hilic	M150T509	150.034370695147	509.22133818666			15	NA													
M150.0489T474.2	hilic	M150T474	150.048914245242	474.196774631572	[123][M+1]-		2	NA													
M150.9471T1026.31	hilic	M151T1026	150.947113960795	1026.31233854778			28	NA													
M151.0075T177.04_1	hilic	M151T177_1	151.007451984266	177.041545936321		[M-H]- 152.014	22	NA													
M151.0263T1210.43	hilic	M151T1210	151.02625521695	1210.42990345291	[126][M]-	[M-H-C6H10O5]- 314.084	30	NA													
M151.0514T139.3	hilic	M151T139	151.051352588734	139.300225273987	[127][M]-	[M-H]- 152.056	18	NA													
M152.0022T250.8	hilic	M152T251	152.002178179969	250.797300215513			1	NA													
M152.2817T597.73_3	hilic	M152T598_3	152.281654360873	597.731188436605		[M-2H]2- 306.578	27	NA													
M152.9863T135.68	hilic	M153T136	152.986342026601	135.68400107898		[M-H]- 153.994	18	NA													
M152.9958T344.05	hilic	M153T344	152.995800431681	344.049694569035			4	NA													
M152.9959T85.12	hilic	M153T85	152.995871756492	85.1222633917404			29	NA													
M153.0194T92.93	hilic	M153T93	153.019412703073	92.9331178557845	[130][M]-	[M+Cl]- 118.047	45	NA		2,6-Dihydroxybenzoic acid|2,5-Dihydroxybenzoic acid;Gentisic acid|2,3-Dihydroxybenzoic acid;2-Pyrocatechuic acid	C7H6O4	154.0266	C00628|C00196	Amino acid metabolism|Microbial Metabolism	Tyrosine metabolism|Microbial Metabolism	Gentisate|Microbial Metabolism	CHEBI:68465|CHEBI:17189|CHEBI:18026	HMDB13676|HMDB00152|HMDB00397	CID9338|CID3469|CID19	AKEUNCKRJATALU-UHFFFAOYSA-N|WXTMDXOMEHJXQO-UHFFFAOYSA-N|GLDQAMYCGOIJDV-UHFFFAOYSA-N	InChI=1S/C7H6O4/c8-4-2-1-3-5(9)6(4)7(10)11/h1-3,8-9H,(H,10,11)|InChI=1S/C7H6O4/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,8-9H,(H,10,11)|InChI=1S/C7H6O4/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3,8-9H,(H,10,11)
M153.0304T349.03	hilic	M153T349	153.030385126551	349.033460341833	[125][M+2]-		4	NA													
M153.0418T156.95	hilic	M153T157	153.041830592061	156.945204653678			22	NA													
M153.0671T135.16	hilic	M153T135	153.067051289749	135.158952439648	[127][M+2]-		18	NA													
M153.0671T777.54	hilic	M153T778	153.067072227029	777.53746854235			2022	NA													
M153.0922T87.59	hilic	M153T88	153.092154913479	87.5937326276558			11	NA													
M153.9817T140.21	hilic	M154T140	153.981654674107	140.207874418494		[M+Cl]- 119.017	18	NA													
M153.9855T593.32	hilic	M154T593	153.985477397851	593.319178058762		[M-H+Cl]2- 274.009 [M-2H]2- 309.986	1884	NA													
M154.0275T520.89	hilic	M154T521	154.027544086421	520.889389712291			1294	NA													
M154.0511T324.71	hilic	M154T325	154.051059103449	324.711652588781			944	NA													
M155.0117T396.17	hilic	M155T396	155.01171352048	396.171712374025			595	NA													
M155.0463T317.24	hilic	M155T317	155.046307005015	317.239206620739	[132][M]-	[M+Cl+NH3]- 103.061 [M-H]- 156.052	9	NA		L-β-Imidazolelactic acid	C6H8N2O3	156.05349	C03817	Amino acid metabolism	Histidine metabolism	Imidazole	CHEBI:16373		CID440129	ACZFBYCNAVEFLC-YFKPBYRVSA-N	InChI=1S/C6H8N2O3/c9-5(6(10)11)1-4-2-7-3-8-4/h2-3,5,9H,1H2,(H,7,8)(H,10,11)/t5-/m0/s1
M155.1078T86.33	hilic	M155T86	155.107822209643	86.3260537222202	[134][M]2-	[M-2H]2- 312.231	11	NA													
M155.6095T87.24	hilic	M156T87	155.60950198871	87.2428437651323	[134][M+1]2-		11	NA													
M156.0303T520.7	hilic	M156T521	156.030339070628	520.702760156223			1345	NA													
M156.0665T429.85	hilic	M156T430	156.066453537145	429.848875261222	[133][M+1]-		196	NA													
M157.0077T135.05	hilic	M157T135	157.007720229046	135.048814208459	[136][M]-	[M+Cl]- 122.045	18	NA													
M157.0619T320.46	hilic	M157T320	157.061903066727	320.462357184267	[132][M+2]-		9	NA													
M157.0871T91.09	hilic	M157T91	157.087053286506	91.0934027698083		[M-H-C2H4]- 186.123	11	NA													
M158.046T325.93	hilic	M158T326	158.045963873101	325.92850370373			941	NA													
M158.0461T516.53	hilic	M158T517	158.046050763181	516.525563352666			1346	NA													
M158.0461T175.76	hilic	M158T176	158.046103805203	175.759653217525			22	NA													
M159.0412T214.26	hilic	M159T214	159.041220196219	214.26164800742			8	NA													
M159.0776T364.34	hilic	M159T364	159.077555539113	364.343519557012		[M-H-C5H8O4]- 292.135	4	NA													
M159.1027T133.74	hilic	M159T134	159.102730161721	133.73584033061		[M-H-COCH2]- 202.125	18	NA													
M159.1139T575	hilic	M159T575	159.113946582907	574.995264230642		[M-2H+Na]- 138.129	17	NA													
M159.9856T625.28	hilic	M160T625	159.985606766047	625.283416990117			1864	NA													
M160.0073T180.68	hilic	M160T181	160.007308858199	180.683853726062			22	NA													
M160.0252T401.33	hilic	M160T401	160.025243967844	401.328341924198			7	NA													
M160.0253T519.76	hilic	M160T520	160.025288364846	519.757422583199			1310	NA													
M160.0404T209.43	hilic	M160T209	160.040362308493	209.433978273752		[M-H]- 161.052	8	NA		Indole-3-carboxylic acid|2,4-Quinolinediol	C9H7NO2	161.0477	C19837|C16716	Amino acid metabolism	Tryptophan metabolism	Other	CHEBI:24809|CHEBI:75926	HMDB03320	CID69867|CID54680871	KMAKOBLIOCQGJP-UHFFFAOYSA-N|HDHQZCHIXUUSMK-UHFFFAOYSA-N	InChI=1S/C9H7NO2/c11-9(12)7-5-10-8-4-2-1-3-6(7)8/h1-5,10H,(H,11,12)|InChI=1S/C9H7NO2/c11-8-5-9(12)10-7-4-2-1-3-6(7)8/h1-5H,(H2,10,11,12)
M160.0438T127.67	hilic	M160T128	160.043845817324	127.673098413336		[M+Cl]- 125.079 [M-H]- 161.052	18	NA													
M160.0439T101.48	hilic	M160T101	160.043855902986	101.475097974911		[M-H]- 161.047	37	NA													
M160.0614T258.55	hilic	M160T259	160.061410569626	258.546361745768		[M-H-C6H10O5]- 323.128	1	NA													
M160.0616T442.81	hilic	M160T443	160.061595314142	442.808945551556			3	NA													
M160.0617T180.13	hilic	M160T180	160.061677528217	180.13375750865	[141][M]-		22	NA													
M161.0457T1209.33_1	hilic	M161T1209_1	161.045660980622	1209.3338740712		[3M+Cl]- 42.017	30	NA													
M161.0648T258.33	hilic	M161T258	161.064752290714	258.330102314591		[M-H-COCH2]- 204.084	1	NA													
M161.065T179.86	hilic	M161T180	161.065043464966	179.861422125936	[141][M+1]-		1641	NA													
M162.023T247.4	hilic	M162T247	162.022972515964	247.400286597981			1	NA													
M162.0409T367.76	hilic	M162T368	162.040908263012	367.76414405901		[M-2H]2- 326.095	4	NA													
M162.0561T180.42	hilic	M162T180	162.056088910867	180.423190216316	[141][M+2]-		22	NA													
M162.0772T278.37	hilic	M162T278	162.077235555594	278.365767737209			987	NA													
M162.5334T589.13	hilic	M163T589	162.533411055606	589.130320040339		[M-2H]2- 327.082	35	NA													
M162.9476T1212.02	hilic	M163T1212	162.947618318718	1212.02499858432	[143][M+2]-		30	NA													
M163.0249T538.52	hilic	M163T539	163.024871046466	538.515071502935			10	NA													
M163.0249T441.24	hilic	M163T441	163.024874433222	441.238527994548			245	NA													
M163.0402T94.07	hilic	M163T94	163.040211919449	94.0685096507656		[M-H+HCOOH]- 118.047	45	NA		Phenylpyruvic acid|m-Coumaric acid;trans-3-Hydroxycinnamic acid;m-Hydroxycinnamic acid|o-Tyrosine|Homoisovanillic acid;3-Hydroxy-4-methoxyphenylacetic acid	C9H8O3|C9H11NO3|C9H10O4	164.0473|181.0739|182.0579	C00166|C12621	Amino acid metabolism	Phenylalanine metabolism|Phenylalanine, Tyrosine and Tryptophan biosynthesis	Phenylalanine	CHEBI:30851|CHEBI:32357|CHEBI:70818	HMDB00205|HMDB01713|HMDB06050|HMDB00333	CID997|CID637541|CID91482|CID160562	BTNMPGBKDVTSJY-UHFFFAOYSA-N|KKSDGJDHHZEWEP-SNAWJCMRSA-N|WRFPVMFCRNYQNR-UHFFFAOYSA-N|BWXLCOBSWMQCGP-UHFFFAOYSA-N	InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,12)|InChI=1S/C9H8O3/c10-8-3-1-2-7(6-8)4-5-9(11)12/h1-6,10H,(H,11,12)/b5-4+|InChI=1S/C9H11NO3/c10-7(9(12)13)5-6-3-1-2-4-8(6)11/h1-4,7,11H,5,10H2,(H,12,13)|InChI=1S/C9H10O4/c1-13-8-3-2-6(4-7(8)10)5-9(11)12/h2-4,10H,5H2,1H3,(H,11,12)
M163.0613T326.57	hilic	M163T327	163.061302487954	326.566728532702			942	NA		1,5-Anhydro-D-sorbitol;1,5-Anhydro-sorbitol;1,5-Anhydro-D-glucitol;1,5-anhydroglucitol	C6H12O5	164.06847	C07326				CHEBI:16070	HMDB02712	CID64960	MPCAJMNYNOGXPB-SLPGGIOYSA-N	InChI=1S/C6H12O5/c7-1-4-6(10)5(9)3(8)2-11-4/h3-10H,1-2H2/t3-,4+,5+,6+/m0/s1
M163.9512T1028.63	hilic	M164T1029	163.951153736048	1028.63008628202	[151][M+1]-		28	NA													
M164.0355T99.16	hilic	M164T99	164.035484675026	99.1585441977612		[M-H-C2H4]- 193.074	37	NA													
M164.0388T373.8	hilic	M164T374	164.038810718276	373.801697690314		[M-H]- 165.05	7	NA													
M164.0566T507.93	hilic	M164T508	164.056569783582	507.932528194576			15	NA													
M164.0717T560.68	hilic	M164T561	164.071749725537	560.677392935804			19	NA													
M164.9781T1001.05	hilic	M165T1001	164.978133994161	1001.04732870707			2013	NA													
M165.0593T532.82	hilic	M165T533	165.059287422441	532.82196630581			750	NA													
M166.0292T495.09	hilic	M166T495	166.029226267834	495.091137152228		[M+2Cl]2- 262.115	15	NA													
M166.0775T174.35	hilic	M166T174	166.077484950858	174.350649470224	[153][M+2]-		22	NA													
M167.0211T405.59	hilic	M167T406	167.021146440926	405.5949170751	[162][M]-	[M+Cl]- 132.048	43	NA		Uric acid	C5H4N4O3	168.02834	C00366	Nucleotide metabolism	Purine metabolism	Inosine and Xanthine	CHEBI:62589	HMDB00289	CID1175	LEHOTFFKMJEONL-UHFFFAOYSA-N	InChI=1S/C5H4N4O3/c10-3-1-2(7-4(11)6-1)8-5(12)9-3/h(H4,6,7,8,9,10,11,12)
M167.035T134.7	hilic	M167T135	167.03502365524	134.703528625699		[M-H+HCOOH]- 122.045	18	NA		6-Methoxysalicylic acid|Dehydroacetic acid|3-Methoxysalicylic acid|Isodehydracetic acid;Isodehydroacetic acid|4-Methoxysalicylic acid|5-Methoxysalicylic acid;2-Hydroxy-5-methoxybenzoic acid	C8H8O4	168.0423					CHEBI:68496	HMDB59713|HMDB01868	CID591524|CID122903|CID70140|CID95775|CID75231|CID75787	AAUQLHHARJUJEH-UHFFFAOYSA-N|PGRHXDWITVMQBC-UHFFFAOYSA-N|AUZQQIPZESHNMG-UHFFFAOYSA-N|QOADIMYPCZMZSG-UHFFFAOYSA-N|MRIXVKKOHPQOFK-UHFFFAOYSA-N|IZZIWIAOVZOBLF-UHFFFAOYSA-N	InChI=1S/C8H8O4/c1-12-6-4-2-3-5(9)7(6)8(10)11/h2-4,9H,1H3,(H,10,11)|InChI=1S/C8H8O4/c1-4-3-6(10)7(5(2)9)8(11)12-4/h3,7H,1-2H3|InChI=1S/C8H8O4/c1-12-6-4-2-3-5(7(6)9)8(10)11/h2-4,9H,1H3,(H,10,11)|InChI=1S/C8H8O4/c1-4-3-6(9)12-5(2)7(4)8(10)11/h3H,1-2H3,(H,10,11)|InChI=1S/C8H8O4/c1-12-5-2-3-6(8(10)11)7(9)4-5/h2-4,9H,1H3,(H,10,11)|InChI=1S/C8H8O4/c1-12-5-2-3-7(9)6(4-5)8(10)11/h2-4,9H,1H3,(H,10,11)
M167.0462T133.7	hilic	M167T134	167.046235877355	133.695025457541		[M-H+HCOOH]- 122.045	18	NA													
M167.0827T100.81	hilic	M167T101	167.08266920053	100.809735637126			2263	NA													
M167.1078T87.38	hilic	M167T87	167.107784150221	87.3827694068833		[M-H-H20]- 186.123	11	NA													
M167.8369T395.39	hilic	M168T395	167.836855732284	395.39350425586			597	NA													
M167.9794T172.58	hilic	M168T173	167.979375511889	172.579694643527		[M-H]- 168.984	22	NA													
M167.9973T450.41	hilic	M168T450	167.997290269386	450.409610873808	[163][M]-	[M-H-CH4]- 185.036	3	NA													
M168.0245T405.58	hilic	M168T406	168.024490370479	405.578742449226	[162][M+1]-		2407	NA													
M168.0431T489.79	hilic	M168T490	168.043138439611	489.789133293776			15	NA													
M168.0667T174.23	hilic	M168T174	168.066706958804	174.231433603729		[M+Cl]- 133.098	22	NA		Pyridoxine;Vitamine B6	C8H11NO3	169.07389	C00314	Metabolism of cofactors and vitamins	Vitamine B6 metabolism	Pridoxine	CHEBI:16709	HMDB00239	CID1054	LXNHXLLTXMVWPM-UHFFFAOYSA-N	InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3
M168.078T332.55	hilic	M168T333	168.077968440769	332.547809266172			4	NA		3-Methylhistidine	C7H11N3O2	169.08513	C01152				CHEBI:27596	HMDB00479	CID64969	JDHILDINMRGULE-LURJTMIESA-N	InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1
M168.5296T590.62_1	hilic	M169T591_1	168.529605952679	590.616466573872	[164][M]2-	[M-H+Cl]2- 303.094 [M-2H]2- 339.077	35	NA													
M168.9813T580.33	hilic	M169T580	168.981284349927	580.327852612242			17	NA													
M169.0312T590.57_2	hilic	M169T591_2	169.031245991328	590.570762328396	[164][M+1]2-		2151	NA													
M169.0619T209.05	hilic	M169T209	169.061936035976	209.04972141159			670	NA													
M169.0984T94.31	hilic	M169T94	169.098355261797	94.3051837436151		[M-H-C4H8]- 226.166	45	NA													
M169.1235T86.32	hilic	M169T86	169.123483567202	86.3219064304465		[M-H-COCH2]- 212.141	11	NA													
M169.9918T131.38	hilic	M170T131	169.991836226126	131.378635821705		[M-H-H20]- 189.008	18	NA													
M169.9931T449.96	hilic	M170T450	169.993105811685	449.958043012918			3	NA													
M170.9936T515.87	hilic	M171T516	170.993618624407	515.870044699362			1312	NA													
M171.0083T393.82	hilic	M171T394	171.008331470094	393.820832278299			7	NA													
M171.0301T330.78	hilic	M171T331	171.030138516354	330.777826249146			4	NA													
M171.0412T401.09	hilic	M171T401	171.041201778778	401.090383990462			7	NA													
M171.0664T105.56	hilic	M171T106	171.066401102219	105.557111478477			2264	NA													
M171.1028T90.39	hilic	M171T90	171.102774755802	90.3878233719482		[M-H-CH2]- 186.123	11	NA													
M171.1139T189.16	hilic	M171T189	171.113948240971	189.159588054061			22	NA													
M172.0076T133.51	hilic	M172T134	172.007576664932	133.50705410492			18	NA													
M172.0615T263.1	hilic	M172T263	172.061482601009	263.101408073879		[M+Cl+HCOOH]- 91.0879	1	NA													
M172.0979T259.46	hilic	M172T259	172.097863756091	259.456049686116			110	NA													
M172.098T130.02	hilic	M172T130	172.098049487178	130.024508799421	[171][M]-	[M-H]- 173.102	18	NA													
M172.9259T1026.65	hilic	M173T1027	172.925914694791	1026.6484132198			28	NA													
M173.0037T401.85	hilic	M173T402	173.003657025493	401.849691440404			7	NA													
M173.0068T1000.61	hilic	M173T1001	173.006791166492	1000.60601073459		[M-H-NH3]- 191.035	31	NA													
M173.009T249.66	hilic	M173T250	173.009022981249	249.656998828571		[3M+2Cl]2- 92.0302 [M+Cl+HCOOH]- 92.0302	1	NA													
M173.0162T569.42	hilic	M173T569	173.016242409017	569.417091726144			1427	NA													
M173.0568T273.02	hilic	M173T273	173.056756586215	273.024130940833			1005	NA													
M173.0568T376.96	hilic	M173T377	173.056824846941	376.964582540633		[M-H-H20]- 192.071	7	NA		N-Acetyl-L-asparagine;N-Acetylasparagine;Nα-Acetyl-L-asparagine	C6H10N2O4	174.06406		Amino acid metabolism	Alanine, Aspartate and Glutamate	Others		HMDB06028	CID99715	HXFOXFJUNFFYMO-BYPYZUCNSA-N	InChI=1S/C6H10N2O4/c1-3(9)8-4(6(11)12)2-5(7)10/h4H,2H2,1H3,(H2,7,10)(H,8,9)(H,11,12)/t4-/m0/s1
M173.082T432.47	hilic	M173T432	173.081954748418	432.474585163989			3	NA		Suberic acid	C8H14O4	174.08921	C08278	Lipid metabolism	Fatty acids	Dicarboxylic	CHEBI:9300	HMDB00893	CID10457	TYFQFVWCELRYAO-UHFFFAOYSA-N	InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)
M173.0931T584.55	hilic	M173T585	173.093055172609	584.551515435973		[M+Cl]- 138.129	17	NA													
M173.1045T626	hilic	M173T626	173.104477896892	625.99808570106			26	NA		DL-Arginine;Arginine	C6H14N4O2	174.11168	C02385	Amino acid metabolism|Metabolism of other amino acids	Aginine and Proline metabolism|Aginine biosynthesis|D-Arginine and D-Ornithine metabolism	Arginine|Urea cylcle|D-Arginine	CHEBI:29016	HMDB00517	CID232	ODKSFYDXXFIFQN-UHFFFAOYSA-N	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)
M173.1183T88.1	hilic	M173T88	173.11830198407	88.0982813570794			11	NA													
M173.1359T78.37	hilic	M173T78	173.135889721684	78.3675484310307		[M-H+Cl]2- 312.304	5	NA													
M173.1359T551.63	hilic	M173T552	173.135897242369	551.631088325013			6	NA													
M174.0231T99.16	hilic	M174T99	174.023058813451	99.1585441977612			37	NA													
M174.0409T515.18	hilic	M174T515	174.040891411243	515.179740957106		[M-H-CH2]- 189.057	1288	NA		N-Acetyl-L-aspartic acid;N-Acetylaspartic acid	C6H9NO5	175.04807	C01042	Amino acid metabolism	Alanine, Aspartate and Glutamate	Aspartate	CHEBI:21547	HMDB00812	CID65065	OTCCIMWXFLJLIA-BYPYZUCNSA-N	InChI=1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/t4-/m0/s1
M174.0409T276.79	hilic	M174T277	174.040914787932	276.785896607012			1006	NA													
M174.0409T398.41	hilic	M174T398	174.040941247206	398.413948761471		[M-H-NH3]- 192.071	7	NA													
M174.0521T538.01	hilic	M174T538	174.052077666095	538.008154176095			10	NA		Guanidinosuccinic acid	C5H9N3O4	175.05931	C03139	Amino acid metabolism	Aginine biosynthesis|Alanine, Aspartate and Glutamate	Urea cylcle|Aspartate		HMDB03157	CID97856	VVHOUVWJCQOYGG-UHFFFAOYSA-N	InChI=1S/C5H9N3O4/c6-5(7)8-2(4(11)12)1-3(9)10/h2H,1H2,(H,9,10)(H,11,12)(H4,6,7,8)
M174.0561T188.95	hilic	M174T189	174.056147157295	188.951611315049			1643	NA		Indole-3-acetic acid;Indoleacetic acid	C10H9NO2	175.06333	C00954	Amino acid metabolism	Tryptophan metabolism	Tryptamine	CHEBI:16411	HMDB00197	CID802	SEOVTRFCIGRIMH-UHFFFAOYSA-N	InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)
M174.0595T91.91	hilic	M174T92	174.059457369675	91.9100192209659			11	NA													
M174.0772T178.46	hilic	M174T178	174.077195527286	178.464754756025			22	NA													
M174.947T550.26	hilic	M175T550	174.946975343045	550.259330755136			6	NA													
M175.0183T167.09	hilic	M175T167	175.018344448616	167.089327389385		[M-H+Cl]2- 316.068	22	NA													
M175.025T499.17	hilic	M175T499	175.024958881547	499.174116330226		[M-H-C4H8]- 232.1	15	NA													
M175.0361T362.21	hilic	M175T362	175.036115268309	362.209124017121		[M+Cl]- 140.068 [M-H+Cl]2- 316.121	4	NA													
M175.0473T515.69	hilic	M175T516	175.047340604922	515.692160371571		[M-H+NH3]- 159.038	1288	NA		Allantoic acid	C4H8N4O4	176.05455	C00499	Nucleotide metabolism	Purine metabolism	Allantoin	CHEBI:30837	HMDB01209	CID203	NUCLJNSWZCHRKL-UHFFFAOYSA-N	InChI=1S/C4H8N4O4/c5-3(11)7-1(2(9)10)8-4(6)12/h1H,(H,9,10)(H3,5,7,11)(H3,6,8,12)
M175.0614T506.71	hilic	M175T507	175.061425052862	506.71269655321			15	NA		3-Isopropylmalic acid|2-Isopropylmalic acid;α-isopropylmalic acid	C7H12O5	176.0685	C02504	Amino acid metabolism|Carbohydrate metabolism	Valine, Leucine and Isoleucine biosynthesis|Pyruvate metabolism	Valine|Acetyl-CoA	CHEBI:35114|CHEBI:28635	HMDB12156|HMDB00402	CID36|CID77	RNQHMTFBUSSBJQ-UHFFFAOYSA-N|BITYXLXUCSKTJS-UHFFFAOYSA-N	InChI=1S/C7H12O5/c1-3(2)4(6(9)10)5(8)7(11)12/h3-5,8H,1-2H3,(H,9,10)(H,11,12)|InChI=1S/C7H12O5/c1-4(2)7(12,6(10)11)3-5(8)9/h4,12H,3H2,1-2H3,(H,8,9)(H,10,11)
M175.0725T373.49	hilic	M175T373	175.072476725226	373.486287686991		[M-H+HCOOH]- 130.071	7	NA													
M175.0976T92.11	hilic	M175T92	175.097643210133	92.1121746626407			11	NA													
M176.0201T565.3	hilic	M176T565	176.020110743462	565.299317617755			19	NA													
M176.0388T142.98	hilic	M176T143	176.038775786312	142.975278121055		[M-H]- 177.04	25	NA													
M176.0565T492.58	hilic	M176T493	176.056450954374	492.583961039793			15	NA													
M176.0565T581.12	hilic	M176T581	176.056465643087	581.117444566455			1407	NA													
