variableMetadata	chromato	namecustom	mz	rt	isotopes	adduct	pcgroup	BiH_base_POS_QTof_Plasma.txt_.MzDelta_Query.Bank.0.005Da..MzBank.RtQuery.RtDelta_Query.Bank.0.2min...RtBank.name.M.Formule.M.H..M.H...th.Intensite...Tr.Masse.Exp.Delta.ppm.	BiH_Pool_Qtof_Pos_plasma.txt_.MzDelta_Query.Bank.0.005Da..MzBank.RtQuery.RtDelta_Query.Bank.0.2min...RtBank.G.N.compound.composition.Formule.M.H...M.H....Th...TR.Masse.exo.delta.ppm.	BiH_DB_Lipids_POS.MzDelta_Query.Bank.0.005Da..MzBank.m.z..M.H...Formule.Brute..M..Annotation..Lipid.class.and.subclass.RT.min..	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	PCA_xload-p1_LAT	PCA_xload-p2_LAT	OPLSDA_xload-p1_LAT	OPLSDA_xload-o1_LAT	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-ortho_LAT	OPLSDA_coef_LAT	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	PCA_xload-p1_MX2	PCA_xload-p2_MX2	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	supp_mzmin	supp_mzmax	supp_rtmin	supp_rtmax	supp_npeaks	supp_Sample	supp_BLC	supp_fold	supp_tstat	supp_pvalue	supp_pool_CV	supp_poolCV_over_sampleCV
M256.2635T17.92_1	c18acqui_pos	M256.2635T17.92_1	256.2634924	17.91595186	[518][M]+	[M+H-H20]+ 273.268	34			0.000592392952#256.2629#256.2629#C16H33NO#([M+H]+)_Palmitamide#Primary amides (PFAA)#4.9|0.000001992952#256.2634904#256.2634904#C16H33NO#([M+H]+)_Palmitamide#Primary amides#NA#	0.086703051	0.760419869	0	-0.082169934	0.507686561	0	0.015248608	0.008692981	-0.024419258	0.012654918	1.369170176	0.629063686	-0.001399912	E	E	E	-0.035741983	0.93764146	0	-0.081447304	0.484188766	0	0.013224259	0.01491296	E	E	E	256.2629634	256.2642491	17.9110377	17.93806854	53	50	3	34.92237374	-32.73080436	0	0.140005674	0.951282908
M316.3216T17.93	c18acqui_pos	M316.3216T17.93	316.321596	17.92838245	[776][M]+	[M+Na+K-H]+ 255.38	34				-0.033270429	0.925581549	0	0.005375188	0.984286052	0	0.005690434	0.020232243	0.002458424	0.023304932	0.137842051	1.158465558	0.00054179	E	E	E	-0.162924379	0.324756733	0	-0.002279367	0.974625095	0	-0.000922763	0.008715115	E	E	E	316.3206199	316.3225502	17.91471528	17.93430282	50	50	0	8.256587838	-19.80904638	0	0.138490683	0.997710647
M218.1354T17.93	c18acqui_pos	M218.1354T17.93	218.1353562	17.92853167	[394][M]2+		34				0.029661989	0.931420592	0	0.19091031	0.263070742	0	-0.015678787	-0.007960215	-0.001458238	-0.012046598	0.081762357	0.598824683	-0.000278883	E	E	E	0.243502241	0.53380588	0	0.242038468	0.176579736	0	-0.013651563	-0.004300551	E	E	E	218.1347183	218.1361701	17.9115245	17.9501212	47	47	0	4.857198572	-12.74225697	0	0.198752298	0.789647651
M520.3397T14.49	c18acqui_pos	M520.3397T14.49	520.3397207	14.48911801	[1490][M]+	[M+H]+ 519.33	35			0.000320715264#520.3394#520.3394#C26H50NO7P#([M+H]+)_LPC18:2#Lyso-Glycerophosphocholines (LPC)#3.2|0.000047684736#520.3397684#520.3397684#C26H50NO7P#([M+H]+)_LPC 18a:2#Lyso-Glycerophosphocholines#NA#	0.001390007	0.983151275	0	-0.101069622	0.27423443	0	0.006288446	-0.032235785	-0.001444751	-0.027693032	0.08100614	1.37659372	-2.60E-05	E	E	E	-0.147763703	0.517448394	0	-0.226622853	0.025546679	1	0.02669993	-0.002098895	E	E	E	520.3388838	520.3409339	14.4787088	14.49544311	50	50	0	1866.553614	-51.19785766	0	0.071383497	0.491357682
M568.3397T14.51	c18acqui_pos	M568.3397T14.51	568.3397136	14.50730652	[1700][M]+		35			0.002350157422#568.3373634#568.3373634#C28H52NO7P#([M+Na]+)_LPC 20a:3#Lyso-Glycerophosphocholines#NA#|0.000513557422#568.3392#568.3392#C30H50NO7P#([M+H]+)_LPC22:6#Lyso-Glycerophosphocholines (LPC)#3.2|0.000054842578#568.3397684#568.3397684#C30H50NO7P#([M+H]+)_LPC 22a:6#Lyso-Glycerophosphocholines#NA#	-0.075503922	0.833808477	0	0.061866673	0.72763467	0	-0.004460719	-0.038123502	0.013707939	0.003077645	0.768594246	0.152986728	0.0009708	E	E	E	0.073140294	0.870301244	0	0.07898827	0.568667498	0	-0.004764007	0.002501456	E	E	E	568.3389903	568.341157	14.49852316	14.51562876	50	50	0	974.1529382	-41.59559037	0	0.101747691	0.637969748
M288.634T14.49_1	c18acqui_pos	M288.634T14.49_1	288.6339808	14.48967705	[650][M]2+	[M+2H-HCOOH]2+ 621.259	35				-0.001684468	0.976827327	0	-0.067901477	0.369714274	0	0.009398126	-0.027946826	-0.001082062	-0.012566365	0.060670456	0.6246618	4.26E-05	E	E	E	-0.107811765	0.588175186	0	-0.154470499	0.060734773	0	0.025840375	-0.009433608	E	E	E	288.633325	288.6346625	14.47889795	14.49641421	50	50	0	446.3141748	-50.15331105	0	0.040266463	0.381366172
M482.3244T14.52	c18acqui_pos	M482.3244T14.52	482.324352	14.51989657	[1360][M]+		35			0.004704575766#482.3196474#482.3196474#C23H44O7P#([M+NH4]+ C13)_LPA 20a:1#Lyso-Glycerophosphates#NA#|0.000751975766#482.3236#482.3236#C23H48NO7P#([M+H]+)_LPC15:0#Lyso-Glycerophosphocholines (LPC)#2.9|0.000233575766#482.3241184#482.3241184#C23H48NO7P#([M+H]+)_LPC 15a:0#Lyso-Glycerophosphocholines#NA#	-0.078281201	0.725690796	0	-0.151615281	0.118258493	0	0.007699612	-0.020978176	0.016009064	-0.010385222	0.897616644	0.516239321	0.001224579	E	E	E	-0.085546438	0.802803226	0	-0.090740528	0.424185116	0	0.012605122	-0.0047309	E	E	E	482.3236113	482.3255487	14.50733721	14.52711129	50	50	0	259.8998883	-51.04928683	0	0.080471596	0.56180341
M289.6322T14.49_1	c18acqui_pos	M289.6322T14.49_1	289.632225	14.48979273	[650][M+2]2+		35				0.053534501	0.785790947	0	-0.113712522	0.081271087	0	0.016761538	-0.029531568	-0.021373275	-0.017079961	1.198384073	0.849028287	-0.001448146	E	E	E	-0.065849373	0.823741386	0	-0.189217551	0.020741368	1	0.029685101	-0.000865552	E	E	E	289.6316953	289.632983	14.4793319	14.50053427	45	45	0	220.4280148	-47.64550736	0	0.075579222	0.699838932
M289.1355T14.49_2	c18acqui_pos	M289.1355T14.49_2	289.1355437	14.48901987	[650][M+1]2+		35				-0.015841127	0.905315931	0	-0.132401438	0.067991129	0	0.012172861	-0.020789628	0.003858922	-0.023237616	0.216366945	1.155119349	0.000358684	E	E	E	-0.054274407	0.845133929	0	-0.167532766	0.022197544	1	0.027778626	-0.007682843	E	E	E	289.1350395	289.1366979	14.4793319	14.49598044	32	32	0	62.91768347	-49.17750454	0	0.037378648	0.364470456
M542.3217T14.49	c18acqui_pos	M542.3217T14.49	542.3216955	14.48899357	[1593][M]+	[M+Na]+ 519.33	35			0.003629933939#542.3180656#542.3180656#C25H51O11P#([M+H-H2O]+ C13)_LPI 16e:0#Lyso-Glycerophosphoinositols#NA#|0.000595533939#542.3211#542.3211#C26H50NO7P#([M+Na]+)_LPC18:2#Lyso-Glycerophosphocholines (LPC)#3.2|0.000017866061#542.3217134#542.3217134#C26H50NO7P#([M+Na]+)_LPC 18a:2#Lyso-Glycerophosphocholines#NA#|0.001704466061#542.3234#542.3234#C28H48NO7P#([M+H]+)_LPC20:5#Lyso-Glycerophosphocholines (LPC)#2.6|0.002422866061#542.3241184#542.3241184#C28H48NO7P#([M+H]+)_LPC 20a:5#Lyso-Glycerophosphocholines#NA#	-0.026372163	0.927900963	0	-0.060268708	0.608059875	0	0.00376109	-0.019097687	0.004614367	-0.02249301	0.258724236	1.118105705	0.000435482	E	E	E	-0.147334995	0.517448394	0	-0.196968187	0.054116062	0	0.02321121	0.011441705	E	E	E	542.3207089	542.3231111	14.32868974	14.49598044	47	46	0	92.73056162	-46.93939261	0	0.044983855	0.298584861
M287.1309T14.49	c18acqui_pos	M287.1309T14.49	287.1308963	14.48911801	[645][M]2+		35				-0.015229985	0.957057374	0	-0.002979272	0.976035316	0	-0.002151519	-0.027212262	0.00212029	-0.025529074	0.118883126	1.269025506	0.000310071	E	E	E	-0.058198556	0.870738392	0	-0.119505854	0.22649606	0	0.019454858	0.011002423	E	E	E	287.1299599	287.1316504	14.47889795	14.49641421	40	40	0	31.41019077	-50.88565405	0	0.095050216	0.795800851
M312.634T14.51	c18acqui_pos	M312.634T14.51	312.6339985	14.51213195		[M+2H-CH2]2+ 637.263	35				-0.045254859	0.888003495	0	0.050486069	0.718729596	0	-0.005785324	-0.029413311	0.010464092	-0.000484824	0.586714061	0.024100154	0.000738029	E	E	E	0.106813872	0.668720248	0	0.093899056	0.366451681	0	-0.011335016	-0.007593886	E	E	E	312.6333012	312.6350167	14.50375256	14.52374999	47	47	0	194.6524313	-34.77931309	0	0.130603684	0.98463392
M602.2542T14.49	c18acqui_pos	M602.2542T14.49	602.2542226	14.48907395	[1809][M]+		35				0.024609155	0.933929134	0	-0.09861012	0.184344143	0	0.014845176	-0.029283976	-0.008644963	-0.004491223	0.484716852	0.223254324	-0.000590997	E	E	E	-0.059774283	0.849253224	0	-0.073014958	0.455682689	0	0.016495119	-0.022811118	E	E	E	602.2534481	602.2556334	14.47836282	14.49507511	50	50	0	55.20350442	-44.77556302	0	0.075489596	0.708440254
M619.257T14.49	c18acqui_pos	M619.257T14.49	619.2569587	14.48808791	[1862][M]+	[M+Na]+ 596.267	35				0.043070367	0.823943068	0	-0.066619426	0.363696966	0	0.004158568	-0.012100888	-0.015809985	-0.026055382	0.886454437	1.295187731	-0.001192716	E	E	E	-0.041261338	0.891726853	0	-0.154010673	0.048285133	1	0.024853488	0.000169972	E	E	E	619.2557382	619.2582242	14.47614257	14.49428743	32	32	0	52.05448087	-53.31873388	0	0.103840843	1.012804384
M290.1336T14.49_2	c18acqui_pos	M290.1336T14.49_2	290.1335925	14.4910546	[650][M+3]2+		35				0.006577491	0.993803098	0	-0.075641638	0.346049247	0	0.005858525	-0.0151917	-0.00381787	-0.014280082	0.2140652	0.70984903	-0.000153762	E	E	E	-0.133738237	0.427951936	0	-0.107341143	0.219659711	0	0.017696106	-0.001387984	E	E	E	290.1327774	290.1345157	14.48236106	14.49641421	28	28	0	23.48618044	-45.35403985	0	0.066527598	0.608440992
M523.3487T14.49	c18acqui_pos	M523.3487T14.49	523.3486984	14.48899357	[1490][M+3]+		35				-0.008854994	0.950573293	0	-0.139734615	0.135669307	0	0.012166309	-0.011278825	-2.96E-05	-0.015945462	0.001659194	0.792633456	0.000153792	E	E	E	-0.115399444	0.676775286	0	-0.298449454	0.003260652	1	0.030526822	-0.007464736	E	E	E	523.347596	523.3497452	14.47792941	14.49544311	23	23	0	44.80039286	-45.82538026	0	0.09054417	0.578118509
M637.2913T14.49	c18acqui_pos	M637.2913T14.49	637.2913045	14.48901987	[1918][M]+		35				0.020278028	0.951108192	0	-0.117156351	0.063500774	0	0.020083205	-4.81E-05	-0.011020733	0.006519814	0.617924559	0.32409361	-0.000562533	E	E	E	-0.042315562	0.875295506	0	-0.084231765	0.26415324	0	0.014572784	-0.013426617	E	E	E	637.289678	637.2931237	14.47634817	14.49544311	46	46	0	43.76772861	-54.71111029	0	0.086329491	0.990568939
M622.2648T14.49	c18acqui_pos	M622.2648T14.49	622.2647876	14.48857086	[1875][M]+	[M+Na]+ 599.273 [M+H]+ 621.259	35				-0.007716718	0.932129232	0	-0.120999313	0.061768223	0	0.021932002	-0.005985235	0.000634389	0.017354342	0.035569709	0.862667514	0.000202383	E	E	E	-0.063821036	0.825910522	0	-0.12277474	0.14430396	0	0.021145789	-0.006799409	E	E	E	622.2637993	622.2658874	14.47614257	14.49589212	28	28	0	28.71148556	-42.94489024	0	0.078518268	0.793217989
M287.6326T14.49	c18acqui_pos	M287.6326T14.49	287.6325627	14.49060183	[645][M+1]2+		35				-0.106390917	0.632010477	0	-0.113973492	0.220411817	0	0.010529013	-0.014450404	0.020351127	-0.020262452	1.141073004	1.007226798	0.00172565	E	E	E	-0.10989764	0.593204157	0	-0.211596022	0.011334661	1	0.02642751	0.00111511	E	E	E	287.6319352	287.6332659	14.47722143	14.49982292	14	14	0	39.83542074	-44.04475053	0	0.119149416	0.895380389
M290.6319T14.49	c18acqui_pos	M290.6319T14.49	290.6319367	14.4921959	[650][M+4]2+		35				-0.062813926	0.740710632	0	-0.16166046	0.068983086	0	0.011888912	-0.003595991	0.015034	-0.003525321	0.842945549	0.1752403	0.001074636	E	E	E	-0.148544495	0.324756733	0	-0.214238555	0.008225631	1	0.024834048	-0.010390677	E	E	E	290.631461	290.6321033	14.48236106	14.50264388	7	7	0	36.74098655	-37.15953583	0	0.075534454	0.556614566
M603.257T14.49	c18acqui_pos	M603.257T14.49	603.2570047	14.48907395	[1809][M+1]+		35				-0.05257872	0.768115626	0	-0.194955762	0.026051217	1	0.024744881	0.00175943	0.00953679	0.013255252	0.534720928	0.658905717	0.000892707	E	E	E	-0.069752072	0.815266794	0	-0.155083449	0.069067356	0	0.025457656	-0.005956027	E	E	E	603.2551884	603.2588366	14.47614257	14.49982292	50	50	0	22.06624893	-40.19190866	0	0.13883529	1.169891251
M642.2468T14.49	c18acqui_pos	M642.2468T14.49	642.2467703	14.48907395			35				-0.004615543	0.957618315	0	-0.12201001	0.11101894	0	0.017056023	-0.007027708	-0.00098965	0.007677311	0.055488934	0.381631671	0.000101083	E	E	E	-0.127372259	0.406755797	0	-0.104635608	0.192953901	0	0.018876879	-0.011000261	E	E	E	642.2447141	642.2492497	14.47614257	14.49589212	48	48	0	24.11873563	-44.11791425	0	0.104430957	0.919530612
M444.3686T14.49	c18acqui_pos	M444.3686T14.49	444.3686433	14.49370924	[1240][M]+		35				0.105794725	0.831819144	0	0.285043143	0.192107889	0	-0.018107792	-0.03438796	-0.005007584	-0.006771163	0.280771606	0.336587953	-0.000734146	E	E	E	0.256710122	0.596180966	0	0.177226768	0.433759728	0	-0.010165269	-0.013414937	E	E	E	444.3673071	444.3706552	14.48341888	14.50769647	44	44	0	20.07618658	-26.18232372	0	0.14549496	0.536371197
M620.2602T14.49	c18acqui_pos	M620.2602T14.49	620.2601835	14.49042286	[1862][M+1]+		35				-0.129176257	0.390372836	0	-0.104619	0.149253293	0	0.015453842	-0.012143101	0.02751323	0.002571415	1.542646941	0.127822524	0.0025425	E	E	E	-0.244376563	0.079501843	0	-0.281278437	0.00195437	1	0.029565344	-0.008428608	E	E	E	620.2587103	620.2618669	14.47883314	14.49641421	6	6	0	20.22505263	-41.77058194	0	0.096004832	0.656467328
M624.2618T14.49	c18acqui_pos	M624.2618T14.49	624.2618196	14.49124964	[1875][M+2]+		35				0.015061778	0.979942316	0	-0.104948694	0.286124625	0	0.014938905	0.013521535	-0.003209749	0.000766657	0.179968296	0.038109781	-0.000265708	E	E	E	-0.031484475	0.949719906	0	-0.150958517	0.139658883	0	0.021354158	-0.028478465	E	E	E	624.2599951	624.263001	14.47883314	14.50396271	20	20	0	21.4355102	-40.22096073	0	0.05357982	0.382716483
M638.2937T14.49	c18acqui_pos	M638.2937T14.49	638.2936513	14.48802768	[1918][M+1]+		35				-0.08295825	0.650255041	0	0.051847448	0.574336253	0	-0.007113021	0.003590082	0.026340499	-0.001533852	1.476892762	0.076246302	0.002079753	E	E	E	-0.044845632	0.873282639	0	0.007977037	0.924975162	0	0.000554302	-0.009650646	E	E	E	638.2923268	638.2948656	14.47247829	14.49507511	43	43	0	21.5633945	-41.8441281	0	0.052676663	0.551673246
M484.3302T14.52	c18acqui_pos	M484.3302T14.52	484.3301914	14.51975322	[1360][M+2]+		35			0.000635030714#484.3308264#484.3308264#C23H48NO7P#([M+H]+ 2C13)_LPC 15a:0#Lyso-Glycerophosphocholines#NA#	-0.117118697	0.694376481	0	-0.089524085	0.483686435	0	-0.002181631	-0.022283924	0.020300654	-0.02020137	1.138243036	1.004190487	0.001494323	E	E	E	-0.096767721	0.72476057	0	-0.017174753	0.918123293	0	0.001762509	-0.011642834	E	E	E	484.3285864	484.3321838	14.50769647	14.52766162	49	49	0	9.971350465	-36.74503933	0	0.118896337	0.711926984
M623.2667T14.49	c18acqui_pos	M623.2667T14.49	623.2667098	14.49100023	[1875][M+1]+		35				-0.035741279	0.900064635	0	0.033125082	0.799237746	0	-0.003516165	-0.014389312	0.008073481	-0.010798276	0.452674229	0.53677184	0.000691276	E	E	E	-0.053943952	0.878834992	0	-0.065899208	0.561416365	0	0.013167304	-0.005722427	E	E	E	623.2632584	623.2696224	14.4814061	14.50553968	34	34	0	19.99198511	-36.71312955	0	0.084372508	0.706760665
M719.1829T14.49	c18acqui_pos	M719.1829T14.49	719.1828822	14.48904617	[2186][M]+	[M+Na]+ 696.198	35				0.0777727	0.804041563	0	-0.088391077	0.486677941	0	0.00438421	-0.017891724	-0.012613391	-0.00513511	0.707223705	0.255261331	-0.00119814	E	E	E	-0.020148044	0.95757918	0	-0.017809952	0.887929772	0	0.008546468	-0.015146362	E	E	E	719.180731	719.1862044	14.47528202	14.49598044	43	43	0	13.20249117	-26.48546944	5.44E-11	0.072385575	0.535291106
M676.185T14.49_1	c18acqui_pos	M676.185T14.49_1	676.1850288	14.4867486	[2044][M]+	[M+2K-H]+ 599.273	35				0.005887263	0.984391174	0	-0.022234864	0.865568906	0	0.00811659	-0.000705892	-0.000947651	0.034335389	0.053134124	1.706778856	-0.000107878	E	E	E	-0.110220786	0.649239811	0	-0.176019107	0.058676487	0	0.021403671	-0.009356095	E	E	E	676.1827423	676.1869865	14.47201754	14.49428743	36	36	0	16.51006075	-34.23258194	0	0.138845131	1.063022716
M339.5963T14.49_1	c18acqui_pos	M339.5963T14.49_1	339.5963345	14.49023095	[863][M]2+	[M+2Na]2+ 633.218	35				0.049216006	0.850302717	0	0.061399262	0.61643849	0	-0.012307594	0.019620954	-0.010244756	-0.018611816	0.574416099	0.925175306	-0.000753737	E	E	E	-0.092107414	0.811302867	0	-0.000303815	0.986101604	0	0.000962108	-0.004214146	E	E	E	339.5946567	339.597922	14.47528202	14.50553968	41	41	0	25.10470588	-33.75598505	0	0.126126884	0.858223867
M698.0916T12.76	c18acqui_pos	M698.0916T12.76	698.0915776	12.7557657	[2115][M]+		36				0.286253559	0.468530286	0	0.015699371	0.885465383	0	-0.001938797	-0.020772719	-0.034822348	-0.004214971	1.95246392	0.209522107	-0.002370156	E	E	E	0.245463394	0.555876533	0	-0.051924887	0.782443053	0	0.003942919	0.032249166	E	E	E	698.0899823	698.0941574	12.70894851	12.77447097	50	50	0	28.65655594	-21.3856608	0	0.21486691	0.874282053
M733.1278T12.75	c18acqui_pos	M733.1278T12.75	733.1278399	12.7528756	[2223][M]+	[M+H]+ 732.118	36				0.127603169	0.7874508	0	-0.130706913	0.520699738	0	0.00728003	-0.013273966	-0.02196749	0.004448014	1.231701317	0.221106453	-0.001214064	E	E	E	0.123566307	0.835335374	0	-0.180589532	0.342851534	0	0.009465377	0.029143406	E	E	E	733.125485	733.1301346	12.71431034	12.77636886	47	47	0	16.31297641	-21.37288227	0	0.274163084	1.152482624
M715.0949T12.75_1	c18acqui_pos	M715.0949T12.75_1	715.0948896	12.75267857	[2176][M]+	[M+H-H20]+ 732.118	36				0.293436581	0.566698387	0	-0.080613	0.837873971	0	0.004773698	-0.021061041	-0.032297833	0.00792974	1.810916158	0.39417969	-0.002111327	E	E	E	0.144359388	0.849253224	0	-0.180142068	0.468346577	0	0.008542238	0.033848115	E	E	E	715.0923669	715.0977633	12.71431034	12.77930439	49	49	0	19.26970297	-18.11362141	0	0.294639795	1.026082249
M894.2625T12.74	c18acqui_pos	M894.2625T12.74	894.2625029	12.73900304	[2665][M]+		36				0.090759234	0.78606797	0	0.041539319	0.779220746	0	-0.008145949	-0.020136786	-0.017493246	-0.016692984	0.980833668	0.829792053	-0.001137058	E	E	E	-0.026710153	0.975196354	0	-0.086364978	0.597498971	0	0.006733008	0.022786746	E	E	E	894.2595991	894.2651336	12.70461753	12.77579186	50	50	0	16.06540704	-19.18201977	0	0.15553961	0.807870136
M658.2063T12.76	c18acqui_pos	M658.2063T12.76	658.2063361	12.75594484	[1985][M+1]+		36				0.162016826	0.799776616	0	0.006915867	0.957924917	0	-0.003258419	-0.026617977	-0.017988927	-0.01279529	1.008626159	0.636041431	-0.001084733	E	E	E	0.114393925	0.889762108	0	-0.183040306	0.49663232	0	0.008034713	0.01806863	E	E	E	658.2041336	658.2095654	12.72171484	12.77831383	48	48	0	11.31954128	-12.13525292	0	0.288016618	0.810960612
M685.1669T12.75	c18acqui_pos	M685.1669T12.75	685.1669354	12.7529886	[2070][M+1]+		36				0.219501743	0.763922341	0	-0.108413548	0.799237746	0	0.004693113	-0.019679215	-0.022456637	0.004552363	1.259127413	0.22629354	-0.001274819	E	E	E	0.191570181	0.825910522	0	-0.191206252	0.502043202	0	0.007439489	0.029500103	E	E	E	685.1650422	685.1695146	12.71492181	12.77852687	49	49	0	11.43566775	-15.28050731	0	0.246458023	0.723267583
M365.0692T12.76	c18acqui_pos	M365.0692T12.76	365.0692383	12.75807199		[M+Na+K]2+ 668.178	36				0.195230395	0.799776616	0	-0.012088732	0.995843357	0	-0.000866716	-0.020509026	-0.0182838	0.000849824	1.025159436	0.042243945	-0.001083745	E	E	E	0.243169313	0.772074059	0	-0.151377894	0.614074359	0	0.004967113	0.033391894	E	E	E	365.0669999	365.0715358	12.71453889	12.78718373	46	46	0	3.184011503	-12.33749977	4.44E-16	0.28927489	0.891007807
M761.0996T12.75_1	c18acqui_pos	M761.0996T12.75_1	761.0996446	12.75358671	[2286][M]+		36				0.261408723	0.632010477	0	-0.051269984	0.915791114	0	-0.001156954	-0.029177787	-0.027960151	-0.007704297	1.567705461	0.382973129	-0.00184561	E	E	E	0.149310086	0.870738392	0	-0.183997338	0.525841013	0	0.006607479	0.02600906	E	E	E	761.0967826	761.1070085	12.72171484	12.79742324	38	38	0	12.4402079	-16.22280428	0	0.283423841	0.829791522
M815.02T12.76	c18acqui_pos	M815.02T12.76	815.0200232	12.75723837	[2460][M]+	[M+H]+ 814.011	36				0.162025123	0.736836128	0	0.037417949	0.850222164	0	0.000459459	-0.014980674	-0.02270461	0.006733256	1.273031102	0.334703624	-0.001363695	E	E	E	0.135970641	0.83892805	0	-0.14122405	0.510368182	0	0.007103236	0.028761409	E	E	E	815.0159796	815.0237214	12.72171484	12.80711087	42	42	0	11.66825301	-19.87029776	0	0.188406655	0.720744562
M280.2635T17.4_2	c18acqui_pos	M280.2635T17.4_2	280.2634937	17.40399729		[M+H+NH3]+ 262.231 [M+H]+ 279.255	39			0.000293713766#280.2632#280.2632#C18H33NO//91#([M+H]+)_Linoleamide#Sphingoid bases (SB)#4.6|0.000003313766#280.2634904#280.2634904#C18H33NO#([M+H]+)_Linoleamide#Primary amides#NA#|0.001093886234#280.2645876#280.2645876#C18H35NO2#([M+H-H2O]+)_Sphingadienine d18:2#Sphingoid bases#NA#	0.016213921	0.958950786	0	0.017688592	0.893155793	0	0.007685413	0.019628244	-0.006057014	0.020385028	0.339612403	1.013319958	-0.000271877	E	E	E	-0.134413203	0.707947656	0	-0.054083159	0.756769741	0	0.008205125	0.011979232	E	E	E	280.2628219	280.2643142	17.38483536	17.53552882	97	50	0	840.0632226	-35.23964955	0	0.10697244	0.674156205
M382.1889T17.41	c18acqui_pos	M382.1889T17.41	382.1888956	17.41337652	[1026][M]+	[M+H+HCOOH]+ 335.18	39				-0.008868416	0.984290207	0	0.046626394	0.767537472	0	0.004428226	0.028207411	0.000612453	0.019996697	0.034339784	0.994016415	0.000125027	E	E	E	-0.096943248	0.826199408	0	-0.022449997	0.911893804	0	0.005638357	0.012890306	E	E	E	382.1876709	382.1901944	17.3871509	17.7288946	94	50	0	58.10630449	-14.67559333	0	0.188113642	1.124260831
M189.1088T17.42	c18acqui_pos	M189.1088T17.42	189.1087876	17.41570276	[305][M]2+		39				0.048270911	0.888003495	0	-0.002051519	0.993001587	0	0.004056336	0.02651508	-0.009064148	0.009825312	0.508220245	0.488406719	-0.000660644	E	E	E	-0.11907836	0.842767544	0	-0.085712577	0.67443418	0	0.007977651	0.011263851	E	E	E	189.1081989	189.1096197	17.39112901	17.55443527	89	49	0	16.65050847	-16.99315141	0	0.149215584	0.746900261
M384.1848T17.41	c18acqui_pos	M384.1848T17.41	384.1848327	17.41348104	[1026][M+2]+		39				0.019061797	0.974741138	0	-0.087996947	0.499027288	0	0.014852927	0.01315405	-0.008330618	0.017126423	0.467091739	0.851337847	-0.000277239	E	E	E	-0.044094072	0.939190036	0	-0.138583572	0.305385592	0	0.015516134	0.012078856	E	E	E	384.1831978	384.1859819	17.38483536	17.54903732	96	50	0	28.08013294	-14.25680063	0	0.139578269	0.837784203
M226.1802T17.4	c18acqui_pos	M226.1802T17.4	226.1801837	17.39701816		[M+Na]+ 203.188	39				0.012214888	0.982759109	0	0.05170032	0.859278491	0	0.000185887	0.013966053	0.000610724	0.01662564	0.03424285	0.826444412	-9.11E-05	E	E	E	-0.171561759	0.825910522	0	0.14775604	0.567834605	0	-0.006274368	0.025245999	E	E	E	226.179523	226.1808868	17.38342688	17.40103627	39	39	0	16.43964392	-19.98577831	0	0.19860623	0.665797891
M245.2265T17.42	c18acqui_pos	M245.2265T17.42	245.2265171	17.41765768	[479][M]+	[M+H-H20]+ 262.231	39				0.069769675	0.822620709	0	-0.029407296	0.868743537	0	0.010542989	0.023026794	-0.016529661	0.017003679	0.926806177	0.845236358	-0.001066531	E	E	E	-0.094758796	0.859989667	0	-0.092072606	0.603646469	0	0.009821033	0.006740041	E	E	E	245.2257696	245.2274849	17.39200014	17.54073003	89	49	0	11.17063745	-27.25736116	0	0.152783092	0.853124147
M383.1921T17.41	c18acqui_pos	M383.1921T17.41	383.1921493	17.40856973	[1026][M+1]+		39				0.02780917	0.934307288	0	0.063928507	0.692291861	0	0.000263678	0.019883465	-0.003201303	0.003360492	0.179494769	0.167046778	-0.000341838	E	E	E	-0.220918037	0.586592602	0	0.025910263	0.876310128	0	0.002391566	0.00987769	E	E	E	383.1905087	383.1930028	17.3871509	17.68861477	74	43	0	9.45025663	-13.67713509	0	0.160730383	0.854104277
M302.2456T17.4	c18acqui_pos	M302.2456T17.4	302.245583	17.40241507		[M+Na+NH3]+ 262.231 [M+Na]+ 279.255	39			0.000483004381#302.2451#302.2451#C18H33NO#([M+Na]+)_Linoleamide#Primary amides (PFAA)#4.6|0.000147604381#302.2454354#302.2454354#C18H33NO#([M+Na]+)_Linoleamide#Primary amides#NA#	-0.063420094	0.888003495	0	0.060057475	0.776314006	0	0.002013203	0.024715545	0.008037312	0.015526518	0.450646268	0.771808157	0.000694591	E	E	E	-0.113293929	0.85876448	0	-0.13721592	0.491424936	0	0.010490927	0.009614484	E	E	E	302.2441908	302.2466429	17.38129262	17.54099236	71	50	0	5.648857143	-14.00864349	1.87E-11	0.191694045	0.875292111
