variableMetadata	chromato	name	chebi_id	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M85.8384T253.22_10	hilic										NA			M86T253_10	85.838378318497	253.22073433406		[M-H]- 86.8527	1	NA	
M85.8525T253.03_11	hilic										NA			M86T253_11	85.8524917716046	253.028845341336		[M-H]- 86.8527	1	NA	
M85.9034T252.73_12	hilic										NA			M86T253_12	85.9033811519598	252.732270370737		[M+Cl]- 50.9262	1	NA	
M85.9145T252.94_13	hilic										NA			M86T253_13	85.9145314492443	252.942812582844		[M+Cl]- 50.9503	1	NA	
M85.925T252.73_14	hilic										NA			M86T253_14	85.9250481351819	252.732270370737		[M+Cl]- 50.9503	1	NA	
M85.9392T252.78_15	hilic										NA			M86T253_15	85.9392195590128	252.784504149406		[M+Cl]- 50.9771	1	NA	
M85.9538T252.82_16	hilic										NA			M86T253_16	85.9538224276541	252.821063900285		[M+Cl]- 50.9771	1	NA	
M85.972T253.21_17	hilic										NA			M86T253_17	85.972036105046	253.207485880248			1	NA	
M85.9854T253.62_11	hilic										NA			M86T254_11	85.9853787435595	253.618302627587		[M-H-NH3]- 104.026	1	NA	
M85.9861T993.74	hilic										NA			M86T994	85.9861050500207	993.740644531468	[3][M+1]-		14	NA	
M86.0131T252.42_1	hilic										NA			M86T252_1	86.0131473299223	252.417817964204		[M-H]- 87.0267	1	NA	
M86.0249T189.46	hilic										NA			M86T189	86.0249160475919	189.459974911245		[M-2H+Na]- 65.04	1230	NA	
M86.0258T253.72_12	hilic										NA			M86T254_12	86.0257953848106	253.71783067932		[M-H]- 87.0267	1	NA	
M86.0443T253.18_18	hilic										NA			M86T253_18	86.0443163378307	253.179724406412			1	NA	
M86.0598T253.81_13	hilic										NA			M86T254_13	86.0597560587047	253.808978734954		[M-H+Cl]2- 138.165	1	NA	
M86.0892T252.75_19	hilic										NA			M86T253_19	86.0891990236175	252.748650058276			1	NA	
M86.1092T252.49_2	hilic										NA			M86T252_2	86.1092496101416	252.489793878035		[M-H]- 87.1236	1	NA	
M86.1234T252.73_20	hilic										NA			M86T253_20	86.1233827668406	252.732626185801		[M-H]- 87.1236	1	NA	
M86.1388T252.75_21	hilic										NA			M86T253_21	86.1388359692431	252.748650058276			1	NA	
M86.1686T253.72_14	hilic										NA			M86T254_14	86.1685521810966	253.71783067932		[M-H]- 87.181	1	NA	
M86.1789T252.84_22	hilic										NA			M86T253_22	86.1789275707747	252.84367785498		[M-H]- 87.181	1	NA	
M86.1922T253.51_15	hilic										NA			M86T254_15	86.1921668313169	253.512867544916		[M+Cl]- 51.2235	1	NA	
M86.2034T253.54_16	hilic										NA			M86T254_16	86.2033563519699	253.537636015187		[M-H]- 87.2158	1	NA	
M86.2138T253.19_23	hilic										NA			M86T253_23	86.2137686076114	253.192828538092		[M-H]- 87.2158	1	NA	
M86.2325T252.95_24	hilic										NA			M86T253_24	86.2324580190437	252.946617762465			1	NA	
M86.2477T252.33_3	hilic										NA			M86T252_3	86.2476538009948	252.329749090969		[M+Cl]- 51.2833	1	NA	
M86.2585T252.85_25	hilic										NA			M86T253_25	86.2585041910567	252.846277467081		[M+Cl]- 51.2833	1	NA	
M86.2738T252.33_4	hilic										NA			M86T252_4	86.2738143909967	252.331940491987			1	NA	
M86.2887T252.98_26	hilic										NA			M86T253_26	86.2887118062311	252.984532552411			88	NA	
M86.309T253.28_28	hilic										NA			M86T253_28	86.3090415415718	253.284177079119		[M-H]- 87.3114	1	NA	
M86.3228T252.48_5	hilic										NA			M86T252_5	86.3227730449809	252.481081869966			1	NA	
M86.3689T253.2_31	hilic										NA			M86T253_31	86.3688820624587	253.197027617157			1	NA	
M86.3797T251.84_6	hilic										NA			M86T252_6	86.3796695164238	251.836967442268		[M-H]- 87.3913	1	NA	
M86.4184T252.38_8	hilic										NA			M86T252_8	86.4184176607082	252.380984213563			1	NA	
M86.4383T252.84_32	hilic										NA			M86T253_32	86.4383113157375	252.839448750112		[M+Cl]- 51.4676	1	NA	
M86.4628T253.23_33	hilic										NA			M86T253_33	86.4627924392377	253.232101362975			1	NA	
M86.483T253.59_18	hilic										NA			M86T254_18	86.4830155567097	253.587393288601		[M+Cl]- 51.5218	1	NA	
M86.4979T252.49_9	hilic										NA			M86T252_9	86.4979401002068	252.489793878035		[M+Cl]- 51.5218	1	NA	
M86.5135T252.84_1	hilic										NA			M87T253_1	86.5134827595869	252.844932271626			1	NA	
M86.5169T518.76	hilic										NA			M87T519	86.5168651971964	518.760423587191			1143	NA	
M86.5434T252.28_2	hilic										NA			M87T252_2	86.5434496151366	252.276208312734		[M+Cl]- 51.5679	1	NA	
M86.5636T253.21_2	hilic										NA			M87T253_2	86.5636463896778	253.214523018406		[M-H]- 87.5779	1	NA	
M86.5777T253.17_3	hilic										NA			M87T253_3	86.5776838402119	253.174297585853		[M-H]- 87.5779	1	NA	
M86.5942T252.73_4	hilic										NA			M87T253_4	86.5942266680032	252.726296002748		[M+Cl]- 51.6232	1	NA	
M86.6139T252.2_3	hilic										NA			M87T252_3	86.6138666186246	252.2015403189		[M-H-C6H10O4]- 233.68	1	NA	
M86.6307T252.58_5	hilic										NA			M87T253_5	86.6306624371989	252.581766457821		[M-H]- 87.6449	1	NA	
M86.6446T252.81_6	hilic										NA			M87T253_6	86.6445666544878	252.807818849552		[M-H]- 87.6449	1	NA	
M86.6699T252.59_7	hilic										NA			M87T253_7	86.6699397153382	252.594997842765			1	NA	
M86.6846T252.52_8	hilic										NA			M87T253_8	86.6845788844627	252.51811645069		[M-H]- 87.6989	1	NA	
M86.713T253.03_9	hilic										NA			M87T253_9	86.712981303527	253.028845341336			1	NA	
M86.7481T252.58_10	hilic										NA			M87T253_10	86.7481255569802	252.578207271612		[M-H]- 87.7612	1	NA	
M86.7598T252.49_5	hilic										NA			M87T252_5	86.7597529879946	252.489793878035		[M-H]- 87.7612	1	NA	
M86.7834T252.5_6	hilic										NA			M87T252_6	86.783408007207	252.497139360821		[M-H]- 87.7961	1	NA	
M86.7942T253.12_11	hilic										NA			M87T253_11	86.7941740547685	253.123999894672		[M-H]- 87.7961	1	NA	
M86.8052T252.78_12	hilic										NA			M87T253_12	86.8052402444011	252.781587809906			1	NA	
M86.823T253.47_13	hilic										NA			M87T253_13	86.8230455177272	253.473682714177		[M+Cl]- 51.8579	1	NA	
M86.8441T253.09_15	hilic										NA			M87T253_15	86.844066338968	253.087157638289		[M-H]- 87.859	1	NA	
M86.8593T253.18_16	hilic										NA			M87T253_16	86.8593496810118	253.179724406412		[M-H]- 87.859	1	NA	
M86.8753T252.72_17	hilic										NA			M87T253_17	86.8752532293567	252.722568080332		[M-H]- 87.8895	1	NA	
M86.8892T252.46_7	hilic										NA			M87T252_7	86.889171283822	252.461369773445		[M-H]- 87.8895	1	NA	
M86.8994T252.49_8	hilic										NA			M87T252_8	86.8994138223699	252.489793878035		[M+Cl]- 51.9327	1	NA	
M86.9087T252.49_9	hilic										NA			M87T252_9	86.9087044881559	252.489793878035		[M+Cl]- 51.9327	1	NA	
M86.9244T253.2_18	hilic										NA			M87T253_18	86.9243578280147	253.197027617157			1	NA	
M86.9377T252.73_19	hilic										NA			M87T253_19	86.9376812447396	252.733067832989			1	NA	
M86.9527T252.84_20	hilic										NA			M87T253_20	86.9526748058583	252.839448750112			1	NA	
M86.9822T252.99_21	hilic										NA			M87T253_21	86.9822069729468	252.991784139227		[M+2Cl]2- 104.026 [M-H-CH4]- 104.026	1	NA	
M86.9948T252.95_22	hilic										NA			M87T253_22	86.9947871727999	252.946617762465		[M-H-CH4]- 104.026	1	NA	
M87.0089T526.92	hilic	Pyruvic acid	CHEBI:32816	C00022	Amino acid metabolism|Carbohydrate metabolism	Aginine and Proline metabolism|Alanine, Aspartate and Glutamate|Cysteine and Methionine|Glycine, Serine and Threonine|Citrate Cycle|Glycolysis|Glyoxylate and dicarboxylate metabolism|Pyruvate metabolism	L-Proline|Alanine|Cysteine|Serine|Acetyl-CoA|Glycolysis|Glyoxylate|Pyruvate	HMDB00243	CID1060	C3H4O3	88.01604	LCTONWCANYUPML-UHFFFAOYSA-N	InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)	M87T527	87.00887674852	526.924703686956	[8][M]-		18	NA	
M87.0089T610.44	hilic										NA			M87T610	87.0088821228722	610.439896015962			10	NA	
M87.0326T569.29	hilic										NA			M87T569	87.0326347575618	569.292669479061			21	NA	
M87.0452T464.28	hilic										NA			M87T464	87.0452360849285	464.27741142379		[M-H-CO2]- 132.045	3	NA	
M87.0452T154.15	hilic	Isobutyric acid|Acetoin	CHEBI:16135|CHEBI:15688	C02632|C00466	Carbohydrate metabolism|Microbial Metabolism	Butanoate metabolism|Microbial Metabolism	Acetoin|Microbial Metabolism	HMDB01873|HMDB03243	CID6590|CID179	C4H8O2	88.05243	KQNPFQTWMSNSAP-UHFFFAOYSA-N|ROWKJAVDOGWPAT-UHFFFAOYSA-N	InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)|InChI=1S/C4H8O2/c1-3(5)4(2)6/h3,5H,1-2H3	M87T154	87.0452489930776	154.150628758244			16	NA	
M87.0454T253.66_2	hilic										NA			M87T254_2	87.0454381265131	253.664328210646			1	NA	
M87.0581T253.15_24	hilic										NA			M87T253_24	87.0581217373719	253.14579826767		[M+Cl]- 52.0949 [M-H]- 88.0715	1	NA	
M87.0884T252.52_25	hilic										NA			M87T253_25	87.0884066528352	252.521908859745		[M+Cl]- 52.1262 [M-H]- 88.1029	1	NA	
M87.1027T252.87_26	hilic										NA			M87T253_26	87.1027413779435	252.874725029926		[M+Cl]- 52.1262 [M-H]- 88.1029	1	NA	
M87.1137T252.89_27	hilic										NA			M87T253_27	87.1137426433433	252.893055556874		[M+Cl]- 52.1494 [M-H]- 88.1261	1	NA	
M87.1239T253.19_28	hilic										NA			M87T253_28	87.1238822198156	253.192439186828		[M+Cl]- 52.1494 [M-H]- 88.1261	1	NA	
M87.1632T252.79_30	hilic										NA			M87T253_30	87.1632385689573	252.791129091625		[M+Cl]- 52.2001	1	NA	
M87.1741T253.19_31	hilic										NA			M87T253_31	87.1740825896594	253.194284028103		[M+Cl]- 52.2001	1	NA	
M87.1842T252.72_32	hilic										NA			M87T253_32	87.1841681504708	252.719938026703		[M-H]- 88.196	1	NA	
M87.2076T253.4_34	hilic										NA			M87T253_34	87.2075548551637	253.403461105879		[M-H]- 88.2224	1	NA	
M87.2228T252.48_11	hilic										NA			M87T252_11	87.2227838920225	252.481081869966		[M-H]- 88.2224	1	NA	
M87.2385T253.2_35	hilic										NA			M87T253_35	87.2385239157218	253.200581703662		[M+Cl]- 52.2738	1	NA	
M87.2492T252.54_36	hilic										NA			M87T253_36	87.249241224144	252.54071247544		[M+Cl]- 52.2738	1	NA	
M87.2635T252.55_37	hilic										NA			M87T253_37	87.2634806275217	252.553285786074		[M+Cl]- 52.3014	1	NA	
M87.2774T251.69_12	hilic										NA			M87T252_12	87.2774160861025	251.689735425488		[M+Cl]- 52.3014	1	NA	
M87.2885T251.96_13	hilic										NA			M87T252_13	87.2885292408358	251.962877084526		[M-H]- 88.301	1	NA	
M87.2987T252.27_14	hilic										NA			M87T252_14	87.2987057895007	252.271606044153		[M-H]- 88.301	1	NA	
M87.3087T252.73_38	hilic										NA			M87T253_38	87.3086521931728	252.733679924898		[M+Cl]- 52.3439 [M-H]- 88.3205	1	NA	
M87.3179T253.18_39	hilic										NA			M87T253_39	87.3178678293996	253.176813622108		[M+Cl]- 52.3439 [M-H]- 88.3205	1	NA	
M87.3489T252.72_40	hilic										NA			M87T253_40	87.3488562451796	252.716888244783			1	NA	
M87.369T252.55_41	hilic										NA			M87T253_41	87.3690011971674	252.553285786074			1	NA	
M87.3826T253.02_42	hilic										NA			M87T253_42	87.3826178223072	253.023839224358		[M-H]- 88.3957	1	NA	
M87.4251T252.84_44	hilic										NA			M87T253_44	87.4250652283907	252.839448750112			1	NA	
M87.4391T252.94_45	hilic										NA			M87T253_45	87.4391257998804	252.940128943737		[M+Cl]- 52.476	1	NA	
M87.4534T252.98_46	hilic										NA			M87T253_46	87.4534052000631	252.982481902406		[M+Cl]- 52.476	1	NA	
M87.4887T252.7_48	hilic										NA			M87T253_48	87.4886866216174	252.701506118829		[M-2H+K]- 50.5497	1	NA	
M87.5066T569.33	hilic										NA			M88T569	87.5065743182302	569.334416893802			777	NA	
M87.509T253.44_1	hilic										NA			M88T253_1	87.5090235747138	253.444074622385	[10][M+1]2-		1	NA	
M87.5105T527.06_1	hilic										NA			M88T527_1	87.5105122303686	527.062017956879			18	NA	
M87.5243T252.03_1	hilic										NA			M88T252_1	87.5242704560422	252.027018192144		[M-H]- 88.5386	1	NA	
M87.5576T252.74_3	hilic										NA			M88T253_3	87.5576467670922	252.740858945632		[M+Cl]- 52.5837	1	NA	
M87.5816T252.6_4	hilic										NA			M88T253_4	87.5815521184422	252.597468971114		[M-2H+K]- 50.6256	1	NA	
M87.5936T252.95_5	hilic										NA			M88T253_5	87.5936034834311	252.946617762465		[M+Cl]- 52.6301	1	NA	
M87.6033T253.23_6	hilic										NA			M88T253_6	87.6033139216985	253.228074508299		[M+Cl]- 52.6301	1	NA	
M87.619T252.75_7	hilic										NA			M88T253_7	87.6189792125152	252.747944398527			1	NA	
M87.6395T252.71_8	hilic										NA			M88T253_8	87.6395134813598	252.710699385105		[M-2H+K]- 50.6976	1	NA	
M87.6546T252.52_9	hilic										NA			M88T253_9	87.654599821592	252.521908859745		[M-2H+K]- 50.6976	1	NA	
M87.6883T252.49_4	hilic										NA			M88T252_4	87.6882817065785	252.486933021269		[M+Cl]- 52.7144	1	NA	
M87.699T252.84_11	hilic										NA			M88T253_11	87.6989721742664	252.841452140887		[M+Cl]- 52.7348 [M-H]- 88.7109	1	NA	
M87.7291T252.45_5	hilic										NA			M88T252_5	87.7291006758855	252.450270935754		[M-H]- 88.7441	1	NA	
M87.7633T251.92_6	hilic										NA			M88T252_6	87.7633028815151	251.915400362634			1	NA	
M87.7777T595.24	hilic										NA			M88T595	87.7777068837855	595.236572757138			39	NA	
M87.7781T252.75_14	hilic										NA			M88T253_14	87.7780650840283	252.748650058276		[M+Cl]- 52.8135	1	NA	
M87.7902T252.76_15	hilic										NA			M88T253_15	87.7902015538918	252.756848585978		[M+Cl]- 52.8135	1	NA	
M87.8132T252.61_17	hilic										NA			M88T253_17	87.8132296812452	252.61113986461		[M+Cl]- 52.8369 [M-H]- 88.8274	1	NA	
M87.8537T253.19_18	hilic										NA			M88T253_18	87.8537084428245	253.193510038466			1	NA	
M87.8689T253.22_19	hilic										NA			M88T253_19	87.8689243353178	253.223174623778		[M-2H+K]- 50.9262	1	NA	
M87.8788T253.19_20	hilic										NA			M88T253_20	87.8787799122999	253.193510038466		[M-2H+K]- 50.9262	1	NA	
M87.9337T253.08_22	hilic										NA			M88T253_22	87.93373204558	253.075814592923		[M-2H+K]- 50.9771 [M-H-C4H8]- 144.999	1	NA	
M87.9489T252.75_23	hilic										NA			M88T253_23	87.9489416980687	252.747944398527			1	NA	
M87.963T252.49_9	hilic										NA			M88T252_9	87.9629574383117	252.489793878035		[M+Cl]- 52.9951 [M+Cl]- 52.9951	1	NA	
M87.9822T252.75_24	hilic										NA			M88T253_24	87.9822037232902	252.74754986777			1	NA	
M87.9983T253.08_25	hilic										NA			M88T253_25	87.9983166540415	253.075814592923		[M-H-CH3]- 104.026	1	NA	
M88.0042T434.04	hilic										NA			M88T434	88.0041550260387	434.037154108823			1552	NA	
M88.0123T252.98_26	hilic										NA			M88T253_26	88.012317529175	252.982481902406	[10][M+2]2-		1	NA	
M88.0531T252.38_10	hilic										NA			M88T252_10	88.0531384794828	252.380434227756		[M+Cl]- 53.0771 [M-H]- 89.0538	1	NA	
M88.0683T252.82_28	hilic										NA			M88T253_28	88.0683445967744	252.816290616256			1	NA	
M88.0786T252.74_29	hilic										NA			M88T253_29	88.0785701685471	252.737036069732			1	NA	
M88.0943T252.98_30	hilic										NA			M88T253_30	88.0943196241021	252.982481902406		[M+Cl]- 53.1318	1	NA	
M88.1375T253.35_33	hilic										NA			M88T253_33	88.1375171638225	253.352454393548		[M-H]- 89.1375	1	NA	
M88.1736T252.73_35	hilic										NA			M88T253_35	88.1736026341995	252.727419225534		[M-2H+K]- 51.2235 [M+Cl]- 53.2045	1	NA	
M88.2468T252.9_40	hilic										NA			M88T253_40	88.246809213107	252.898381797723			1	NA	
M88.2653T252.69_41	hilic										NA			M88T253_41	88.2653285251079	252.687718845312		[M+Cl]- 53.2957	1	NA	
M88.2813T252.48_11	hilic										NA			M88T252_11	88.2812887240469	252.478011060737			1	NA	
M88.3127T252.49_13	hilic										NA			M88T252_13	88.3126949791527	252.489793878035			1	NA	
M88.3673T252.58_43	hilic										NA			M88T253_43	88.367288249311	252.578207271612			1	NA	
M88.4136T252.74_47	hilic										NA			M88T253_47	88.4136403751704	252.740107384632		[M-2H+K]- 51.4676	1	NA	
M88.5687T253.25_5	hilic										NA			M89T253_5	88.5687046412984	253.247681560067		[M-2H+K]- 51.6232	1	NA	
M88.6744T253.19_13	hilic										NA			M89T253_13	88.6743551659802	253.192974612647		[M-H]- 89.6886	1	NA	
M88.7645T252.94_20	hilic										NA			M89T253_20	88.7645114676029	252.942812582844		[M+Cl]- 53.788	1	NA	
M88.8033T252.83_23	hilic										NA			M89T253_23	88.8032561412523	252.832690331588		[M-2H+K]- 51.8579 [M+Cl]- 53.8297	1	NA	
M88.8208T252.8_24	hilic										NA			M89T253_24	88.8208377671225	252.796163956628		[M+Cl]- 53.8578 [M-H]- 89.8345	1	NA	
M88.8335T253.81_1	hilic										NA			M89T254_1	88.8335497097726	253.805655236862		[M+Cl]- 53.8578 [M-H]- 89.8345	1	NA	
M89.0244T252.28_1	hilic	D-Lactic acid;Lactic acid;(R)-Lactic acid	CHEBI:42111	C00256	Carbohydrate metabolism	Pyruvate metabolism	Pyruvate	HMDB01311	CID61503	C3H6O3	90.03169	JVTAAEKCZFNVCJ-UWTATZPHSA-N	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/t2-/m1/s1	M89T252_1	89.0244409520446	252.279063954183	[13][M]-		1	NA	
M89.0245T475.53	hilic										NA			M89T476	89.0245194573453	475.526938596146	[12][M]-	[M-H-COCH2]- 132.045	3	NA	
M89.0246T611.1	hilic										NA			M89T611	89.0245556850828	611.09582892224	[15][M]-		10	NA	
M89.0609T128.4	hilic										NA			M89T128	89.0609291811502	128.400654995513			42	NA	
M89.2286T252.72_30	hilic										NA			M89T253_30	89.2286169386201	252.722568080332		[M-2H+K]- 52.2738	1	NA	
M89.3186T253.37_32	hilic										NA			M89T253_32	89.3186113840317	253.372058770469		[M-H]- 90.3333	1	NA	
M89.3335T253.29_33	hilic										NA			M89T253_33	89.3335021798715	253.292409043237		[M+Cl]- 54.3698 [M-H]- 90.3333	1	NA	
M89.3449T253.34_34	hilic										NA			M89T253_34	89.3449174109603	253.342132687147		[M+Cl]- 54.3698	1	NA	
M89.3699T253.22_36	hilic										NA			M89T253_36	89.3699292405297	253.220880408614		[M+Cl]- 54.3949 [M-H]- 90.3715	1	NA	
M89.3832T253.51_3	hilic										NA			M89T254_3	89.3832180184419	253.506550502571		[M+Cl]- 54.4214	1	NA	
M89.3984T252.73_37	hilic										NA			M89T253_37	89.3983846157705	252.732270370737		[M+Cl]- 54.4214	1	NA	
M89.4082T253.19_38	hilic										NA			M89T253_38	89.4082153439739	253.192974612647			1	NA	
M89.4529T252.57_40	hilic										NA			M89T253_40	89.4529242082727	252.566524362177			1	NA	
M89.4833T253.15_41	hilic										NA			M89T253_41	89.4833025755794	253.15358272553		[M-H+Cl]2- 144.999	1	NA	
M89.5195T253.26_2	hilic										NA			M90T253_2	89.5194518798571	253.264289717718			1	NA	
M89.5633T253.26_5	hilic										NA			M90T253_5	89.5632690552098	253.264289717718			1	NA	
M89.5826T253.07_6	hilic										NA			M90T253_6	89.582637400149	253.066190735043		[M-2H+K]- 52.6301	1	NA	
M89.9071T253.48_24	hilic										NA			M90T253_24	89.9071263957702	253.482401967618		[M-H]- 90.9076	1	NA	
M90.0277T252.55_25	hilic										NA			M90T253_25	90.0277115991016	252.553285786074	[13][M+1]-		1	NA	
M90.0278T475.95	hilic										NA			M90T476	90.0278325197516	475.951548679977	[12][M+1]-		3	NA	
M90.0987T253.19_28	hilic										NA			M90T253_28	90.098711849269	253.192974612647			1	NA	
M90.199T252.75_34	hilic										NA			M90T253_34	90.1989827103284	252.747944398527			1	NA	
M90.2609T252.28_1	hilic										NA			M90T252_1	90.2608500775722	252.276208312734			1	NA	
M91.0037T283.65	hilic										NA			M91T284	91.0037052464844	283.647800394754		[M+2Cl]2- 112.065 [M-H+Cl]2- 148.041	13	NA	
M92.0218T112.2	hilic										NA			M92T112	92.0217939084537	112.201202800658	[20][M+1]-		54	NA	
M92.0435T233.39	hilic										NA			M92T233	92.0434713991181	233.391701450588	[22][M+1]-		8	NA	
M93.0015T201.12	hilic										NA			M93T201	93.0015138967511	201.115375171108			1241	NA	
M93.0452T374.88	hilic										NA			M93T375	93.0452430539933	374.880194433923		[M-H+Cl]2- 152.133 [M-2H]2- 188.11	6	NA	
M93.0453T420.42	hilic										NA			M93T420	93.0452777891906	420.422949351838		[M-2H]2- 188.107	38	NA	
M93.0459T303.18	hilic										NA			M93T303	93.0458827425605	303.179771072708		[M-H-CO2]- 138.045	20	NA	
M93.5247T501.71	hilic										NA			M94T502	93.5246616868184	501.706100742716			172	NA	
M94.0223T474.64	hilic										NA			M94T475	94.0223003595831	474.640440621475			3	NA	
M94.5055T523.29	hilic										NA			M95T523	94.5055064084861	523.294131191067			623	NA	
M95.002T438.38	hilic										NA			M95T438	95.002016222895	438.378499224737			9	NA	
M95.014T475.89	hilic										NA			M95T476	95.0139586502839	475.888435949105	[28][M]-		3	NA	
M95.0252T135.74	hilic										NA			M95T136	95.0252227747531	135.735024292499			41	NA	
M95.5842T603.42	hilic										NA			M96T603	95.5841848765911	603.423532029227			12	NA	
M95.5936T442.64	hilic										NA			M96T443	95.5936457292553	442.641757105203			9	NA	
M95.986T438.2	hilic										NA			M96T438	95.9859756119533	438.200772617852			9	NA	
M96.9699T442.27	hilic										NA			M97T442	96.9699106394134	442.271824980787	[29][M]-		9	NA	
M96.9699T395.18	hilic										NA			M97T395	96.9699420198858	395.176915715738		[M-H]- 97.9804	7	NA	
M97.0296T140.73	hilic										NA			M97T141	97.0296028325218	140.72645423508		[M-H+Cl]2- 160.107	41	NA	
M97.0409T179.74	hilic										NA			M97T180	97.0408734973998	179.738393151778			22	NA	
M97.4925T565.33	hilic										NA			M97T565	97.4925417495112	565.328940370466		[M-H+Cl]2- 161.023 [M-2H]2- 197	730	NA	
M97.9829T437.92	hilic										NA			M98T438	97.9829041511065	437.920820621657	[29][M+1]-		9	NA	
M98.0249T120.48	hilic										NA			M98T120	98.0248895066314	120.480045646978			29	NA	
M98.3663T603.42_2	hilic										NA			M98T603_2	98.3662915171414	603.424540990658			12	NA	
M98.9669T442.26	hilic										NA			M99T442	98.9669400872548	442.261135506547	[29][M+2]-		9	NA	
M99.0089T145.35	hilic										NA			M99T145	99.0089064524282	145.34988200114			41	NA	
M99.0453T139.47	hilic										NA			M99T139	99.0452960971696	139.474236148454		[M-H-C6H10O4]- 246.109	41	NA	
M100.0018T1214.27	hilic										NA			M100T1214	100.00179641833	1214.26565834263			36	NA	
M100.0167T621.76	hilic										NA			M100T622	100.016715751776	621.756350394664			1016	NA	
M100.0406T491.84	hilic										NA			M100T492	100.040551747051	491.841374300626			3	NA	
M100.0532T308.15	hilic										NA			M100T308	100.053179043273	308.153655442031		[M-H]- 101.064	20	NA	
M100.9711T442.48	hilic										NA			M101T442	100.971075571119	442.476209230107			9	NA	
M100.9858T992.28	hilic										NA			M101T992	100.985754711265	992.277964783048			14	NA	
M100.9858T1216.85	hilic										NA			M101T1217	100.985769422612	1216.85020713139		[M+Cl]- 66.0181	36	NA	
M101.0245T1024.3	hilic										NA			M101T1024	101.024504908453	1024.29611780689		[M-H-COCH2]- 144.042	982	NA	
M101.0245T477.71	hilic										NA			M101T478	101.024539445025	477.707527047205	[33][M]-		3	NA	
M101.0609T134.08	hilic	Isovaleric acid;3-Methylbutanoic acid;3-Methylbutyric acid|2-Methylbutyric acid;2-Methylbutanoic acid;Ethylmethylacetic acid	CHEBI:28484|CHEBI:37070	C08262|C18319	Lipid metabolism	Fatty acids	Branched	HMDB00718|HMDB02176	CID10430|CID8314	C5H10O2	102.0681	GWYFCOCPABKNJV-UHFFFAOYSA-N|WLAMNBDJUVNPJU-UHFFFAOYSA-N	InChI=1S/C5H10O2/c1-4(2)3-5(6)7/h4H,3H2,1-2H3,(H,6,7)|InChI=1S/C5H10O2/c1-3-4(2)5(6)7/h4H,3H2,1-2H3,(H,6,7)	M101T134	101.060931596348	134.081014455679	[36][M]-		41	NA	
M102.0198T313.32	hilic										NA			M102T313	102.019805381746	313.322634097093			688	NA	
M102.0561T388.47	hilic										NA			M102T388	102.056086736597	388.473808088874			290	NA	
M102.0562T317.23	hilic	N,N-Dimethylglycine|L-α-Aminobutyric acid;L-2-Aminobutyric acid	CHEBI:17724|CHEBI:35619	C01026|C02356	Amino acid metabolism	Cysteine and Methionine|Glycine, Serine and Threonine	Cysteine|Glycine	HMDB00092|HMDB00452	CID673|CID80283	C4H9NO2	103.0633	FFDGPVCHZBVARC-UHFFFAOYSA-N|QWCKQJZIFLGMSD-VKHMYHEASA-N	InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)|InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1	M102T317	102.056195738279	317.229992905211			688	NA	
M102.0562T527.13	hilic										NA			M102T527	102.056215527517	527.134166216161			616	NA	
M102.99T992.54	hilic										NA			M103T993	102.989984920403	992.540217354755			14	NA	
M102.99T1216.67	hilic										NA			M103T1217	102.989997944158	1216.67057455058			36	NA	
M103.0038T553.05	hilic	Malonic acid	CHEBI:30794	C00383	Metabolism of other amino acids	beta-Alanine metabolism	Malonate	HMDB00691	CID867	C3H4O4	104.01096	OFOBLEOULBTSOW-UHFFFAOYSA-N	InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)	M103T553	103.00382312233	553.04569922358			4	NA	
M103.0039T623.8	hilic										NA			M103T624	103.003860978113	623.799807357073			32	NA	
M103.0401T236.59	hilic										NA			M103T237	103.040122065854	236.585540694707	[39][M]-		324	NA	
M103.0766T113.98	hilic										NA			M103T114	103.076617140623	113.977810396479			964	NA	
M104.0116T594.54	hilic										NA			M104T595	104.01160208303	594.540460480737			39	NA	
M105.0016T182.29	hilic										NA			M105T182	105.001578405912	182.293482607992		[M-H-HCOOH]- 152.013	22	NA	
M105.0081T552.59	hilic										NA			M105T553	105.008119100788	552.593084868209		[M-2H+K]- 68.0667	4	NA	
M105.0192T237.34	hilic										NA			M105T237	105.019157445972	237.34257409102			320	NA	
