variableMetadata	chromato	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	name	formula	monoisotopic_mass	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	chebi_id	hmdb_id	pubchem_id	inchikey	inchi	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	mixomics_LAT	mixomics_MX2
M159.3835T114.03_22	c18hyper	M159T114_22	159.383527197104	114.031793038036			6	NA				NA										-0.105505318186063	0.876330926418129	0	-0.0138279292668493	0.965473888296055	0	0.0807962466755097	0.89198237350776	0	0.052726421767586	0.890443110201465	0	0.0297105910594119	0.353718896796947	E	E	E	E	E	E	0	0
M159.3994T114.04_23	c18hyper	M159T114_23	159.399391081028	114.043201517114			6	NA				NA										0.0382988043092602	0.962465306148125	0	-0.138173738234828	0.729970823374296	0	0.173652816121885	0.671364058867613	0	-0.146937895152181	0.493363003752337	0	0.504393517604649	0.682940204815431	E	E	E	E	E	E	0	0
M159.4628T114.02_24	c18hyper	M159T114_24	159.462807603205	114.016822408669		[M+H+NH3]+ 141.436 [2M+Na+3K-H]3+ 169.769	6	NA				NA										-0.0888351675358745	0.775254953358167	0	-0.238419650974379	0.284918544523902	0	-0.0911531683328093	0.873675751525884	0	-0.307302393259457	0.240563261919615	0	0.0417177606825755	0.375210699389238	E	E	E	E	E	E	0	0
M159.5638T114.07_2	c18hyper	M160T114_2	159.563793960419	114.069974160108		[M+K]+ 120.603	6	NA				NA										0.0224772917366423	0.973583857855222	0	-0.10150039463997	0.778146464473507	0	0.0288829057628615	0.956913678477016	0	0.069866548279526	0.82363828889276	0	0.409959201406766	0.173640251168292	E	E	E	E	E	E	0	0
M160.0233T241.28	c18hyper	M160T241	160.023313440635	241.281908450098			71	NA				NA										0.461521048517955	0.857896204210303	0	0.685350911259865	0.716290392042276	0	0.718059351647007	0.751697374691314	0	-0.0520400823122511	0.959446941600364	0	0.723141478239856	0.725990259032565	E	E	E	E	E	E	0	0
M160.0268T114.07_12	c18hyper	M160T114_12	160.026797932092	114.074535830003			6	NA				NA										-0.142691278046746	0.806346179897116	0	0.392564400740858	0.172460911501311	0	-0.167661782108411	0.762592238797521	0	0.00761583556595369	0.970737757290358	0	0.0930025243709998	0.2363181722737	E	E	E	E	E	E	0	0
M160.0617T114.05_13	c18hyper	M160T114_13	160.061681777177	114.045084016672		[M+Na]+ 137.073	6	NA				NA										0.112682804971085	0.809687070492031	0	-0.0735917746321508	0.841020466595135	0	0.145789415508343	0.775764690533062	0	0.0741586040906075	0.82818214237206	0	0.72470245082991	0.0497382794609817	E	E	E	E	E	E	0	0
M160.0719T198.68	c18hyper	M160T199	160.071870723409	198.676314110578		[M+H+HCOOH]+ 113.052	13	NA				NA										-0.0120330766101251	0.908272796458564	0	-0.156517372623114	0.158504395893707	0	-0.0465957822570733	0.85224089538402	0	-0.0024064267487347	0.997122327041448	0	0.241644056891275	0.590867064850943	E	E	E	E	E	E	0	0
M160.0971T79.68	c18hyper	M160T80	160.097099959762	79.6772542716872			2789	NA				NA										0.355988094341946	0.587510624042297	0	-0.564343284374871	0.130566204652228	0	-0.174740178273812	0.896198528114827	0	-0.986013347406805	0.0511866116487902	0	1.12620113139662	0.499415965293753	E	E	E	E	E	E	0	0
M160.0976T323.31	c18hyper	M160T323	160.097576179297	323.306796538195	[114][M]+		1045	NA				NA										-0.411964676173067	0.491262854926035	0	0.354062024453185	0.322857054557999	0	-0.192775994207167	0.724052060739817	0	0.184667478586842	0.539693960049399	0	1.19746689379031	0.376327819351208	E	E	E	E	E	E	0	0
M160.0976T133.61	c18hyper	M160T134	160.097595910306	133.605203416848			3246	NA				NA										0.432658515202341	0.487039545695683	0	-0.0376050629495435	0.988854483238769	0	0.083294081348436	0.915617032420835	0	-0.0316514896816766	0.944738816902734	0	1.63187352564066	0.328639318766673	E	E	E	E	E	E	0	0
M160.0976T270.03	c18hyper	M160T270	160.097630666123	270.028034605742			4273	NA		N-Acetyl-DL-norvaline;2-Acetamidopentanoic acid|N-Acetyl-DL-Valine	C7H13NO3	159.0895		Amino acid metabolism	Valine, Leucine and Isoleucine degradation	Others		HMDB11757	CID306106|CID227752	BSYFPUSAWVWWDG-UHFFFAOYSA-N|IHYJTAOFMMMOPX-UHFFFAOYSA-N	InChI=1S/C7H13NO3/c1-3-4-6(7(10)11)8-5(2)9/h6H,3-4H2,1-2H3,(H,8,9)(H,10,11)|InChI=1S/C7H13NO3/c1-4(2)6(7(10)11)8-5(3)9/h4,6H,1-3H3,(H,8,9)(H,10,11)	-0.244537221312576	0.692984436165776	0	-0.909366509959714	0.0466889788478189	1	-1.54663146126031	0.309437377189343	0	-0.277847537505508	0.847752449971189	0	0.433635984364364	1.45710601739905	E	E	E	E	E	E	0	0
M160.1142T114.05_15	c18hyper	M160T114_15	160.114234371661	114.054439048067			6	NA				NA										-0.0236951796930498	0.971903558397477	0	0.132131101031558	0.66451115813373	0	0.0561310270439908	0.888375991575745	0	-0.0705252216722876	0.763367828227654	0	0.00521414653196272	0.125438892808032	E	E	E	E	E	E	0	0
M160.4236T114.05_19	c18hyper	M160T114_19	160.423568329348	114.054439048067		[M+K]+ 121.463 [M+H+NH3]+ 142.396 [2M+Na+3K-H]3+ 171.208	6	NA				NA										0.131865339610572	0.738366335778913	0	0.114518666344793	0.673149824725936	0	-0.24050097243706	0.597134795564412	0	0.0944822900615705	0.68299730319055	0	0.740170874410747	1.25418236204795	E	E	E	E	E	E	0	0
M160.4691T114.07_20	c18hyper	M160T114_20	160.4691172104	114.068118679648	[110][M+1]2+		6	NA				NA										-0.0466291634992686	0.876902881215033	0	-0.305335429680314	0.222229465696341	0	0.100391021729818	0.798266091109071	0	-0.140224735416494	0.533627140849699	0	0.357895650819464	0.632687841875851	E	E	E	E	E	E	0	0
M160.6592T113.99_6	c18hyper	M161T114_6	160.659201225147	113.986665537814		[M+K]+ 121.692	6	NA				NA										0.033749051177244	0.942419127896335	0	0.142293201403922	0.688766938326936	0	0.151974796167195	0.795150648914544	0	-0.0397870527416888	0.905855060721615	0	0.411402129823536	0.542638803721137	E	E	E	E	E	E	0	0
M160.9087T114.07_11	c18hyper	M161T114_11	160.908654464399	114.071291465704		[M+Na+NH3]+ 120.901	6	NA				NA										-0.0881810043535332	0.883542963625626	0	0.184262075657179	0.577586489918207	0	-0.0879249776142945	0.874583062262797	0	-0.0704648916754529	0.840279082124845	0	0.301234151133669	0.236519108171063	E	E	E	E	E	E	0	0
M160.9666T114.04_12	c18hyper	M161T114_12	160.96656239176	114.042457524163	[110][M+2]2+		6	NA				NA										0.147634810952132	0.680959612560231	0	-0.0799633258200707	0.781912624681412	0	-0.0383125123911601	0.927471412302026	0	0.102519667515452	0.656287726018334	0	1.15570428223964	0.129843901600258	E	E	E	E	E	E	0	0
M161.0635T114.06_17	c18hyper	M161T114_17	161.063505345288	114.055336690832			6	NA				NA										0.0516612344622587	0.841622062123079	0	0.245816384978536	0.226936319132213	0	-0.0226103154913275	0.948446253426166	0	0.00866391240769282	0.970629434140013	0	0.0149826973344468	0.392063792271286	E	E	E	E	E	E	0	0
M161.081T114.07_18	c18hyper	M161T114_18	161.081033595514	114.072608771299		[M+K]+ 122.118	6	NA				NA										-0.148007373697221	0.791759946047914	0	-0.128160942682307	0.748909051321723	0	-0.325937281739156	0.676348563302844	0	-0.081684346270702	0.88520604579373	0	0.127548039228001	0.961925850676983	E	E	E	E	E	E	0	0
M161.0815T299.46	c18hyper	M161T299	161.081542567416	299.460687133734		[3M+2Na]2+ 92.0514	9	NA				NA										-0.0970629293432665	0.951139599953259	0	0.250181557576248	0.763257927477957	0	-0.262341632282373	0.766692584010166	0	0.0486797858406884	0.920331663733406	0	0.00449412014326857	0.901005865938148	E	E	E	E	E	E	0	0
M161.0928T172.6	c18hyper	M161T173	161.092792912913	172.597339856249			3047	NA				NA										0.0392154745267685	0.945069018173124	0	-0.216755783387363	0.223017159676609	0	-0.374781406924068	0.527013984879087	0	-0.188929616709585	0.583811470024682	0	0.561805284278362	1.15459094020401	E	E	E	E	E	E	0	0
M161.0928T92.91	c18hyper	M161T93	161.09283754416	92.9086926404995			4150	NA				NA										0.36797509240353	0.930260287061969	0	-1.49571659444424	0.377483994481542	0	0.310455120137211	0.928419759576687	0	-0.396600432166881	0.841034704804189	0	0.557205517040144	0.606423238637286	E	E	E	E	E	E	0	0
M161.1009T323.94	c18hyper	M161T324	161.100855183664	323.938517883667	[114][M+1]+		1046	NA				NA										1.13576676793357	0.706465965792734	0	-1.1613952937664	0.568695461785164	0	0.355341126768494	0.936130670223523	0	-0.17050737063501	0.946899228312566	0	1.20540634616589	0.537213892114345	E	E	E	E	E	E	0	0
M161.3987T114.06_23	c18hyper	M161T114_23	161.398746103786	114.064852814742			6	NA				NA										0.0957758814668725	0.843816799385391	0	0.112747685352785	0.747396560085462	0	0.297649622253319	0.504044239443814	0	0.0718876695483655	0.826634400592347	0	0.693257543518286	1.54441392627814	E	E	E	E	E	E	0	0
M161.4385T114.04_24	c18hyper	M161T114_24	161.438527551321	114.041319017556			6	NA				NA										-0.096843923819991	0.765997724835567	0	-0.0883945368834222	0.69327997446411	0	0.018538351970685	0.956763333072574	0	-0.0998555459157711	0.676163458749679	0	0.185060136279828	0.257972776478886	E	E	E	E	E	E	0	0
M161.5746T114.07_1	c18hyper	M162T114_1	161.574555612791	114.065911550022		[M+Na+NH3]+ 121.571 [M+K]+ 122.617	6	NA				NA										0.0561128419957999	0.861493067711499	0	0.137636749875499	0.561383525334912	0	-0.00780517832205696	0.984423916183788	0	0.0550205906110897	0.844397945329329	0	0.627239801535893	0.0607731710847661	E	E	E	E	E	E	0	0
M161.684T114.1_4	c18hyper	M162T114_4	161.683986458112	114.096784847267		[M+K]+ 122.722 [M+H]+ 160.678	6	NA				NA										0.204117485813367	0.578954653107503	0	0.183816841243408	0.446659848847437	0	0.0820119138772668	0.879901118565241	0	-0.0411850701518617	0.897395056692699	0	0.910429333610456	0.226204313522504	E	E	E	E	E	E	0	0
M161.8847T114_8	c18hyper	M162T114_8	161.884671610019	113.995118740429		[M+Na]+ 138.903 [M+H]+ 160.885	6	NA				NA										-0.0367926688646367	0.94926078547041	0	-0.0244101462012001	0.946361832587551	0	-0.0711946067384233	0.904139505023955	0	-0.019520319992262	0.962857372400519	0	0.171510147527913	0.281651554265273	E	E	E	E	E	E	0	0
M161.8996T114.05_9	c18hyper	M162T114_9	161.899642425619	114.054439048067		[M+Na]+ 138.903 [M+H]+ 160.885	6	NA				NA										0.262690124229486	0.53739537291416	0	-0.0551020888863647	0.909922940047419	0	0.0845519712456433	0.874590703666318	0	0.00373576478952309	0.998731323301876	0	1.06060660941865	0.0430307453158107	E	E	E	E	E	E	0	0
M161.9888T114.13_13	c18hyper	M162T114_13	161.988772856745	114.125859115306			6	NA				NA										-0.039338919482109	0.930260287061969	0	-0.11675056669705	0.725332567075508	0	-0.356294069152939	0.575016225268023	0	0.255172829607909	0.429649789713438	0	0.158689470659638	1.08055707506202	E	E	E	E	E	E	0	0
M162.0507T54.08	c18hyper	M162T54	162.050729061352	54.0799895611932			33	NA				NA										-0.091580996706071	0.757407587386365	0	0.0930441076278647	0.647864183207326	0	-0.0535771145209019	0.829843786808865	0	0.18744264893113	0.211861855767411	0	0.544757907978162	0.372149740207806	E	E	E	E	E	E	0	0
M162.0582T114.07_15	c18hyper	M162T114_15	162.058218521897	114.072608771299		[3M+2K]2+ 82.0597	6	NA				NA										-0.298402925437324	0.418796428584325	0	0.318654256525408	0.104532173452623	0	-0.253027403074661	0.614223717228228	0	-0.0104796113774253	0.99823261761381	0	1.28024125295033	0.895487132753508	E	E	E	E	E	E	0	0
M162.0766T65.14	c18hyper	M162T65	162.076590492341	65.1433427233215		[M+H-CO]+ 189.067	18	NA		Aminoadipic acid;alpha-Aminoadipic acid;2-Aminoadipic acid	C6H11NO4	161.06881	C00956	Amino acid metabolism	Lysine degradation	Lysine	CHEBI:37024	HMDB00510	CID469	OYIFNHCXNCRBQI-UHFFFAOYSA-N	InChI=1S/C6H11NO4/c7-4(6(10)11)2-1-3-5(8)9/h4H,1-3,7H2,(H,8,9)(H,10,11)	0.12670166611786	0.649437998904983	0	-0.391877737639621	0.00291748913399893	1	-0.0604297634373694	0.8373750870986	0	-0.474731004618075	1.95498060664069e-05	1	1.36644534924057	0.468615578399376	E	E	E	E	E	E	0	0
M162.1516T114.01_18	c18hyper	M162T114_18	162.151551075133	114.012311391558			6	NA				NA										0.24252300808042	0.673071962114438	0	-0.341408804621391	0.317733803201472	0	0.251767188331028	0.665125524669507	0	-0.287852700571342	0.353021363546165	0	1.37134202183688	1.1979834447598	E	E	E	E	E	E	0	0
M162.2635T114.07_20	c18hyper	M162T114_20	162.263466687526	114.065911550022			6	NA				NA										-0.142025673324406	0.714858472944656	0	-0.0731118186060939	0.778146464473507	0	0.0575417411113293	0.904139505023955	0	0.123416770650747	0.599113264032356	0	0.504056707397426	0.0850815349542058	E	E	E	E	E	E	0	0
M162.3595T114.06_24	c18hyper	M162T114_24	162.359521878308	114.064852814742			6	NA				NA										0.0202221844969177	0.959336064463624	0	0.152571630623601	0.697676387994073	0	0.0507755565273253	0.938560435422877	0	0.0983300513690892	0.779750318520784	0	0.297481140891421	0.0525518584268862	E	E	E	E	E	E	0	0
M162.5745T114.07_1	c18hyper	M163T114_1	162.574494946223	114.07456121658			6	NA				NA										-0.009073712055363	0.975715786319667	0	-0.022169866213293	0.935538615157673	0	0.0882379707053644	0.807768593027897	0	-0.0692046431437756	0.746941140767878	0	0.653961666393409	0.658666477571167	E	E	E	E	E	E	0	0
M162.7984T114.06_5	c18hyper	M163T114_5	162.798447962162	114.063794079462			6	NA				NA										-0.0110159175350528	0.959336064463624	0	-0.176215844497086	0.531617871261984	0	-0.0176572189410802	0.98864058562383	0	-0.227361258227262	0.426639931416985	0	0.340101047879135	0.248377480826123	E	E	E	E	E	E	0	0
M162.8438T114.01_7	c18hyper	M163T114_7	162.843771172686	114.012311391558		[M+K]+ 123.88	6	NA				NA										0.193414731024804	0.690607784448442	0	-0.00958488498634225	0.992152439501336	0	0.301227974181801	0.517520415899563	0	0.0719786245179908	0.83208245370719	0	1.06702162483278	1.62204157438988	E	E	E	E	E	E	0	0
M162.9727T113.99_13	c18hyper	M163T114_13	162.97265904168	113.988546263246		[M+H-CH3]+ 176.996 [M+H-CH3]+ 176.996	6	NA				NA										0.0583243386181849	0.897414727996599	0	0.197680059802542	0.560707364510753	0	0.0526807827489719	0.93956690646805	0	0.203524743349806	0.522630728341559	0	0.27390732221316	0.177731454048569	E	E	E	E	E	E	0	0
M162.9988T164.1	c18hyper	M163T164	162.99876121995	164.10134789955		[M+H-CO]+ 189.99 [M+H-CO]+ 189.99	11	NA				NA										0.476874329998015	0.477308136475678	0	-0.292425423879791	0.506714234960294	0	0.333023594874398	0.653623208458861	0	-0.284729579094719	0.461690480622109	0	1.52985507937602	1.10816221619852	E	E	E	E	E	E	0	0
M163.0605T163.23	c18hyper	M163T163	163.060485883032	163.228083551673			11	NA				NA										-0.0793233773707058	0.912270945147222	0	0.0346911769856995	0.952891007252248	0	0.00149875576882152	0.988971114116367	0	0.356599631025709	0.357171993344983	0	0.227596275865998	0.256595146794601	E	E	E	E	E	E	0	0
M163.0605T78.63	c18hyper	M163T79	163.060525899621	78.6316955490414	[112][M+3]+		2796	NA				NA										-0.0260059095101219	0.971287136509511	0	0.107686554541544	0.780050659378785	0	-0.0312281000070413	0.930132370436438	0	0.45740077624102	0.0688675650735999	0	0.395326980342291	0.0333801828563151	E	E	E	E	E	E	0	0
M163.0606T113.99_16	c18hyper	M163T114_16	163.06059913118	113.988546263246	[120][M]2+		6	NA				NA										-0.412604423402268	0.509315507432082	0	-0.266625827399022	0.464779798380628	0	-0.00912776362191892	0.971885596893271	0	0.190777357444269	0.429649789713438	0	1.06958132779608	0.208369186653188	E	E	E	E	E	E	0	0
M163.0757T114.07_17	c18hyper	M163T114_17	163.075657800528	114.066884119785			6	NA				NA										0.0329207144286983	0.958241234679358	0	-0.155850218205721	0.524284318439503	0	0.181957432779621	0.568223787309808	0	-0.196379640144292	0.227075599126459	0	0.991941126751672	1.48262994343942	E	E	E	E	E	E	0	0
M163.1335T114.03_19	c18hyper	M163T114_19	163.133500167692	114.029166545528			6	NA				NA										-0.0362013081398267	0.913285568671776	0	-0.0696759364939368	0.778146464473507	0	0.172877291966442	0.651509648052676	0	-0.180320689800451	0.364954489690047	0	0.0291917232603845	0.375537031647223	E	E	E	E	E	E	0	0
M163.3593T114.07_22	c18hyper	M163T114_22	163.359308042743	114.071291465704		[M+K]+ 124.389	6	NA				NA										-0.105374616833787	0.876330926418129	0	0.0667191966577771	0.899861168277197	0	0.219948833481824	0.742019502634987	0	0.138781833766318	0.742539226420608	0	0.104597915030728	0.849130379403419	E	E	E	E	E	E	0	0
M163.4528T114.02_24	c18hyper	M163T114_24	163.452804776165	114.018502059401		[M+Na]+ 140.472	6	NA				NA										0.0371419429207016	0.968934856240685	0	-0.184930972630037	0.625132422610083	0	0.216031069888537	0.74049444707494	0	0.153970374635712	0.693941649621468	0	0.29761169292555	0.711453236910119	E	E	E	E	E	E	0	0
M163.7735T114.05_8	c18hyper	M164T114_8	163.7734975749	114.048327854194		[M+H+HCOOH]+ 116.761	6	NA				NA										-0.0858687690237225	0.848244195918103	0	-0.143114281998571	0.662800162940491	0	-0.00193566755587149	0.996635908725109	0	-0.147577714978228	0.708287691252391	0	0.103915375789468	0.0235065285916129	E	E	E	E	E	E	0	0
M163.8987T114.12_11	c18hyper	M164T114_11	163.898718950589	114.124102004464		[M+Na+NH3]+ 123.88	6	NA				NA										-0.223834737254828	0.745512491863185	0	0.2522430680102	0.580060983536131	0	0.138842982316794	0.858936080269618	0	0.36593248657779	0.340907816844535	0	0.761676819981598	0.384899126307342	E	E	E	E	E	E	0	0
M163.9173T114.02_12	c18hyper	M164T114_12	163.917344948622	114.016822408669			6	NA				NA										0.0438844124472357	0.897414727996599	0	0.113782927522328	0.650044784808051	0	0.0211869809497589	0.976704680447691	0	0.165875564055575	0.507099373086782	0	0.546879638694273	0.432865184806935	E	E	E	E	E	E	0	0
M163.9398T114.06_13	c18hyper	M164T114_13	163.939845778317	114.062831250053		[M+H+NH3]+ 145.91	6	NA				NA										0.148428177870292	0.829566963330284	0	-0.0526469672911158	0.935538615157673	0	0.0318970970174632	0.973464390253535	0	0.0413559696577082	0.946899228312566	0	0.573997502157311	0.357686762781672	E	E	E	E	E	E	0	0
M164.0383T96.44	c18hyper	M164T96	164.038270802652	96.4448680054691		[M+H-CH4]+ 179.062	4148	NA				NA										0.168133718444714	0.908272796458564	0	-1.03336395982122	0.018622782444202	1	0.32752677314372	0.628353166027105	0	-0.499795917394156	0.141350290309711	0	0.813602395681097	1.02931363215203	E	E	E	E	E	E	0	0
M164.0636T114.04_16	c18hyper	M164T114_16	164.063612314148	114.041319017556	[120][M+2]2+		6	NA				NA										-0.0827135992185735	0.848020540384743	0	0.121594286141779	0.658735711232773	0	-0.255592306927134	0.475053524715118	0	0.145557758677645	0.44772856933399	0	0.270255564396962	1.3406161105699	E	E	E	E	E	E	0	0
M164.0743T78.37	c18hyper	M164T78	164.074313158663	78.3714172368506		[M+2K-H]+ 87.1483	1	NA				NA										0.25080535448004	0.487039545695683	0	0.0223114384299059	0.876944911620747	0	0.197136502051993	0.649235253070206	0	0.203683152620869	0.360463968390787	0	1.32271285529593	0.943293696914665	E	E	E	E	E	E	0	0
M164.1175T48.89	c18hyper	M164T49	164.117451353055	48.8871566942495	[118][M+2]+		1245	NA				NA										-0.116323371572019	0.690607784448442	0	-0.0925074374384209	0.648445946674275	0	0.0303657325726086	0.932108461624319	0	-0.0361976963451269	0.858091481333351	0	0.540817539686184	0.245660566605001	E	E	E	E	E	E	0	0
M164.134T114.04_19	c18hyper	M164T114_19	164.133967380732	114.039831031654		[M+K]+ 125.167	6	NA				NA										0.00922188672404722	0.971287136509511	0	0.0765282471398354	0.779416170259533	0	0.0472626863491534	0.934515095878365	0	0.0546976877184324	0.861770782640584	0	0.270235472763921	0.204887284886907	E	E	E	E	E	E	0	0
M164.228T114.04_21	c18hyper	M164T114_21	164.227984608674	114.041319017556		[M+Na]+ 141.244 [M+H+NH3]+ 146.201	6	NA				NA										-0.0317538287874086	0.971287136509511	0	0.153706098780136	0.681786163144009	0	-0.132828109979993	0.832979901530351	0	-0.0457041830425222	0.921499019770899	0	0.193085160858237	0.550106210990271	E	E	E	E	E	E	0	0
M164.4286T114.07_25	c18hyper	M164T114_25	164.428571235427	114.069974160108		[M+H+HCOOH]+ 117.416 [M+Na+NH3]+ 124.416 [M+Na]+ 141.436	6	NA				NA										0.247819611616064	0.617081579155976	0	0.323082812039807	0.319540702126498	0	0.254221928761526	0.730424367955765	0	0.243035166102809	0.549309403899786	0	0.841555135747125	0.66510706163517	E	E	E	E	E	E	0	0
M164.4502T114.06_26	c18hyper	M164T114_26	164.45020150503	114.063794079462			195	NA				NA										-0.104525976874841	0.810414738240015	0	-0.069306705447163	0.816664523774319	0	-0.027889889702795	0.966935421789451	0	-0.1437333054369	0.62535352232499	0	0.0347120375358463	0.332878091133412	E	E	E	E	E	E	0	0
M164.5033T114.12_1	c18hyper	M165T114_1	164.503344402173	114.124980559885	[119][M+3]2+		6	NA				NA										0.0316220009391355	0.959336064463624	0	-0.0895507449934279	0.785934303635214	0	0.147888919638048	0.762592238797521	0	0.00143573980512102	0.990448394885339	0	0.366343643506136	0.889669822379855	E	E	E	E	E	E	0	0
M164.6133T114.06_5	c18hyper	M165T114_5	164.613336034635	114.063794079462		[M+Na]+ 141.618	6	NA				NA										-0.0340011422924942	0.95378088960846	0	0.105784199380114	0.725978363939595	0	-0.0252844496860352	0.945531663617912	0	0.222736854074967	0.400810290356282	0	0.201223387904122	0.00396064114427014	E	E	E	E	E	E	0	0
M164.7295T114.02_8	c18hyper	M165T114_8	164.729467191627	114.015142757938		[M+H+NH3]+ 146.692	6	NA				NA										-0.323594262705038	0.611974480195891	0	-0.256746540890642	0.540073582246086	0	-0.228488639372024	0.784783808898957	0	-0.39580225650988	0.361622736594791	0	0.681574459643783	0.559927732439454	E	E	E	E	E	E	0	0
M164.7994T114.01_9	c18hyper	M165T114_9	164.799404451023	114.012311391558			196	NA				NA										0.303010374354921	0.562312808085273	0	-0.06707295904285	0.909922940047419	0	-0.0910145808634972	0.868427260193345	0	0.671868119322086	0.0548938157840617	0	0.806601360044427	0.664369128872785	E	E	E	E	E	E	0	0
M164.9556T114.04_14	c18hyper	M165T114_14	164.95560468369	114.039831031654			197	NA				NA										0.105057646199867	0.782137250753053	0	-0.00498273726875631	0.994003289253174	0	0.0579763024116886	0.914806876976185	0	0.0984705025348536	0.725276973378663	0	0.542794593460516	0.315409528512168	E	E	E	E	E	E	0	0
M164.9955T114.02_16	c18hyper	M165T114_16	164.995546566358	114.016822408669			6	NA				NA										0.329087518174038	0.389515301458144	0	0.0643331684081065	0.714883528967987	0	0.130219955947792	0.760456680716581	0	-0.0390281543889781	0.87261922328959	0	1.63618673630814	0.385881928255991	E	E	E	E	E	E	0	0
M165.0141T46.96_2	c18hyper	M165T47_2	165.014088051789	46.955106233381		[M+H]+ 164.007	90	NA				NA										-0.20978242230437	0.405939468503473	0	-0.433231211187151	0.00356187257767725	1	-0.11307392331644	0.712967599390362	0	-0.24022556444285	0.101998924197238	0	0.969729739495045	0.694537834778362	E	E	E	E	E	E	0	0
M165.0555T349.13	c18hyper	M165T349	165.055503211029	349.128302627259			2595	NA		4-Coumaric acid;4-Hydroxycinnamic acid;p-Coumaric acid;p-Hydroxycinnamic acid	C9H8O3	164.04734	C00811				CHEBI:32374	HMDB02035	CID637542	NGSWKAQJJWESNS-ZZXKWVIFSA-N	InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)/b6-3+	0.107872008734871	0.907712561986124	0	0.0207503380995639	0.966117501454898	0	0.837538594751079	0.574407465557332	0	0.805473931139423	0.290378226547578	0	0.658709389444281	1.26719656831547	E	E	E	E	E	E	0	0
M165.0764T51.76	c18hyper	M165T52	165.076392409889	51.7632856420347			1246	NA		L-Fucose;L-Fucopyranose|L-rhamnose;Rhamnose	C6H12O5	164.0685	C01019|C00507	Carbohydrate metabolism	Amino sugar and nucleotide sugar matabolism|Fructose and Mannose metabolism	GDP sugar|Mannose|Others	CHEBI:2181|CHEBI:62345	HMDB00174|HMDB00849	CID17106|CID25310	SHZGCJCMOBCMKK-DHVFOXMCSA-N|SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3+,4+,5-,6?/m0/s1|InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	-0.0743931813567862	0.634008816496131	0	0.0397189252870085	0.753163547483964	0	-0.0300834686258042	0.865149810226487	0	0.113499964817311	0.282428787120856	0	1.4806066164062	0.1873959464655	E	E	E	E	E	E	0	0
M165.0771T114.07_17	c18hyper	M165T114_17	165.077064277631	114.073572300651		[3M+2K]2+ 84.0765	6	NA				NA										-0.0856101882690847	0.843028743536774	0	-0.054278683616122	0.854855078123126	0	0.106863068632364	0.816958161180519	0	-0.0539683081040696	0.841034704804189	0	0.0308154298024392	0.310825010487412	E	E	E	E	E	E	0	0
M165.114T114.04_19	c18hyper	M165T114_19	165.113985238524	114.039831031654		[2M+H]+ 82.0597	6	NA				NA										0.101730636848542	0.730607877005878	0	0.37249866346575	0.079801257105149	0	-0.0642881745751733	0.890895327214592	0	0.395408759762081	0.165308557242449	0	0.340862490730908	0.162065331928812	E	E	E	E	E	E	0	0
M165.1282T114.05_20	c18hyper	M165T114_20	165.128235563604	114.050210353752		[2M+H]+ 82.0597	6	NA				NA										-0.00361008203977775	0.999793064001299	0	0.0539256166219282	0.852416829936881	0	0.0390489239437173	0.936870389284729	0	-0.0139583495831168	0.959446941600364	0	0.184919395629518	0.456469663616872	E	E	E	E	E	E	0	0
M165.1634T114.06_22	c18hyper	M165T114_22	165.163371023335	114.055336690832			6	NA				NA										0.0747488159388148	0.891986140679928	0	0.0301821482241564	0.930149181040054	0	-0.0237664348221784	0.948306617341512	0	0.316659959278898	0.315148763023367	0	0.287818282988312	0.306578897528054	E	E	E	E	E	E	0	0
M165.1644T762.29	c18hyper	M165T762	165.164449781084	762.289932662106		[M+H-CH2]+ 178.173	23	NA				NA										0.0795895240017597	0.959336064463624	0	-0.483888775880228	0.339854911495997	0	-0.128711266537055	0.892951623355485	0	-0.0808989474067854	0.896497028235232	0	0.296586109556014	0.254109733032133	E	E	E	E	E	E	0	0
M165.1789T114.06_23	c18hyper	M165T114_23	165.178927995047	114.063794079462		[M+Na+NH3]+ 125.167	6	NA				NA										0.108078122344592	0.870214876393373	0	-0.283290023828991	0.388982529705387	0	0.168962801622914	0.766692584010166	0	-0.0454303102375686	0.88943776735141	0	0.820162214851827	0.40358463536427	E	E	E	E	E	E	0	0
