variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M311.2228T15.2	c18acqui			NA		M311T912	311.222788133086	911.66915638833	[183][M]-		70	NA	
M312.2261T15.2	c18acqui			NA		M312T912	312.226111914693	911.600594388726	[183][M+1]-		70	NA	
M313.0784T14.7	c18acqui			NA		M313T881	313.078355200482	881.049002783412		[3M-2H+K]- 92.0328	11	NA	
M313.2382T14	c18acqui			NA		M313T837	313.238248286983	837.2498831232			1886	NA	
M313.2385T15.9	c18acqui			NA		M313T956	313.238532325043	955.79783185338			325	NA	
M315.0414T1	c18acqui			NA		M315T59	315.041420723034	58.5091443264566			1529	NA	
M315.233T17.7	c18acqui			NA		M315T1064	315.23297149475	1064.18093371581			786	NA	
M316.9479T0.8	c18acqui			NA		M317T48	316.947896077397	48.2209180615112	[187][M]-	[M-H-CH4]- 333.991 [M-H-CH4]- 333.991	18	NA	
M316.9808T0.9	c18acqui			NA		M317T54	316.980778388141	53.6656021228579		[M-H]- 317.988 [M-H]- 317.988	33	NA	
M317.9513T0.8	c18acqui			NA		M318T48	317.951286097094	48.2425518754511	[187][M+1]-		18	NA	
M318.9523T0.8	c18acqui			NA		M319T48	318.952281329897	48.2425518754511	[187][M+2]-		18	NA	
M319.9555T0.8	c18acqui			NA		M320T48	319.955528732291	48.166923113453	[187][M+3]-		18	NA	
M321.0439T10.7	c18acqui			4		M321T644	321.043904930827	643.73743081995			2164	NA	
M321.1471T12.5	c18acqui			4		M321T749	321.147149469612	749.27742087951			257	NA	
M321.2048T17.9	c18acqui			NA		M321T1075	321.204815519363	1074.7729615395	[192][M]-	[M-H+NaCOOH]- 254.225	534	NA	
M321.2435T16.5	c18acqui			NA		M321T989	321.24352358752	989.461914567198			1437	NA	
M322.2083T17.9	c18acqui			4		M322T1075	322.208326144557	1074.50799053729	[192][M+1]-		534	NA	
M322.932T0.9	c18acqui			NA		M323T53	322.932046803016	52.5149549762884		[M-H-CO]- 351.928	33	NA	
M323.2203T18.9	c18acqui			NA		M323T1132	323.220320643767	1132.2698643467	[194][M]-		431	NA	
M324.0937T0.9	c18acqui	N-Glycolylneuraminic acid	CHEBI:62084	2	a,b	M324T56	324.093683144273	55.5990100029352		[M-H]- 325.098	105	NA	
M324.2239T18.9	c18acqui			NA		M324T1132	324.223861269284	1132.41771040488	[194][M+1]-		408	NA	
M325.2174T17.3	c18acqui			NA		M325T1035	325.217438996472	1035.02435597089			1517	NA	
M325.9242T0.9	c18acqui			NA		M326T55	325.924249230396	54.5163526239635			1530	NA	
M326.7594T0.9	c18acqui			NA		M327T52	326.759376470022	51.7058693422786			33	NA	
M327.1267T17.7	c18acqui			NA		M327T1061	327.126693188558	1060.94205761941			28	NA	
M327.2328T14.6	c18acqui			4		M327T876	327.232821095204	875.682510952308			1009	NA	
M327.9213T0.9	c18acqui			NA		M328T55	327.921305232962	54.6400927144662		[M-2H+Na]- 306.944	105	NA	
M328.7566T0.9	c18acqui			NA		M329T52	328.75657275294	51.7483215346906		[2M-2H+Na]- 153.889	33	NA	
M330.2424T17.8	c18acqui			NA		M330T1066	330.242360133196	1066.43273387692	[203][M+3]-		14	NA	
M330.7535T0.9	c18acqui			NA		M331T52	330.753530430039	51.8081153346649			33	NA	
M331.2643T18.8	c18acqui			NA		M331T1125	331.26429568464	1125.17139590873	[208][M]-		933	NA	
M331.9541T0.9	c18acqui			NA		M332T53	331.954051834589	53.4029676128942	[206][M+1]-		33	NA	
M332.0199T9.9	c18acqui			NA		M332T596	332.019927701237	595.916358103321			107	NA	
M332.268T18.8	c18acqui			NA		M332T1125	332.268037381231	1125.23811740573	[208][M+1]-		926	NA	
M332.7979T0.9_1	c18acqui			NA		M333T53_1	332.797943152379	53.3555096482214		[M-H-C5H8O4]- 465.846	33	NA	
M332.9219T0.8	c18acqui			4		M333T48	332.921891748358	48.2209180615112	[209][M]-		18	NA	
M333.2799T19.6	c18acqui			NA		M333T1175	333.27990038915	1174.54474735708			824	NA	
M333.9257T0.8	c18acqui			NA		M334T48	333.925749310481	48.2985239805156	[209][M+1]-		18	NA	
M333.9507T0.9	c18acqui			4		M334T53	333.950671481607	53.3575500468724	[206][M+3]-		33	NA	
M335.0449T0.8	c18acqui			NA		M335T47	335.044856021847	46.9579901272046		[M-H-CH2]- 350.068	18	NA	
M335.2228T14.9	c18acqui			NA		M335T896	335.222776614503	896.39203671624			26	NA	
M336.9413T0.9	c18acqui			NA		M337T53	336.941303275961	53.379225329309		[M+Cl+NH3]- 284.947	33	NA	
M339.2T15.2	c18acqui			NA		M339T911	339.200046252253	910.558725277452			1221	NA	
M339.9144T1	c18acqui			NA		M340T58	339.914351368853	57.7662772171594			1531	NA	
M341.8972T0.9	c18acqui			NA		M342T53	341.897219577559	53.4930255937103			844	NA	
M341.9117T1	c18acqui			NA		M342T58	341.911653840879	57.859106348317		[M+Cl]- 306.944	105	NA	
M342.1015T11.5	c18acqui			NA		M342T692	342.101486721109	692.02875438495			10	NA	
M342.7335T0.9	c18acqui			4		M343T52	342.733514822579	52.2262775774227		[2M+Cl]- 153.889	33	NA	
M343.8999T0.9	c18acqui			4		M344T54	343.899904701266	53.635439187613			845	NA	
M343.9946T1.2	c18acqui			NA		M344T71	343.994602275569	71.1148958088432			442	NA	
M343.9947T1	c18acqui			NA		M344T59	343.994727731582	58.8074072064268			1532	NA	
M344.1011T11.5	c18acqui			NA		M344T692	344.101123434908	691.909217586702			468	NA	
M345.2435T16	c18acqui			4		M345T960	345.243494090022	960.39401433204			2023	NA	
M345.2435T16.4	c18acqui			NA		M345T982	345.243523856948	981.567167246472			2306	NA	
M346.924T0.9	c18acqui			NA		M347T53	346.924020563199	53.4316168954692			33	NA	
M347.2204T18.2	c18acqui			NA		M347T1090	347.220432982127	1090.47383543251	[220][M]-		632	NA	
M347.2593T16.7	c18acqui			NA		M347T999	347.259263109743	999.026180047902			1092	NA	
M347.9642T0.9	c18acqui			NA		M348T54	347.964196438026	54.4327067289273		[M+Cl]- 312.99	105	NA	
M348.005T7.5	c18acqui			4		M348T452	348.005012409677	452.017868530721			32	NA	
M348.2237T18.2	c18acqui			NA		M348T1091	348.223721742941	1090.69881895784	[220][M+1]-		633	NA	
M348.921T0.9	c18acqui			NA		M349T53	348.9210091232	53.3673674887652		[2M-H+Cl]2- 331.953 [M-H-CO2]- 393.913	33	NA	
M349.2361T19	c18acqui			NA		M349T1141	349.236133720786	1141.24590928782			1429	NA	
M349.9614T0.9	c18acqui			NA		M350T54	349.961446465625	54.357155338473		[M+Cl+HCOOH]- 268.976	105	NA	
M350.0637T0.8	c18acqui			4		M350T47	350.063704844754	47.1811777558136	[221][M+1]-		18	NA	
M350.9187T0.9	c18acqui			NA		M351T53	350.918707030152	53.4428580889817		[M-H]- 351.928	33	NA	
M351.2517T20.2	c18acqui			NA		M351T1214	351.251678932243	1213.50376633351		[M+Cl+NaCOOH]- 248.295 [M-H+NaCOOH]- 284.272	114	NA	
M352.0279T0.9	c18acqui			NA		M352T53	352.02787043982	53.1257079147169			846	NA	
M352.8536T10.8	c18acqui			NA		M353T650	352.853556754895	650.072891566728			86	NA	
M352.8536T10.2	c18acqui			NA		M353T613	352.853646198534	613.162763687034			1712	NA	
M352.8537T9.9	c18acqui			NA		M353T596	352.853668080294	596.364337479468			107	NA	
M353.1636T18.9	c18acqui			NA		M353T1132	353.16361448442	1132.37922059512		[M+Cl]- 318.199 [M-H]- 354.175	6	NA	
M355.1582T18.9	c18acqui			NA		M355T1132	355.158177057354	1132.27285835169	[224][M]-	[M-2H+K]- 318.199 [M-H]- 356.166	6	NA	
M355.2642T18.4	c18acqui			NA		M355T1106	355.264249265191	1105.71904792998	[225][M]-		2288	NA	
M356.1603T18.9	c18acqui			NA		M356T1132	356.160341608243	1132.32171071465	[224][M+1]-		406	NA	
M356.2674T18.4	c18acqui			NA		M356T1106	356.267393150313	1105.81531421716	[225][M+1]-		2289	NA	
M357.1606T18.9	c18acqui			NA		M357T1132	357.160623071768	1132.33691739115	[224][M+2]-		432	NA	
M357.2799T19.1	c18acqui			NA		M357T1144	357.279946786133	1143.61837098325			1765	NA	
M359.1708T12.7	c18acqui			NA		M359T765	359.170800047687	764.908985160054			2037	NA	
M361.1913T18	c18acqui			NA		M361T1079	361.191313426679	1079.26035134609			534	NA	
M363.9426T0.8	c18acqui			NA		M364T46	363.942569086306	46.2504900352117		[M-H+NaCOOH]- 296.962	139	NA	
M364.9394T0.8	c18acqui			NA		M365T46	364.939350719959	46.2457019483627		[M+Cl+NaCOOH]- 261.974	139	NA	
M367.1762T14.6	c18acqui			NA		M367T878	367.176187346832	877.90688915148		[M+Cl+HCOOH]- 286.211	51	NA	
M367.2469T16.7	c18acqui			NA		M367T1000	367.246871195706	999.62998109145			1093	NA	
M368.9616T0.8	c18acqui			NA		M369T48	368.961571204272	48.257650516985		[M+Cl]- 333.991 [M+Cl]- 333.991	18	NA	
M369.2048T17.3	c18acqui			NA		M369T1040	369.204792643264	1040.32866380563		[M+Cl+NaCOOH]- 266.248 [M-H+NaCOOH]- 302.225	168	NA	
M371.2077T12.7	c18acqui			4		M371T762	371.2077123643	762.023460366324			1911	NA	
M371.2204T18	c18acqui			NA		M371T1079	371.22044414908	1079.17782929117	[226][M]-	[M-H+NaCOOH]- 304.239	534	NA	
M372.224T18	c18acqui			NA		M372T1079	372.224037532381	1079.31134949025	[226][M+1]-		534	NA	
M373.0768T1	c18acqui			NA		M373T58	373.076847998348	57.6621158646002			105	NA	
M373.2359T18.5	c18acqui			NA		M373T1108	373.235885624324	1108.33933699563			518	NA	
M373.2361T18.7	c18acqui			4		M373T1123	373.236110012085	1122.6072003197			1112	NA	
M373.9532T12.6	c18acqui			NA		M374T757	373.953238038227	756.542384213886			1396	NA	
M375.9505T12.6	c18acqui			NA		M376T757	375.950548217306	756.542384213886			1397	NA	
M377.0856T1	c18acqui			NA		M377T59	377.085610613344	58.8263515945778		[M+Cl+NH3]- 325.098	105	NA	
M377.1424T17.5	c18acqui			NA		M377T1049	377.142362351194	1048.65353720233			38	NA	
M377.1638T18.2	c18acqui			NA		M377T1090	377.163810212799	1090.35064064341			634	NA	
M377.2676T20.3	c18acqui			NA		M377T1219	377.267618883996	1218.65346203747			2144	NA	
M378.2414T13.7	c18acqui	Sphingosine 1-phosphate	CHEBI:37550	2	a,b	M378T822	378.241426282518	821.927482764708			1883	NA	
M378.7782T10.2	c18acqui			NA		M379T613	378.778207633329	612.782091877848			1715	NA	
M378.7785T10.8	c18acqui			NA		M379T650	378.778509116856	650.200331000028			1358	NA	
M378.7786T9.9	c18acqui			NA		M379T597	378.778554563177	596.845611885746			2254	NA	
M378.8933T0.9	c18acqui			4		M379T52	378.893326634978	52.3336895299129		[M+Cl]- 343.919 [M-H-CH2]- 393.913	33	NA	
M380.0064T0.8	c18acqui			NA		M380T48	380.006435442813	48.166923113453		[M+Cl]- 345.037 [M-H]- 381.014	18	NA	
M381.161T18.2	c18acqui			NA		M381T1090	381.161037623262	1090.30277730048	[230][M+2]-		637	NA	
M381.1739T19	c18acqui			NA		M381T1141	381.173859262958	1141.47332325671	[232][M]-		93	NA	
M382.1761T19	c18acqui			NA		M382T1141	382.17610952267	1141.36902734063	[232][M+1]-		93	NA	
M383.1759T19	c18acqui			NA		M383T1142	383.175929748446	1142.06301321896	[232][M+2]-		93	NA	
M383.1895T20.2	c18acqui			NA		M383T1213	383.189534094626	1213.30088331395	[235][M]-		114	NA	
M383.9821T12.6	c18acqui			NA		M384T756	383.982107217332	756.49324235427	[236][M]-		1403	NA	
M384.1918T20.2	c18acqui			4		M384T1213	384.191823392509	1213.23182532451	[235][M+1]-		114	NA	
M384.9353T0.8	c18acqui			NA		M385T48	384.935323413568	48.2054917223579	[239][M]-		18	NA	
M385.1913T17.8	c18acqui			NA		M385T1066	385.191331351927	1065.65675936476			14	NA	
M385.2231T13.6	c18acqui			4		M385T815	385.223065925138	814.656274122798			1564	NA	
M385.9387T0.8	c18acqui			4		M386T48	385.938693800166	48.2187276367309	[239][M+1]-		18	NA	
M386.9396T0.8	c18acqui			NA		M387T48	386.939558916412	47.8452149779466	[239][M+2]-		18	NA	
M387.0986T11.5	c18acqui			NA		M387T692	387.098566740094	692.080573135698			10	NA	
M387.9405T0.7	c18acqui			NA		M388T43	387.940538961112	43.0304277754261		[3M-2H+K]- 116.997 [3M-2H+K]- 116.997	90	NA	
M388.9088T0.9	c18acqui			NA		M389T54	388.908840825323	53.6691092986045		[M-H+HCOOH]- 343.919	33	NA	
M388.9379T0.7	c18acqui			NA		M389T43	388.937874003416	43.0428736419814			90	NA	
M389.8871T0.7_1	c18acqui			NA		M390T43_1	389.887114051717	42.5319301750655		[M-H-CH3]- 405.921	90	NA	
M389.9389T0.7_2	c18acqui			NA		M390T43_2	389.938938360381	43.0879121958268			90	NA	
M391.2858T13.1	c18acqui			NA		M391T785	391.285774849369	785.258855092572			1307	NA	
M392.031T7.5	c18acqui			NA		M392T452	392.031019766164	452.39203297335		[M+Cl]- 357.065	32	NA	
M392.9029T0.9	c18acqui			NA		M393T53	392.902942716382	53.4428580889817		[M-H]- 393.913	33	NA	
M395.2204T17.8	c18acqui			NA		M395T1066	395.220370711936	1066.06894658555	[246][M]-	[M-H+NaCOOH]- 328.24	14	NA	
M396.2238T17.8	c18acqui			NA		M396T1066	396.223812860076	1065.86729801417	[246][M+1]-		14	NA	
M397.1531T15.4	c18acqui			NA		M397T925	397.153109629602	925.095954252978			1263	NA	
M397.236T18.4	c18acqui			NA		M397T1103	397.235995211283	1102.57050331877		[M+Cl+NaCOOH]- 294.279 [M-H+NaCOOH]- 330.256	57	NA	
M400.9091T0.8	c18acqui			4		M401T48	400.909146803976	48.3173031496787	[248][M]-		18	NA	
M401.9127T0.8	c18acqui			NA		M402T48	401.912724924842	48.3185869349438	[248][M+1]-		18	NA	
M403.0323T0.8	c18acqui			NA		M403T47	403.032305408117	47.0437460843307			18	NA	
M403.9183T0.7	c18acqui			NA		M404T43	403.918332357355	43.0350326399025			90	NA	
M404.9151T0.7	c18acqui			NA		M405T43	404.915109007913	43.112359737765	[250][M]-	[M-H]- 405.921	90	NA	
M405.0286T1.2	c18acqui			NA		M405T71	405.028557596096	70.964257084692			443	NA	
M405.3013T17.4	c18acqui			NA		M405T1046	405.301295641875	1046.00663336899			1516	NA	
M405.864T0.7_1	c18acqui			NA		M406T43_1	405.863987270199	42.9303435982015			90	NA	
M405.9169T0.7_2	c18acqui			NA		M406T43_2	405.916872562001	43.0585954889811	[250][M+1]-		90	NA	
M406.8798T0.9	c18acqui			NA		M407T53	406.879827734362	53.2046093679591		[2M-2H+K]- 184.969 [M+Cl]- 371.909	33	NA	
M409.9069T12.6	c18acqui			NA		M410T757	409.906869023979	756.52912445409			1400	NA	
M413.8003T0.9	c18acqui			4		M414T52	413.800272448163	52.2820133502601		[M+Cl]- 378.837	33	NA	
M415.7976T0.9	c18acqui			4		M416T52	415.797610561279	52.4067133312997		[M-2H+K]- 378.837	33	NA	
M418.0512T0.8	c18acqui			4		M418T47	418.051182955388	47.184186502803	[256][M+1]-		18	NA	
M419.8956T0.7	c18acqui			NA		M420T43	419.895648789987	43.0935687372298	[257][M+1]-		90	NA	
M419.9881T0.9	c18acqui			NA		M420T53	419.988082545909	53.2353983910632		[M+Cl]- 385.025	33	NA	
M421.1531T15.9	c18acqui			NA		M421T952	421.153129570562	951.641116150956	[258][M+2]-		41	NA	
M421.9852T0.9	c18acqui			NA		M422T53	421.985150973069	53.2353983910632		[M-2H+K]- 385.025	33	NA	
M422.1561T15.9	c18acqui			NA		M422T952	422.15607189918	951.652491707256	[258][M+3]-		41	NA	
M423.1488T15.9	c18acqui			NA		M423T952	423.148832409252	951.617283386106	[258][M+4]-		41	NA	
M425.1481T17.5	c18acqui			NA		M425T1049	425.14810114902	1048.97447865928			38	NA	
M429.3011T15.6	c18acqui			NA		M429T935	429.301058837704	934.87791642657		[M-H-COCH2]- 472.309	17	NA	
M430.9281T0.8	c18acqui			NA		M431T46	430.92814043225	46.2157704189031	[261][M]-	[M+Cl+CF3COOH]- 261.974	139	NA	
M431.2414T15.9	c18acqui			NA		M431T952	431.241366261677	951.61848733758			41	NA	
M431.9295T0.8	c18acqui			NA		M432T46	431.929532341145	46.1938069948087	[261][M+1]-		1829	NA	
M434.87T0.7	c18acqui			NA		M435T43	434.870031435609	42.7396725796716		[M+Cl]- 399.894	90	NA	
M436.2833T15.5	c18acqui			NA		M436T932	436.283329072604	932.166793798068	[262][M]-		176	NA	
M436.8518T0.9	c18acqui			NA		M437T52	436.85180249065	52.3177547937742			847	NA	
M436.9489T0.8	c18acqui			NA		M437T48	436.948925170557	48.2598119239744		[M+Cl+NaCOOH]- 333.991 [M+Cl+NaCOOH]- 333.991	18	NA	
M437.2866T15.5	c18acqui			NA		M437T932	437.286643845084	932.184694411302	[262][M+1]-		1991	NA	
M438.299T15.5	c18acqui			4		M438T927	438.298960492286	927.42031555353			1264	NA	
M438.8492T0.9	c18acqui			NA		M439T52	438.849153181392	52.1386664127904			848	NA	
M439.2466T17.8	c18acqui			NA		M439T1066	439.246552752275	1066.24400041682			14	NA	
M440.15T15.4	c18acqui			NA		M440T925	440.150043206999	924.972407804262			1265	NA	
M443.1507T18	c18acqui			NA		M443T1079	443.150731006902	1079.05335128432			534	NA	
M447.994T0.8	c18acqui			NA		M448T48	447.994041840191	48.2805110017193		[M+Cl+NaCOOH]- 345.037 [M-H+NaCOOH]- 381.014	18	NA	
M448.0292T0.9	c18acqui			NA		M448T54	448.029210591687	54.3242759528478			105	NA	
M449.148T17.3	c18acqui			NA		M449T1040	449.147966828265	1040.10000783259			168	NA	
M449.8676T0.9	c18acqui			NA		M450T53	449.867628988064	53.4134648615185			33	NA	
M450.0264T0.9	c18acqui			NA		M450T55	450.026361497435	54.5247267923958			1533	NA	
M451.1635T18	c18acqui			NA		M451T1079	451.163474379413	1079.34159413135			548	NA	
M452.2782T13.9	c18acqui			4		M452T831	452.278205410234	831.47113722141			1234	NA	
M452.2783T14.8	c18acqui			4		M452T891	452.278263082657	890.913952304202			1123	NA	
M452.9227T0.8	c18acqui			NA		M453T48	452.922712763012	48.2141030381293	[268][M]-		18	NA	
M453.9261T0.8	c18acqui			NA		M454T48	453.926082313296	48.2279243758711	[268][M+1]-		18	NA	
M454.284T15.1	c18acqui			4		M454T906	454.284046442988	906.39569441829	[266][M+2]-		1188	NA	
M454.9272T0.8	c18acqui			NA		M455T48	454.92715741274	48.2097973802436	[268][M+2]-		18	NA	
M455.0523T0.9	c18acqui			NA		M455T53	455.052333274978	53.2770631226746			33	NA	
M455.3172T15.5	c18acqui			NA		M455T932	455.317170583032	932.114034130476			176	NA	
M455.9305T0.8	c18acqui			NA		M456T48	455.93051476469	48.1751384329532	[268][M+3]-		18	NA	
M457.3323T14.6	c18acqui			NA		M457T877	457.332272835347	876.603127136142			1008	NA	
M458.0009T14.7	c18acqui			4		M458T881	458.000915635174	880.991573130438			491	NA	
M459.1456T15.9	c18acqui			NA		M459T952	459.145616716294	951.538386832176			41	NA	
M462.2991T15.9	c18acqui			NA		M462T953	462.299100790555	952.897990110828			2186	NA	
M462.8415T0.9	c18acqui			NA		M463T53	462.841493778374	53.4930255937103		[M+Cl]- 427.878 [M-H]- 463.849	33	NA	
M464.1502T15.9	c18acqui			NA		M464T952	464.150174478901	951.545018599452			41	NA	
M464.3146T17.1	c18acqui			NA		M464T1025	464.314591678562	1024.89668922247			871	NA	
M464.3147T15.7	c18acqui			NA		M464T940	464.314658097927	939.507168019158			2296	NA	
M464.838T0.9	c18acqui			NA		M465T53	464.838015673336	53.4374625473134		[M-2H+K]- 427.878 [M-H]- 465.846	33	NA	
M465.0655T20.1	c18acqui			NA		M465T1208	465.065524066396	1207.73353573806			1342	NA	
M466.294T15.8	c18acqui			NA		M466T950	466.293989356025	950.388186460368			935	NA	
M466.294T14.5	c18acqui			NA		M466T871	466.294029956049	870.879081525822	[272][M]-	[M-H]- 467.301	36	NA	
M466.3302T15.6	c18acqui			4		M466T937	466.330194280228	937.337834001084	[273][M]-	[M-H-C5H8O4]- 599.368	17	NA	
M466.3302T17.1	c18acqui			NA		M466T1026	466.330225951662	1025.72172153859			863	NA	
M467.1508T17.8	c18acqui			NA		M467T1066	467.15083969294	1066.06585165325			14	NA	
M467.2972T14.5	c18acqui			NA		M467T871	467.297208349737	871.074925591668	[272][M+1]-		36	NA	
M467.334T15.6	c18acqui			4		M467T937	467.333958461816	937.308553775868	[273][M+1]-		17	NA	
M467.3486T14.6	c18acqui			NA		M467T875	467.348589393979	874.533305026944		[2M+Cl]- 216.177	52	NA	
M469.365T13.3	c18acqui			NA		M469T797	469.365031784225	797.233000383096			1304	NA	
M469.9003T0.8	c18acqui			4		M470T48	469.900311949774	48.2425518754511	[275][M+1]-		18	NA	
M470.8964T0.8	c18acqui			4		M471T48	470.896426496778	48.2805110017193	[275][M+2]-		18	NA	
M471.0196T0.8	c18acqui			NA		M471T47	471.019579376698	47.2568487851554			18	NA	
M474.2626T14.1	c18acqui			4		M474T843	474.26263736379	843.29700881703			1135	NA	
M475.1637T17.8	c18acqui			NA		M475T1066	475.163744658588	1066.17855152689			14	NA	
M476.2785T14.8	c18acqui			4		M476T889	476.278506064028	888.830080264932			234	NA	
M478.2939T15.3	c18acqui			NA		M478T915	478.29385625344	915.492884636412	[282][M]-		218	NA	
M479.2878T14.6	c18acqui			4		M479T877	479.287756779392	876.537586874682	[277][M+3]-		52	NA	
M479.2976T15.3	c18acqui			NA		M479T915	479.297575883782	915.432442355094	[282][M+1]-		2150	NA	
M480.3002T14.2	c18acqui			NA		M480T854	480.300220816066	854.294930671236	[281][M+2]-		1165	NA	
M480.3095T16.6	c18acqui			NA		M480T997	480.309499070999	996.542681096034	[283][M]-		1417	NA	
M480.3096T16.3	c18acqui			NA		M480T979	480.309554679404	978.820939130334			1052	NA	
M481.2573T15.2_1	c18acqui			NA		M481T914_1	481.25726049268	913.629119193042	[286][M]-		9	NA	
M481.3129T16.6	c18acqui			NA		M481T996	481.312878650545	996.364773248766	[283][M+1]-		1418	NA	
M482.2608T15.2_1	c18acqui			NA		M482T914_1	482.260785173387	913.651105286304	[286][M+1]-		9	NA	
M482.3154T16.6	c18acqui			NA		M482T997	482.315397862739	996.56454889698	[283][M+2]-		1419	NA	
M482.3156T15.2_2	c18acqui			NA		M482T914_2	482.315594462795	913.59198491223	[284][M+2]-		9	NA	
M483.3182T15.2	c18acqui			NA		M483T914	483.318246880124	913.554646696512	[284][M+3]-		9	NA	
M484.8715T0.8	c18acqui			NA		M485T48	484.87152499125	48.3895387970418			18	NA	
M486.0386T0.8	c18acqui			4		M486T47	486.038581350359	47.184186502803	[288][M+1]-		18	NA	
M489.1401T15.9	c18acqui			NA		M489T952	489.140147223617	951.654243192246			942	NA	
M492.3096T14.9	c18acqui			4		M492T895	492.309578917174	895.17414283467			2226	NA	
M492.3457T16	c18acqui			NA		M492T960	492.34574251963	959.853666060966			184	NA	
M494.3251T15.8	c18acqui			NA		M494T946	494.325128505841	945.87668333028			2214	NA	
M494.3253T16	c18acqui			NA		M494T959	494.325288157537	959.039133843504	[291][M]-	[M-H]- 495.332	184	NA	
M495.3286T16	c18acqui			NA		M495T959	495.328643551973	959.20053393267	[291][M+1]-		184	NA	
M498.2626T14	c18acqui			4		M498T840	498.262598611384	839.588734011396	[292][M]-		287	NA	
M498.9301T18.2	c18acqui			NA		M499T1090	498.930054536182	1090.47234818601	[295][M]-		638	NA	
M498.9304T18	c18acqui			NA		M499T1079	498.930361651295	1079.47465741219			549	NA	
M499.2654T14	c18acqui			4		M499T840	499.265423030399	839.75958270528	[292][M+1]-		287	NA	
M499.9176T0.8	c18acqui			NA		M500T46	499.917589742173	46.2142653737205	[294][M+1]-		139	NA	
M499.9328T18.2	c18acqui			NA		M500T1090	499.932832625224	1090.24815185008	[295][M+1]-		639	NA	
M502.2938T14.9	c18acqui			4		M502T895	502.293772139333	894.533677214484			2227	NA	
M502.2939T14.1	c18acqui			4		M502T848	502.293945167492	847.92377299056			239	NA	
M503.2869T14.6	c18acqui			4		M503T878	503.286896817014	878.381750915106	[296][M+3]-		51	NA	
M504.3096T14.9	c18acqui			NA		M504T897	504.309623438509	896.886043765764	[301][M]-		742	NA	
M504.3097T15.8	c18acqui			NA		M504T951	504.309666978257	950.683098580608			935	NA	
M504.9365T0.8	c18acqui			NA		M505T48	504.936470442468	48.2279243758711		[2M-2H+K]- 233.994	18	NA	
M505.2574T14.7_1	c18acqui			NA		M505T882_1	505.257359165616	882.016601776854			11	NA	
M505.313T15	c18acqui			NA		M505T897	505.313005362419	897.03086527647	[301][M+1]-		742	NA	
M506.0892T7.5	c18acqui			4		M506T452	506.089196302598	452.448403739307			32	NA	
M506.3155T14.5	c18acqui			4		M506T869	506.315516914408	869.48359986522	[299][M+2]-		36	NA	
M506.3156T14.7_2	c18acqui			4		M506T882_2	506.315573486557	881.877032441532	[300][M+2]-		11	NA	
M506.3252T15.4	c18acqui			NA		M506T922	506.325195612174	921.883324397574	[304][M]-		62	NA	
M506.3253T16.9	c18acqui			4		M506T1013	506.325341495253	1012.6699472389	[302][M]-		1822	NA	
M507.2729T15.6_1	c18acqui			NA		M507T936_1	507.272900469853	936.312987717426		[M+Cl]- 472.309	17	NA	
M507.3184T14.7	c18acqui			4		M507T882	507.318401084108	882.006608309538	[300][M+3]-		11	NA	
M507.3286T15.4	c18acqui			4		M507T922	507.328633205091	921.861802271628	[304][M+1]-		62	NA	
M507.3288T16.9	c18acqui			4		M507T1013	507.328756051785	1012.51702896947	[302][M+1]-		138	NA	
M508.3313T15.6	c18acqui			4		M508T936	508.331339776238	936.299266619748	[303][M+2]-		17	NA	
M509.2887T16.8	c18acqui			NA		M509T1010	509.288701728466	1009.62595260969			19	NA	
M509.3338T15.6	c18acqui			4		M509T936	509.333768955322	936.287158695102	[303][M+3]-		17	NA	
M510.3469T16.8	c18acqui			4		M510T1009	510.34687663702	1009.30773547976	[305][M+2]-		19	NA	
M511.3495T16.8	c18acqui			4		M511T1009	511.349540973067	1009.30147935524	[305][M+3]-		19	NA	
M512.2993T13.9	c18acqui			4		M512T831	512.299331908345	831.40009567869	[308][M]-		1235	NA	
M513.3028T13.9	c18acqui			NA		M513T831	513.302809261816	831.428938036572	[308][M+1]-		1236	NA	
M515.9809T0.8	c18acqui			NA		M516T48	515.980864699047	48.1897302867887		[M-H]- 516.991	18	NA	
M516.2731T12.9	c18acqui			4		M516T771	516.273056261649	771.432890065932			688	NA	
M516.8972T0.7	c18acqui			NA		M517T43	516.897161486085	43.1336993029442			90	NA	
M517.8986T0.7	c18acqui			NA		M518T43	517.898565929742	43.0659875052242		[3M-H]- 172.964	90	NA	
M518.896T0.7	c18acqui			NA		M519T43	518.895982319192	43.0647962738309			90	NA	
M520.2656T15.1	c18acqui			NA		M520T906	520.265603695928	906.424078687326			1191	NA	
M520.9102T0.8	c18acqui			NA		M521T48	520.910176170972	48.2097973802436	[313][M]-		18	NA	
M521.9136T0.8	c18acqui			NA		M522T48	521.913599613362	48.2222704128008	[313][M+1]-		18	NA	
M522.9146T0.8	c18acqui			NA		M523T48	522.914628417206	48.2153201250399	[313][M+2]-		18	NA	
M523.918T0.8	c18acqui			NA		M524T48	523.917991567878	48.1447851435486	[313][M+3]-		18	NA	
M524.3357T15.7	c18acqui			NA		M524T939	524.335732283061	939.389780369484			2294	NA	
M524.3358T15	c18acqui			NA		M524T899	524.335798195192	898.543390933848			26	NA	
M525.339T15.7	c18acqui			NA		M525T939	525.33903493638	939.37582074666			164	NA	
