variableMetadata	set	gene	chromato	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	name	formula	monoisotopic_mass	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	chebi_id	hmdb_id	pubchem_id	inchikey	inchi	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
M313.2386T563.31	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M313T563	313.238585359941	563.306667470538		[M+H]+ 312.231	3120	NA				NA										0.448088581499887	0.690607784448442	0	0.0260452557789481	0.947453107444626	0	0.881457381461899		0
M305.1357T109.02	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M305T109	305.13565562921	109.024732499716		[M+K]+ 266.173	69	NA				NA										0.417563147594736	0.690607784448442	0	-3.37576909083869	1.05787511026211e-13	1	0.926422598482255		0
M210.1497T520.24	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M210T520	210.149678673015	520.240448468599			1621	NA				NA										-0.261994587414456	0.690607784448442	0	-0.226486286602663	0.617722531512676	0	0.811084183383237		0
M212.0536T67.68	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M212T68	212.053600424866	67.683559821856		[M+Na]+ 189.067	18	70	@M190.0714T68.59|+Na			NA										0.246981171993228	0.690607784448442	0	-0.181781150707714	0.698475308778718	0	0.681184762933604		0
M817.8484T42.82	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M818T43	817.848423131634	42.8161388112912	[1338][M+1]+		49	88	@M816.8467T42.88|+13C|+15N			NA										0.213441422707675	0.690607784448442	0	-0.231369199575049	0.516858847811353	0	0.696570364602191		0
M482.3262T743.56	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M482T744	482.326223896712	743.556798029839	[806][M]+	[M+H]+ 481.319	52	322	@M483.3297T743.56|-13C|@M484.3321T743.38|-18O|-13C2|@M504.3081T743.6|-Na			NA										-0.21093952201138	0.690607784448442	0	-0.419917173718037	0.25195565504627	0	0.394751812660524		0
M292.199T47.75	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M292T48	292.198955719825	47.7526085931972			1370	NA				NA										-0.205656477561789	0.690607784448442	0	0.589546904311955	0.0177367971864826	1	0.704295717960671		0
M162.8438T114.01_7	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M163T114_7	162.843771172686	114.012311391558		[M+K]+ 123.88	6	NA				NA										0.193414731024804	0.690607784448442	0	-0.00958488498634225	0.992152439501336	0	1.06702162483278		0
M591.3272T653.59	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M591T654	591.327212171895	653.587584153238	[1029][M+1]+		25	401	@M569.3452T653.54|+Na|@M590.3237T653.58|+13C|@M592.3303T653.55|-13C|@M593.3325T653.6|-18O|-13C2			NA										-0.146403991149828	0.690607784448442	0	-0.277855914857962	0.274544515647363	0	0.371092192505962		0
M322.1083T97.51	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M322T98	322.108269720066	97.5115247200862			97	NA				NA										-0.138361166847519	0.690607784448442	0	-1.17882148881652	0.000450372099989502	1	0.314797291644607		0
M873.4319T455.24_3	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M873T455_3	873.431938704255	455.238037785937	[1397][M]2+		4	NA				NA										-0.12240688541371	0.690607784448442	0	-0.983790853605628	0.000683899087875807	1	0.0646154747611381		0
M164.1175T48.89	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M164T49	164.117451353055	48.8871566942495	[118][M+2]+		1245	NA				NA										-0.116323371572019	0.690607784448442	0	-0.0925074374384209	0.648445946674275	0	0.540817539686184		0
M187.0582T50.01	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M187T50	187.058248326345	50.0063339076446			1265	NA				NA										-0.0684963234542781	0.690607784448442	0	-0.303873846734177	0.0208044507032689	1	0.199763394266666		0
M96.0686T198.79	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M96T199	96.0685833674588	198.7924050997			13	NA				NA										-0.0599208617663489	0.690607784448442	0	-0.140739953555277	0.180334223836824	0	0.255775890304377		0
M363.0435T515.06	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M363T515	363.043526882897	515.058259964452		[2M+H+K]2+ 343.046	85	NA				NA										-0.059376605025296	0.690607784448442	0	-0.0967181436882996	0.344518051071608	0	0.614573724887393		0
M104.2116T48.11_3	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M104T48_3	104.211592541827	48.1146952912794			1191	NA				NA										0.142180758713209	0.690876096894163	0	-0.4653735392772	0.00515392214731332	1	1.20063432500371		0
M870.2806T229.82	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M870T230	870.280648902196	229.817395064472			8	NA				NA										0.141643365818796	0.691492944023002	0	0.3989725114964	0.116131650117388	0	0.985614407654139		0
M226.6198T759.28	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M227T759	226.619799044528	759.277492671946			921	NA				NA										0.616173171634795	0.69267605534734	0	-0.161244122273287	0.923897692833324	0	0.530231584241793		0
M160.0976T270.03	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M160T270	160.097630666123	270.028034605742			4273	NA		N-Acetyl-DL-norvaline;2-Acetamidopentanoic acid|N-Acetyl-DL-Valine	C7H13NO3	159.0895		Amino acid metabolism	Valine, Leucine and Isoleucine degradation	Others		HMDB11757	CID306106|CID227752	BSYFPUSAWVWWDG-UHFFFAOYSA-N|IHYJTAOFMMMOPX-UHFFFAOYSA-N	InChI=1S/C7H13NO3/c1-3-4-6(7(10)11)8-5(2)9/h6H,3-4H2,1-2H3,(H,8,9)(H,10,11)|InChI=1S/C7H13NO3/c1-4(2)6(7(10)11)8-5(3)9/h4,6H,1-3H3,(H,8,9)(H,10,11)	-0.244537221312576	0.692984436165776	0	-0.909366509959714	0.0466889788478189	1	0.433635984364364		0
M133.2187T74.91_5	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M133T75_5	133.218686928879	74.909830553588		[M+H+HCOOH]+ 86.2041	1	NA				NA										-0.204990299047449	0.692984436165776	0	0.1848223768562	0.617056513882819	0	0.781582029389556		0
M314.1244T69.26	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M314T69	314.124407920427	69.2643079603797	[484][M+3]+		476	NA				NA										-0.404001134428249	0.693536135700193	0	-0.115034422998542	0.857053684273903	0	0.412103540034242		0
M725.8628T43.18_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M726T43_1	725.862756693283	43.1786612329136	[1245][M]+		49	NA				NA										0.111630981465776	0.694023096402819	0	-0.106637605782701	0.588548716683427	0	0.791791441247146		0
M478.2505T415.19	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M478T415	478.250487490079	415.187302315632			2089	NA				NA										0.965335585629202	0.694258873847932	0	-1.40328883776096	0.341878052990407	0	1.22149172392697		0
M200.054T229.73_3	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M200T230_3	200.053979662264	229.731707543564		[M+Na]+ 177.072	8	NA				NA										0.155379054822742	0.694431581066946	0	0.295810293350158	0.278519891171351	0	0.600657909700789		0
M848.3991T304.43	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M848T304	848.399068785355	304.431071221255		[3M+3K-H]2+ 526.966 [3M+2H]2+ 564.923	9	565	@M848.9006T304.42_1|-13Cdb|@M849.4019T304.45_2|-13C			NA										0.9879974636884	0.695940136669653	0	-0.87810427629195	0.626412407672545	0	1.03932233715274		0
M701.1839T355.51	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M701T356	701.183902526808	355.512875850498			4211	NA				NA										0.233642403678582	0.696048281354653	0	-0.383283392388757	0.267758943405631	0	1.10002057137498		0
M207.361T229.84_16	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M207T230_16	207.360982998609	229.835350679528		[M+H]+ 206.361	8	NA				NA										-0.144926828224675	0.69607140170458	0	0.242663898251701	0.253612520750394	0	0.721866176273222		0
M461.778T48.41	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M462T48	461.777980254638	48.4065889194412			1485	NA				NA										0.0981654595567907	0.696073005472986	0	-0.0925119935254788	0.596244641309499	0	1.01735475117144		0
M342.9307T42.81	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M343T43	342.930660170152	42.8134052178579	[538][M+2]+		49	88	@M206.9553T42.59|+2(HCOONa)|@M274.943T42.81|+(HCOONa)|@M340.9331T42.83|+34S|+41K|+37Cl|@M341.9339T42.79|+15N			NA										0.117200206804036	0.697147324848486	0	-0.236115627999157	0.143875920370398	0	0.912759783333835		0
M312.1243T641.4	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M312T641	312.124347970241	641.403523494451	[488][M]2+		2210	NA				NA										-0.144203277320765	0.698261812584009	0	-0.88945570767055	0.00434965373480901	1	0.143408587195888		0
M304.0083T286.26	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M304T286	304.008264559787	286.262069463228			101	76	@M285.9975T286.53|+(H2O)|@M409.9973T287.03|-(H2O)-2(CO2)			NA										0.443690329802402	0.698730463691044	0	-0.954020385126489	0.112049103218905	0	1.04648232479153		0
M414.3231T558.42	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M414T558	414.323120747609	558.416852211397			2682	NA				NA										0.246456499811798	0.698730463691044	0	0.281369430322993	0.514590834220089	0	0.587077245402173		0
M440.7561T293.75	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M441T294	440.75611821872	293.748214556996			84	NA				NA										0.90115539280162	0.699033304264049	0	-1.71359460464882	0.179519614251743	0	1.25856214501184		0
M285.0053T264.22	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M285T264	285.005330287856	264.220401222833			108	167	@M306.9875T264.4|-Na			NA										-0.897769098641724	0.699446580994152	0	1.81979154053692	0.142730234257303	0	0.705076687199664		0
M133.7884T75.06_15	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M134T75_15	133.78837246369	75.0558022226248			1	NA				NA										-0.153005616540598	0.699446580994152	0	0.105375843570254	0.732133376661578	0	0.731936860043663		0
M256.2362T670.93	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M256T671	256.236159500855	670.93088107524	[318][M+1]+		311	NA				NA										1.03748521274163	0.699762605233359	0	-1.26020829014783	0.464754392104298	0	1.06297386095758		0
M441.7934T591.79_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M442T592_1	441.793402339198	591.794265398713	[732][M]2+		769	247	@M397.7673T593.18|+(C2H4O)|@M442.2952T591.9_2|-13Cdb|@M485.821T590.47|-(C2H4O)			NA										-0.292680840108153	0.6997740836374	0	-0.209804832992729	0.683054012323082	0	0.386568275052174		0
M700.9833T355.34_2	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M701T355_2	700.983282673705	355.342067700122			4210	NA				NA										0.255983257700164	0.6997740836374	0	-0.39545875866267	0.309298722943854	0	1.04010682125422		0
M255.6465T792.51	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M256T793	255.646525727409	792.506934605669			447	136	@M256.6442T792.35|-15N			NA										0.338809563672809	0.700245451233929	0	-0.204245453743964	0.774152810271032	0	0.727670408946891		0
M710.3917T422.97_7	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M710T423_7	710.391708219758	422.965293922465			2126	NA				NA										1.00845382050864	0.700802596861865	0	-2.57281123885839	0.0473448285230372	1	1.02198917379719		0
M279.2523T610.22	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M279T610	279.252309923298	610.215474986941	[382][M+1]+		2436	NA				NA										0.216183724140315	0.700802596861865	0	-0.276021051638065	0.434841122642574	0	1.01611928551229		0
M280.2647T762.25	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M280T762	280.264689442272	762.251643814153	[394][M]+	[M+H]+ 279.257	23	41	@M245.2274T762.19|+(H2O)+(NH3)|@M263.238T762.08|+(NH3)|+NH3|@M281.2679T762.26|-13C|@M282.2711T762.29|-18O|-13C2			NA										-0.185425312168341	0.700802596861865	0	-0.379312440288722	0.252794991132744	0	0.496042005468776		0
M154.1689T522.26	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M154T522	154.168949226039	522.25579046948			1615	NA				NA										1.68869015723526	0.701160228461502	0	-2.46486335468643	0.347244427122051	0	1.21399706873545		0
M753.491T1174.66	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M753T1175	753.491045440883	1174.65562022281		[M+Na+HCOOH]+ 684.496	3777	446	@M685.503T1174.98|+(HCOONa)|@M780.5099T1173.65|-(C2H3.)|@M889.4666T1174.4|-2(HCOONa)			NA										0.958319045347729	0.701160228461502	0	-1.42769626526576	0.337754583059282	0	0.821865992721734		0
M565.1455T868.96	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M565T869	565.14552174562	868.955472688717		[M+K+NaCOOH]+ 458.195 [M+Na+NaCOOH]+ 474.169 [M+Na+HCOOH]+ 496.151	3535	NA				NA										0.936960495801088	0.701160228461502	0	-1.08729972928486	0.494950972062637	0	1.08942307318377		0
M419.3544T880.58	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M419T881	419.354359024008	880.584759910255			4503	NA				NA										-0.640230108885717	0.701160228461502	0	-1.41560351731725	0.222230476873394	0	0.138858521414093		0
M641.5153T1110.98	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M642T1111	641.515258246038	1110.978544049	[1116][M]+		96	415	@M642.5187T1111.07|-13C|@M643.5217T1111.01|-18O|-13C2|@M709.5032T1111.03|-(HCOONa)			NA										-0.329498511432611	0.701160228461502	0	-0.16375059840253	0.777827651102645	0	0.759406267820242		0
M219.1238T364.34	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M219T364	219.12384201316	364.338891771651		[2M+Na+2K]3+ 278.234	79	NA				NA										0.310840921412371	0.701160228461502	0	-0.356515089332907	0.50030424965099	0	0.619150343639155		0
M684.4923T594.38	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M684T594	684.492262054117	594.375936496377			2446	391	@M640.4657T594.98|+(C2H4O)|@M728.5183T593.84|-(C2H4O)|@M778.5036T593.13|-(CH4S)-(HCOOH)			NA										-0.304835662955037	0.701160228461502	0	-0.223351249812385	0.67915825271715	0	0.440483787737229		0
M207.1138T320.81	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M207T321	207.113802925937	320.806560913065			1054	NA				NA										0.280163228388277	0.701160228461502	0	-1.2711436020771	4.2904605325867e-05	1	1.17681308390299		0
M509.2886T641.38	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M509T641	509.28858414737	641.383838742174	[853][M+1]+		2244	325	@M508.2844T641.43|+13C|@M526.2951T641.42|-(OH.)|@M527.2983T641.42|-(H2O)|@M553.2535T641.38_2|-2Na			NA										-0.244172226951269	0.701160228461502	0	-1.26032970067043	0.0126652851983326	1	0.151051547722337		0
M526.9592T409.75_2	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M527T410_2	526.959165566606	409.74692574518		[M+K]+ 487.998	109	NA				NA										-0.232934635231738	0.701160228461502	0	0.12190830783225	0.808199400921091	0	0.636040844711005		0
M388.3075T539.7	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M388T540	388.307471262369	539.702508584789			1681	NA				NA										0.225613220956607	0.701160228461502	0	0.183651835607971	0.648615223931937	0	0.626467262288113		0
M615.73T268.56	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M616T269	615.730040915326	268.557752106063			4386	NA				NA										0.214210457805279	0.701160228461502	0	-0.387058022389365	0.216169332230001	0	1.2593235907491		0
M630.9271T49.35	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M631T49	630.927055708828	49.3471072479631			1551	NA				NA										-0.165849988022973	0.701160228461502	0	-0.18830939447315	0.521275090432811	0	0.696871267051284		0
M877.4454T1042.9	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M877T1043	877.44538978865	1042.90496561394	[1404][M]+		3086	516	@M878.4487T1042.89|-13C|@M945.433T1043.02|-(HCOONa)			NA										-0.111418735600488	0.701160228461502	0	-0.770635429327521	0.00239387588653744	1	0.0251351724427974		0
M545.8984T42.84	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M546T43	545.898365091676	42.84224928596	[939][M+1]+		49	88	@M409.9223T42.82|+2(HCOONa)|@M544.8963T42.89|+13C|@M613.8858T42.87|-(HCOONa)			NA										0.111121501341501	0.701160228461502	0	-0.154788392333886	0.379298922556002	0	0.904600966959886		0
M384.7653T47.05	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M385T47	384.765349886464	47.0473462376948			1443	29	@M380.7713T47.06|+44Ca|@M382.7684T47.08|+34S|+41K|+37Cl			NA										-0.0936219710984929	0.701160228461502	0	-0.102846578227449	0.536831565930243	0	0.46159822356307		0
M166.0845T51.24	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M166T51	166.084544862558	51.2383867771102			1247	NA				NA										1.0149326484964	0.701257328762266	0	-1.97223713426424	0.172635395650719	0	0.919872020072875		0
M569.3048T382.51_2	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M569T383_2	569.304793451254	382.512024256965			663	NA				NA										0.852672347497323	0.701275976475291	0	-0.698121302084814	0.667660351035612	0	0.986411839020155		0
M268.1381T66.1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M268T66	268.138076762284	66.1002271706937	[351][M+1]+		18	148	@M267.1347T66.16|+13C|@M271.1409T62.71|-13C-37Cl|-13C-18O|-13C-34S			NA										-0.190874037412929	0.701275976475291	0	-0.155332644016129	0.650044784808051	0	0.584592156851639		0
M134.0356T61.82	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M134T62	134.035584845852	61.8210939426676	[69][M+1]+		26	NA				NA										0.127719504002389	0.70142337382641	0	0.0922383666487363	0.684653798385233	0	0.958129829729784		0
M385.1687T768.44	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M385T768	385.168704450092	768.441374081791	[625][M]+		420	252	@M386.1721T768.41|-13C|@M387.1641T768.41|-34S|-41K|-37Cl			NA										-0.189629836347287	0.702228323080766	0	-0.0716754905451715	0.824204332686159	0	0.637692551296023		0
M549.8012T662.93_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M550T663_1	549.801228518322	662.928599232039	[945][M+3]+		3	386	@M546.7979T662.9_1|+13C+37Cl|+13C+18O|+13C+34S|@M547.8016T662.96_1|+18O|+34S|+41K|+37Cl|@M548.8034T662.91_1|+15N|@M549.2998T662.94_2|+13Cdb|@M550.3014T662.82_2|-13Cdb			NA										-0.127936039437241	0.703061348190885	0	-0.359193662256825	0.130317448037126	0	0.225077310469221		0
M386.9588T47.4	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M387T47	386.958845045486	47.4039043264526			1445	83	@M318.9711T48.93|+(HCOONa)|@M329T47.17|+(NaCl)|@M388.956T47.22|-34S|-41K|-37Cl|@M444.9179T47.17|-(NaCl)|@M454.9468T46.82|-(HCOONa)			NA										-0.0956592568332866	0.703865771472894	0	-0.0941014267382485	0.584599843504282	0	0.873946233873991		0
M131.0393T75.03_30	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M131T75_30	131.039296809044	75.0272354559686		[M+H+K]2+ 222.117	1	NA				NA										-0.180696548834359	0.704990987772644	0	-0.125267911669994	0.698292751268015	0	0.869499272547658		0
M528.311T657.32	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M528T657	528.31097136572	657.317929485612	[895][M]+	[M+H-CH4]+ 543.334	20	371	@M529.3144T657.2|-13C			NA										-0.138723971167661	0.706107866355812	0	-1.73157104002774	5.0825319376277e-05	1	0.00469269406998546		0
M266.1526T85.35_2	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M266T85_2	266.152580161285	85.3454832537944			2882	NA				NA										-0.0698844704844248	0.706107866355812	0	-1.50440489126526	1.36652994541007e-06	1	0.169704397468392		0
M801.5535T978.86	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M802T979	801.553475776498	978.862054688287			4567	NA				NA										1.33519173297339	0.706465965792734	0	-1.32473254852057	0.585738775645734	0	1.02214195823933		0
M161.1009T323.94	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M161T324	161.100855183664	323.938517883667	[114][M+1]+		1046	NA				NA										1.13576676793357	0.706465965792734	0	-1.1613952937664	0.568695461785164	0	1.20540634616589		0
M419.3545T981.31	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M419T981	419.354529438082	981.313944225913			4560	NA				NA										-1.03129573071598	0.706465965792734	0	0.0141822138293879	0.977453302792248	0	0.503396319226301		0
M281.1146T258.34	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M281T258	281.114554841605	258.342178598805			2482	NA		Asp-Phe;Aspartylphenylalanine	C13H16N2O5	280.10592		Protien metabolism	Petptides	Dipeptides	CHEBI:73830	HMDB00706	CID93078	YZQCXOFQZKCETR-UWVGGRQHSA-N	InChI=1S/C13H16N2O5/c14-9(7-11(16)17)12(18)15-10(13(19)20)6-8-4-2-1-3-5-8/h1-5,9-10H,6-7,14H2,(H,15,18)(H,16,17)(H,19,20)/t9-,10-/m0/s1	1.00996889857615	0.706465965792734	0	-0.0178293127511733	0.97823678705543	0	0.962877199968367		0
M300.2003T502	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M300T502	300.20032009503	501.997363784661	[462][M]+		61	189	@M301.2038T501.85|-13C			NA										0.315224335300339	0.706465965792734	0	-0.273317209172127	0.650044784808051	0	0.958639595923178		0
M135.0664T74.94_15	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M135T75_15	135.066404200565	74.9426031461806			1	NA				NA										0.304010479055673	0.706465965792734	0	-0.0485532166480152	0.965548845971462	0	0.0221125385197372		0
M97.0289T52.43	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M97T52	97.0289413714468	52.4265156385821			1789	NA				NA										-0.291205784275164	0.706465965792734	0	0.100924129298393	0.891637301495445	0	0.813048383984996		0
M422.8838T45.44	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M423T45	422.883757480182	45.4441136043917			49	NA				NA										0.234788757666365	0.706465965792734	0	-0.297556298098396	0.452459256055756	0	0.864874027527699		0
M584.3209T355.4_2	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M584T355_2	584.320909912741	355.396301236435	[1017][M]2+		4205	410	@M584.8224T355.34_2|-13Cdb			NA										0.234780596234526	0.706465965792734	0	-0.289104560445828	0.469342213208161	0	0.958396635593245		0
M292.6561T687.48	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M293T687	292.656131333649	687.483862780215			2000	NA				NA										-0.21903163369716	0.706465965792734	0	-0.687716381949672	0.0964401332397653	0	0.215763656675451		0
M506.8709T47.24	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M507T47	506.870851124151	47.2441670674144			1511	NA				NA										-0.126306715894252	0.706465965792734	0	-0.0498278785928719	0.818661503312797	0	0.793409864481023		0
M130.0084T198.68	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M130T199	130.008405520109	198.682338011731		[M+H+NH3]+ 111.965	13	NA				NA										-0.119508965463712	0.706465965792734	0	0.0888564226152511	0.708510781411618	0	0.524311231607983		0
M318.1694T311.57	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M318T312	318.169432035618	311.57270570168	[500][M]+	[M+H]+ 317.162	3681	212	@M319.1723T311.53_3|-13C			NA										-0.00622566179895756	0.706465965792734	0	-1.10394392990701	8.10683133089702e-10	1	0.358698666816753		0
M526.2951T641.42	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M526T641	526.295065541109	641.419985226987	[890][M]+		2255	325	@M484.2844T645.2|+(C2H2O)|@M508.2844T641.43|+(H2O)|@M509.2886T641.38|+(OH.)|@M527.2983T641.42|-13C|@M528.3011T641.43|-18O|-13C2|@M529.3035T641.41|-13C3|-13C-18O|@M548.2768T641.43|-Na			NA										-0.128334319912842	0.707333924008313	0	-0.867400025521942	0.00337525640564442	1	0.130205391536995		0
M135.0281T61.55	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M135T62	135.028106510211	61.5508831869273	[69][M+2]+		26	8	@M133.0323T61.57|+34S|+41K|+37Cl	Diglycolic acid	C4H6O5	134.02152							CID8088	QEVGZEDELICMKH-UHFFFAOYSA-N	InChI=1S/C4H6O5/c5-3(6)1-9-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	0.0927299062658147	0.707614213194692	0	0.151713565752452	0.368198368845754	0	0.856315773690111		0
M669.7479T309.08_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M670T309_1	669.747923374002	309.075190082579			3747	NA				NA										-0.393445362160008	0.708741152075704	0	-0.281808310815279	0.693411276001097	0	1.04924469368927		0
M222.9703T24.7	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M223T25	222.970291608534	24.7025316077818			3113	NA				NA										0.382293435689599	0.708741152075704	0	-0.475756314366139	0.464754392104298	0	1.23806430087818		0
M537.025T877.9	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M537T878	537.025025630575	877.902843337989			4509	317	@M612.054T875.04_1|-(C2H5NO2)			NA										-0.351595287162626	0.708741152075704	0	-0.561409685319552	0.380531554294459	0	0.369162048522513		0
M509.0216T42.35	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M509T42	509.021598977852	42.3536215875281		[M+H+HCOOH]+ 462.018	49	NA				NA										-0.168543406138628	0.708741152075704	0	0.190427645327443	0.51762948976635	0	0.872530040477889		0
M477.2804T673.86	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M477T674	477.280360969999	673.857383748834	[795][M+1]+		344	290	@M455.2982T673.81|+Na|@M476.2768T673.83|+13C			NA										-0.164454089316703	0.708741152075704	0	-0.773967210999766	0.0223418549158135	1	0.0712758731504567		0
M312.042T260.29	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M312T260	312.042044905151	260.290950420757			2548	NA				NA										0.144162980983211	0.708741152075704	0	-0.167736407335529	0.501251245115102	0	0.603796675262823		0
M480.2574T388.84_2	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M480T389_2	480.257390857631	388.841641074979			638	318	@M480.7589T388.8_1|-13Cdb|@M481.2604T388.76_2|-13C			NA										-0.129882031033961	0.708741152075704	0	0.328471742156029	0.0568102893794932	0	1.21578547973156		0
M135.1336T198.41_6	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M135T198_6	135.133561199091	198.41479244402		[M+H+HCOOH]+ 88.1155	13	NA				NA										-0.109010104592713	0.708741152075704	0	-0.51472663055595	0.0217743855363664	1	0.254439223642168		0
M265.818T85.03_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M266T85_1	265.817972845786	85.0261825637436			2881	NA				NA										-0.0548512937931243	0.708741152075704	0	-1.56933117474079	3.33980963320854e-07	1	0.283344266853945		0
M657.875T43.02_1	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M658T43_1	657.874989796657	43.0230598963664	[1134][M]+		49	NA				NA										0.104431938726929	0.711939705314247	0	-0.178083113806194	0.266691350295759	0	0.832513676138584		0
M171.944T1194.53	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M172T1195	171.943957486358	1194.52990141501			3401	NA				NA										1.30879864740685	0.712399568135125	0	-2.98844626750895	0.0991657987186994	0	0.972236260749178		0
M204.0665T370.11	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M204T370	204.066544424471	370.113848553142			79	NA				NA										-0.404313073726954	0.712422658155906	0	0.0318193527545461	0.997454234041519	0	0.697311077767994		0
M151.0763T380.51	metabolomics_plasma_c18hyper_pos	LAT	c18hyper	M151T381	151.076272787446	380.509876896594			514	NA				NA										0.235877126937586	0.712460578834803	0	-0.0156554554667743	0.998246887367432	0	1.15791046779785		0
