variableMetadata	chromato	name	chebi_id	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M252.091T63.5	c18hyper			0.0696650845409845	0.782607472446553	0	0.199243071532237	0.2156095034582	0	0.103671001050911	0.852561326730916	0	0.219767575127085	0.315078960017229	0	0.470142530011278	0.965228685137956	E	E	E	E	E	E								NA			M252T64	252.090962154875	63.5005383426479		[M+H-C5H8O4]+ 383.138	26	NA	
M252.0912T93.29	c18hyper			0.0469819079222269	0.94455229052269	0	0.133967078343202	0.763849108437587	0	0.153820491582293	0.890247670535637	0	0.206504551831799	0.655329062513298	0	0.173036449784503	0.647239760729621	E	E	E	E	E	E								NA			M252T93	252.091202850792	93.2882113272471			4157	NA	
M252.1072T339.66	c18hyper			0.358751364781266	0.434157507231281	0	1.08468599587076	3.31404588139631e-06	1	-0.0544588535239363	0.868102942320177	0	1.04257682191676	3.223014243551e-06	1	0.739893451358869	0.0337150341951793	E	E	E	E	E	E								NA			M252T340	252.107236502116	339.664116103945	[311][M+1]+		88	NA	
M252.137T484.93	c18hyper			-0.724727418684479	0.570357169490623	0	-0.350245570481075	0.614214058429329	0	-0.485735040673724	0.719036376717284	0	-0.078885528046893	0.930380979831612	0	1.24075902137751	1.35610367016679	E	E	E	E	E	E								NA			M252T485	252.136956111407	484.934316292782			2386	NA	
M253.0266T326.9	c18hyper			0.132391021668044	0.608574845291	0	0.568264898568714	0.00101195887191043	1	-0.15043898848316	0.733412420431907	0	0.767338050860902	7.43112962133456e-05	1	0.157793084826589	0.664949621652585	E	E	E	E	E	E								NA			M253T327	253.026575033676	326.895003862076		[2M+3H]3+ 378.025 [M+H-C6H8O6]+ 428.04	28	NA	
M253.0777T38.14	c18hyper			-0.0635947224970526	0.869020755698082	0	-0.0870590612507645	0.732551312548508	0	-0.0389374176350348	0.947661477852122	0	0.0295961649912631	0.904706035563445	0	0.257187588364137	0.184757795750949	E	E	E	E	E	E								NA			M253T38	253.077733468999	38.1378841288714			398	NA	
M253.117T122.85	c18hyper			0.120377635568445	0.873891150031531	0	0.0533677385746856	0.912163809718012	0	0.0838825354762776	0.954111571784941	0	0.290716348721201	0.527047720241958	0	0.554337941457575	0.340856183049544	E	E	E	E	E	E								NA			M253T123	253.11702719179	122.847480193786			3243	NA	
M253.1196T189.73	c18hyper			-0.240558488350166	0.636705156217292	0	-0.3357527654974	0.274044906240426	0	-0.239792350551442	0.756076943931971	0	-0.351215582635541	0.266299093781301	0	0.652997231628743	0.807892822821363	E	E	E	E	E	E								NA			M253T190	253.11955887913	189.727069979512			4035	NA	
M253.1412T199.78	c18hyper			-0.170096685863486	0.67834885031306	0	-0.410278470418964	0.107681787055818	0	0.0589594905869841	0.912821584389711	0	-0.1978160347991	0.409306631337877	0	0.466904343392431	0.166759795400232	E	E	E	E	E	E								NA			M253T200	253.14117401508	199.783032544763		[2M+2K-H]+ 88.1155	13	NA	
M253.9707T49.58	c18hyper			-0.0560041365328594	0.899102132414101	0	-0.0337937914497282	0.905780759921046	0	0.0620127380779802	0.97392654143668	0	0.546516209136001	0.198973238368506	0	0.067323237565835	0.339521302556697	E	E	E	E	E	E								NA			M254T50	253.970745387522	49.576883139561			1334	NA	
M254.1036T284.32	c18hyper			0.694816087041826	0.48837400174022	0	0.643630625743942	0.129829141683436	0	0.440984050763383	0.75925490261872	0	1.04077698705471	0.0413670422252946	1	1.66351895247753	1.2351560858114	E	E	E	E	E	E								NA			M254T284	254.103597053519	284.319185894322		[M+Na]+ 231.113	101	NA	
M254.1453T476.89	c18hyper			0.262188639912486	0.557949097765631	0	1.12398819974541	9.4113087778736e-05	1	-0.456994072906349	0.859126383712218	0	1.72008842441343	0.129276509449397	0	0.525362519740897	0.255645676384726	E	E	E	E	E	E								NA			M254T477	254.145274553173	476.887539562316	[314][M+1]+		3954	NA	
M254.1735T484.71	c18hyper			-0.266945701891711	0.662697988631627	0	-0.436001800912807	0.241360568778995	0	-0.226486931454627	0.7829338201355	0	-0.177039177697026	0.644137555266486	0	0.699920970841894	0.932178818065657	E	E	E	E	E	E								NA			M254T485	254.1735170194	484.709847788122			2367	NA	
M255.0356T187.42	c18hyper			0.426296595700022	0.478851177992362	0	-1.5520496383888	6.50987388340658e-10	1	-0.105473795794337	0.953541759611043	0	-1.76319516185188	6.45827853011845e-11	1	1.51809386024887	0.316733889536777	E	E	E	E	E	E								NA			M255T187	255.035606534074	187.419343108432			93	NA	
M255.0662T419.99	c18hyper			0.0937680076731873	0.999089320487225	0	-1.16317540359498	0.435979887357171	0	0.0173514274804347	0.994633230522302	0	-0.451994370511716	0.866645605712789	0	0.651767263996351	0.0757675905113567	E	E	E	E	E	E								NA			M255T420	255.066213231627	419.991205694916			2077	NA	
M255.1213T349.96	c18hyper			0.968154317642792	0.554257704037932	0	-0.444275157986038	0.693547712573256	0	0.589295669870786	0.770289124640539	0	-0.236285674795594	0.797437257637474	0	1.49055912967424	1.31599084321704	E	E	E	E	E	E								NA			M255T350	255.121336448919	349.956141087309			2615	NA	
M255.6465T792.51	c18hyper			0.339641626906875	0.749344639031298	0	-0.186827677816884	0.817061851410886	0	-0.0417345040639727	0.979911677594571	0	-0.111067656428933	0.879247776594505	0	0.758915669583697	0.236991184245958	E	E	E	E	E	E								NA			M256T793	255.646525727409	792.506934605669			447	NA	
M255.9865T53.76	c18hyper			-0.0305035290579028	0.950778768956197	0	-0.0129886893076065	0.962660063210196	0	0.0350903607505977	0.941579756942165	0	-0.0220771135566533	0.915262062374746	0	0.0782025117001143	0.250466386356924	E	E	E	E	E	E								NA			M256T54	255.986539850669	53.7608619867174		[M+Na]+ 232.997 [M+Na]+ 232.997 [M+H]+ 254.979	33	NA	
M256.0041T251.06	c18hyper			-0.138935830671755	0.916548093270882	0	-0.0692178852905361	0.931610037510734	0	-0.778765753324112	0.720973473314364	0	-0.0940182515987438	0.955536229564397	0	0.313484652941377	1.19612631810808	E	E	E	E	E	E								NA			M256T251	256.004100392908	251.056020094766			2536	NA	
M256.1299T227.61	c18hyper			-0.228967537099921	0.832457126547342	0	0.404483060585378	0.490872785186821	0	-1.31696825750797	0.733412420431907	0	1.52627871693027	0.333721858901777	0	0.423837835641258	0.792325277721418	E	E	E	E	E	E								NA			M256T228	256.129926019215	227.614419137841		[3M+H+Na]2+ 162.755	8	NA	
M256.2362T670.93	c18hyper			1.01320158012017	0.752018652594926	0	-1.24056607322561	0.499559671934101	0	0.511768813082483	0.891913556266335	0	-1.22063054900942	0.460717863744713	0	1.16831096107261	0.903516824091527	E	E	E	E	E	E								NA			M256T671	256.236159500855	670.93088107524	[318][M+1]+		311	NA	
M256.5834T587.82_1	c18hyper			-0.096462651414388	0.749524897800306	0	-0.234297359552944	0.207339295281107	0	-0.0394352451385735	0.951479881141559	0	-0.136050152596056	0.498036921131762	0	0.626959078272766	0.0239320267043948	E	E	E	E	E	E								NA			M257T588_1	256.583446643758	587.815141432787	[322][M]2+		747	NA	
M256.6442T792.35	c18hyper			0.280043071015569	0.870885278914819	0	-0.328918257636891	0.762322601269176	0	0.079328207356463	0.966296639269186	0	-0.264424988010369	0.768866224687029	0	0.742277607171178	0.55388595442846	E	E	E	E	E	E								NA			M257T792	256.64418452935	792.352496275896		[3M+2K]2+ 145.114 [M+Na]+ 233.65	17	NA	
M256.9992T119.79	c18hyper			0.389586445467204	0.590235808970926	0	-0.286331031939451	0.532263827025362	0	0.032102831549361	0.949333304607187	0	-0.968439088935392	0.00312217444454285	1	1.25932324584001	0.110276406838477	E	E	E	E	E	E								NA			M257T120	256.999180599207	119.794542192036			3192	NA	
M257.0753T50.93	c18hyper			1.36489086834864	0.245982631332296	0	-1.11426125620135	0.0526447927685555	0	1.84006635776395	0.000206590971338115	1	-1.23304284111204	0.000898913196732725	1	2.2819124061579	2.76641287802973	E	E	C	B	E	B								NA			M257T51	257.075283216202	50.9291572338902			1338	NA	
M257.1134T72.91	c18hyper			-0.119133847692673	0.726564692573192	0	-0.0911331346152586	0.660081087115998	0	-0.0831502900471541	0.881269594677919	0	-0.0435361546757598	0.883830153077319	0	0.726518982838761	0.796672620091158	E	E	E	E	E	E								NA			M257T73	257.113417708028	72.9145229816735			147	NA	
M257.1621T251.14	c18hyper			-0.554736372651179	0.441719065952704	0	-0.431347270070166	0.147636078553912	0	-1.38205906205555	0.661056561489655	0	-1.1499369318933	0.402122019443075	0	1.63657327033091	1.05506072997388	E	E	E	E	E	B								NA			M257T251	257.162148314539	251.136830198252			2537	NA	
M257.2314T601.1	c18hyper			-0.0298976611198096	0.957384860004506	0	-0.747507608254697	0.294008908514461	0	-0.934571886762294	0.779181399351341	0	0.332560614369822	0.834440494450785	0	0.108102967226344	0.852888398908699	E	E	E	E	E	E								NA			M257T601	257.23143387689	601.095930628217	[319][M+1]+		2468	NA	
M257.5812T587.72	c18hyper			-0.0900924514338399	0.782607472446553	0	-0.119200147465101	0.563904965152819	0	0.0341154917800814	0.947706162153267	0	-0.0311461514451477	0.888075830029909	0	0.669856585590294	0.618937706588267	E	E	E	E	E	E								NA			M258T588	257.581236939292	587.722373267549	[322][M+2]2+		749	NA	
M257.9337T100.21	c18hyper			-0.226652060923158	0.737016631483726	0	0.0306156466869503	0.97999044159517	0	-0.218520175667056	0.688717347913976	0	-0.187547006710661	0.426150267668858	0	0.986012625088	1.1020236838137	E	E	E	E	E	E								NA			M258T100	257.933651920129	100.207616615183			3274	NA	
M257.9819T326.9	c18hyper			0.190523109616151	0.553331834435029	0	0.284689054412166	0.0803839317909564	0	-0.101382317436997	0.800643791830699	0	0.617113526578548	0.0011269006423854	1	0.938568494643583	0.518157414797531	E	E	E	E	E	E								NA			M258T327	257.981883343861	326.895003862076	[324][M]+		28	NA	
M257.9834T53.71	c18hyper			0.00717908932798217	0.992224707209731	0	-0.0353169748017788	0.900162544685131	0	0.0142655375955663	0.979911677594571	0	0.0916217611828145	0.6082295865892	0	0.0277864617726274	0.228150064204739	E	E	E	E	E	E								NA			M258T54	257.983376984701	53.7076506952749			1784	NA	
M258.0005T46.84	c18hyper			-0.0704505749581603	0.946855444178011	0	0.32444840731935	0.322541497118343	0	-0.115839964855027	0.854940219126619	0	0.208659325956955	0.464277924766656	0	0.27446918795765	0.396307806750779	E	E	E	E	E	E								NA			M258T47	258.00053352886	46.836788984303			3946	NA	
M258.1113T425.86	c18hyper			0.528972676953597	0.598088816825598	0	-0.404090533220129	0.520044973907948	0	0.175823354613035	0.912488130979061	0	-0.107850184033111	0.883830153077319	0	1.50782450355785	0.333029031959039	E	E	E	E	E	E								NA			M258T426	258.111257867911	425.86135350914			2078	NA	
M258.1463T291.17	c18hyper			0.756553521438995	0.780856081856352	0	-1.46668666698242	0.272454099331996	0	-0.565221544027553	0.895281879570062	0	-0.624645708493446	0.748596137857649	0	1.10970367707035	0.00663472637083555	E	E	E	E	E	E								NA			M258T291	258.146293652812	291.172159953191			3805	NA	
M258.815T662.09	c18hyper			-0.291451800984982	0.559721010581392	0	-0.0209053798120937	0.905780759921046	0	-0.161076876661701	0.734994590131523	0	-0.0644618582849503	0.807546177312834	0	0.989694140899721	0.890551072752088	E	E	E	E	E	E								NA			M259T662	258.81504265756	662.089434642842			3	NA	
M259.1091T379.89	c18hyper			-0.223164342285195	0.955119723551162	0	-0.0248162751863923	0.990370433214039	0	-0.0345778584083298	0.991481590406301	0	0.246893249701396	0.915691433307952	0	0.34333944568781	0.124853603780076	E	E	C	E	E	E								NA			M259T380	259.109111490284	379.891010885817			562	NA	
M259.1165T255.58	c18hyper			0.00930823563978578	0.979766893648817	0	-0.278518144167565	0.229020688016641	0	0.108656510042211	0.890247670535637	0	-0.256561701442815	0.455406374609988	0	0.417974261145244	0.48786761437338	E	E	E	E	E	E								NA			M259T256	259.116537206015	255.577103608987			2538	NA	
M259.1315T510.61	c18hyper			0.369184513921855	0.553511750002009	0	0.823134404496797	0.0147408746371847	1	-0.0224597265785054	0.964652566805868	0	0.731297893558914	0.0247907129467046	1	0.75127893087684	0.126324332647008	E	E	E	E	E	E								NA			M259T511	259.131496978774	510.610753573891			3842	NA	
M259.1538T119.4	c18hyper			0.56707110715298	0.537034576638703	0	-0.17129163535215	0.815020838410005	0	0.0779043120516167	0.944752600401476	0	-0.0343312548143313	0.942800801066168	0	1.5686666003954	0.338595121205245	E	E	E	E	E	E								NA			M259T119	259.153778753174	119.39511652412	[328][M]2+		3247	NA	
M259.1915T565.29	c18hyper	Tetradecanedioic acid	CHEBI:76308	0.516148766987579	0.6978926523923	0	0.28943600197319	0.726086519363808	0	0.274480483735195	0.882697314852368	0	-0.0169603938963014	0.980515403840948	0	1.08834181143898	0.371146688656253	E	E	E	E	E	E		Lipid metabolism	Fatty acids	Dicarboxylic	HMDB00872	CID13185	C14H26O4	258.18311	HQHCYKULIHKCEB-UHFFFAOYSA-N	InChI=1S/C14H26O4/c15-13(16)11-9-7-5-3-1-2-4-6-8-10-12-14(17)18/h1-12H2,(H,15,16)(H,17,18)	M259T565	259.191466132874	565.291692897811		[M+H+HCOOH]+ 212.169	65	NA	
M259.6557T119.78	c18hyper			0.764621980337877	0.580489157114159	0	-0.323690829324628	0.762272133959364	0	0.324622896440793	0.823130552642262	0	0.344489576810178	0.617234159782088	0	1.39930464158988	0.835339532588674	E	E	E	E	E	E								NA			M260T120	259.655744150564	119.778197421321	[328][M+1]2+		3248	NA	
M259.6668T542.14	c18hyper			1.17027244281939	0.67834885031306	0	-1.39378002148488	0.390076326797252	0	0.937179270116921	0.776030580462006	0	-1.76725996513198	0.209758952054326	0	1.41280386419028	1.19259227912265	E	E	E	E	E	E								NA			M260T542	259.666824622246	542.140456547948			1637	NA	
M259.9658T46.59	c18hyper			0.0706826679140526	0.861708657758416	0	0.130511838472678	0.628187000911101	0	-0.00454529788205704	0.977708150753506	0	0.48154562687809	0.0904864887121904	0	0.396837013840035	0.244323777204811	E	E	E	E	E	E								NA			M260T47	259.965846334548	46.5893038431815			49	NA	
M260.067T241.11	c18hyper			-0.910103436491337	0.782607472446553	0	-0.207808109737401	0.91171756167695	0	0.428391480961094	0.905170114088302	0	-0.555427753962658	0.729059371995353	0	0.229100018128534	0.781239958155619	E	E	C	E	E	E								NA			M260T241	260.067039544509	241.108967890992			3312	NA	
M260.0685T43.38	c18hyper			-0.287552036749103	0.608574845291	0	0.523471966546049	0.0492857315455381	1	-0.248441803196695	0.739476049280495	0	1.06998308616518	0.00115200623528054	1	1.37119103408551	0.501641319873098	E	E	E	E	E	E								NA			M260T43	260.06849039929	43.3760856208776	[327][M+1]+		49	NA	
M260.1619T137.21	c18hyper			-0.642874627928917	0.387277641872865	0	-0.494960698865407	0.110208207855963	0	-0.617931576439794	0.26289516582585	0	-0.358995759225072	0.361426545587876	0	1.73269677887444	2.28093962962832	E	E	E	E	E	E								NA			M260T137	260.161899623458	137.20591321617			127	NA	
M260.9702T514.63	c18hyper			-0.13865195518412	0.815596642665139	0	0.0935335730029347	0.83010369889386	0	-1.0545518255634	0.727212711960362	0	0.824203970763248	0.501877858352214	0	0.399448381729932	1.31984496611795	E	E	E	E	E	E								NA			M261T515	260.970215015771	514.631626281213			3843	NA	
M260.9754T50.13	c18hyper			0.35120271913447	0.608574845291	0	-0.462644444197457	0.193733759602923	0	0.539609270872583	0.00263119302989463	1	-0.275814698772484	0.0431454848571615	1	1.53346738919564	3.11452921964661	E	E	E	E	E	E								NA			M261T50	260.975352281152	50.1256588039521			1344	NA	
M261.0918T251.68	c18hyper			-0.231603064504268	0.693428984008116	0	0.0216599880515158	0.993737697315233	0	-1.13698770579681	0.69789786956697	0	0.973300057317077	0.424082073191806	0	0.461584505000363	1.18141614051743	E	E	E	E	E	E								NA			M261T252	261.091780006076	251.678849805607			2539	NA	
M261.1091T63.69	c18hyper			0.0665873097729399	0.839553120975846	0	-0.0178134960873066	0.958111719885387	0	-0.0392231294938608	0.93618901346221	0	-0.0223365694108022	0.922822790641026	0	0.527192997275504	0.260658474842948	E	E	E	E	E	E								NA			M261T64	261.109108869819	63.6889678933805		[3M+H+Na]2+ 166.07	26	NA	
M261.1091T86.71	c18hyper			-0.207463074701366	0.662432547589866	0	-0.410042101710079	0.159428899417352	0	-0.393698092836544	0.606062451712207	0	-0.72153320851174	0.0125494965220292	1	0.423232922891407	1.0288343958524	E	E	E	E	E	E								NA			M261T87	261.109134691044	86.7147326176518			2875	NA	
M261.1319T239.64	c18hyper			0.242472905796195	0.586710666846914	0	-0.266284782480637	0.273663874895146	0	0.145681621112029	0.784289975201385	0	-0.392493293704371	0.0886091144902357	0	1.82648253774962	0.814807435735878	E	E	E	E	E	E								NA			M261T240	261.131928629529	239.642960836432	[334][M]+	[M+Na]+ 238.143	3312	NA	
M261.1454T65.35	c18hyper			0.037165407846862	0.963602140464152	0	-0.101371272324107	0.790355877935927	0	0.127922067616661	0.850596602286131	0	-0.329925899931935	0.285410239653142	0	0.263125937987834	0.495520184697568	E	E	E	E	E	E								NA			M261T65	261.145389146037	65.3480090844708		[M+H-CO]+ 288.141	18	NA	
M261.1471T527.68	c18hyper			0.556433578355129	0.497387224211273	0	-0.0085706908598997	0.954250860295505	0	0.428410729707474	0.447769910083527	0	-0.131088707169189	0.668352960489242	0	2.18147792126472	2.04705625965112	E	E	E	E	E	E								NA			M261T528	261.147096987062	527.6775736206	[336][M]+		1638	NA	
M262.0138T75.83	c18hyper			0.283146664411969	0.674170239243818	0	1.11850567008164	0.0131195523437038	1	-0.3449108833409	0.78814740612254	0	0.745885538532814	0.206386651805447	0	0.170478973030637	0.620182040156229	E	E	E	E	E	E								NA			M262T76	262.013843830184	75.8318136044602			1	NA	
M262.0386T78.09	c18hyper			0.675755988975613	0.515165928965415	0	-0.215785925298244	0.784585820611233	0	0.584847286050922	0.547417414139845	0	-0.206128885434728	0.658978775696114	0	2.0391090265126	1.76983717639141	E	E	E	E	E	E								NA			M262T78	262.038644025324	78.0855425796051		[M+K+CF3COOH]+ 89.0756	1	NA	
M262.1293T61.74	c18hyper			0.0666679857440577	0.861213750990328	0	0.277063685136266	0.293635196116304	0	0.112534552727293	0.880975410636494	0	0.277356399048127	0.321091604719568	0	0.432281322822282	0.822197885195452	E	E	E	E	E	E								NA			M262T62	262.129281843992	61.7401467406599		[M+Na+NaCOOH]+ 171.159	26	NA	
M262.1505T527.46	c18hyper			0.355830045871938	0.599376705093221	0	0.339795570978964	0.372989029490982	0	-0.64883998271506	0.827113005899248	0	1.13905694283294	0.41860440852861	0	1.26599290730526	0.447294220802976	E	E	E	E	E	E								NA			M262T527	262.150512780829	527.45893742948	[336][M+1]+		1639	NA	
M262.1661T81.87	c18hyper			-0.235663142184269	0.537034576638703	0	0.665855711873345	1.6840423837039e-05	1	-0.0935062875990518	0.735743370055004	0	0.46371244316903	0.000250141415288814	1	1.32343689354928	0.615732027077422	E	E	E	E	E	E								NA			M262T82	262.166078171368	81.8692051147215	[337][M]+		2876	NA	
M262.9987T63.48	c18hyper			0.0557294504351589	0.888490807985724	0	0.00703919905497763	0.971882913312173	0	-0.164616777217201	0.770289124640539	0	-0.0241902928878517	0.954067525993602	0	0.16217605302857	0.969785329742507	E	E	E	E	E	E								NA			M263T63	262.998708325599	63.4753052442265		[2M+3H]3+ 392.98 [2M+3H]3+ 392.98	26	NA	
M263.0278T49.4_2	c18hyper			5.77854838496817	0.441719065952704	0	-3.9305880229922	0.247810701555312	0	5.7692537137142	0.0974512319219318	0	-5.12879801416969	0.0421714298658329	1	1.88473729802979	1.77137676075789	E	E	B	E	E	A								NA			M263T49_2	263.027792832298	49.4044420803315			1349	NA	
M263.0861T49.33_3	c18hyper			-0.0745959601958148	0.893867135289156	0	-0.296397470405093	0.449127794416645	0	-0.0103299570829396	0.989652673323072	0	0.0902784417420435	0.866925464521965	0	0.0578715523498617	0.0656519505616064	E	E	E	E	E	E								NA			M263T49_3	263.086050220566	49.3324288803403			1350	NA	
M263.1039T284.32	c18hyper			0.757285518173079	0.807876876802578	0	-0.257877773304271	0.928314999077301	0	0.0296006110246516	0.99700712490439	0	1.28376776067894	0.537644984123462	0	0.994018747383535	0.110495019730665	E	E	E	E	E	E								NA			M263T284	263.103905218144	284.320481260829	[338][M]+		101	NA	
M263.1073T348.23	c18hyper			1.30449611753978	0.553331834435029	0	-14.449359937891	3.50716931250228e-32	1	-0.375086286610571	0.627761108894896	0	-14.3615694343954	5.50939645647035e-38	1	0.894081842029419	0.186563821871226	E	E	E	E	E	E								NA			M263T348	263.107255247681	348.227343596865			2618	NA	
M263.1403T309.9	c18hyper			-0.270106341667928	0.48837400174022	0	-1.28418999136435	4.54252097840815e-07	1	-0.422064133979704	0.368491018032648	0	-1.28592685833905	5.09336643543631e-07	1	0.0899013275697356	1.17033736201161	E	E	E	E	E	E								NA			M263T310	263.140252535857	309.898080108651			3720	NA	
M263.1605T74.7_1	c18hyper			0.0885167676976657	0.776724084208906	0	0.136624448267709	0.481661338919729	0	-0.0600637269481865	0.905170114088302	0	0.26000158730197	0.236172574172388	0	0.479903586297056	0.345451408143171	E	E	E	E	E	E								NA			M263T75_1	263.160532421997	74.7017695110039			1	NA	
M263.1695T82.11_2	c18hyper			-0.301194289985974	0.856580403012799	0	0.674530612313969	0.412730044597896	0	-0.274858962139797	0.895095602393944	0	0.731267547870056	0.420226440815708	0	0.1307612776782	0.363711297093016	E	E	E	E	E	E								NA			M263T82_2	263.169511310778	82.1136264278014	[337][M+1]+		2878	NA	
M263.1968T75.43_2	c18hyper			0.00219186197571375	0.955764808713315	0	0.295048011207527	0.106066521686591	0	-0.103933786356134	0.810023377773936	0	0.340533281108627	0.0742723296034726	0	0.0212479596104196	0.436835740300425	E	E	E	E	E	E								NA			M263T75_2	263.196840575754	75.4277482244145	[339][M]+	[M+Na+CF3COOH]+ 106.215 [M+H+CF3COOH]+ 128.2	1	NA	
M264.0304T187.45	c18hyper			0.408456851975476	0.441719065952704	0	-1.47956232310597	9.60490796609974e-11	1	-0.0878240500491643	0.966282231335573	0	-1.71502778049931	4.21548866633353e-13	1	1.51118039188181	0.263969075494988	E	E	E	E	E	E								NA			M264T187	264.030353284189	187.446922614475			93	NA	
M264.1073T284.46	c18hyper			0.445014760064446	0.867770819571816	0	-0.233200010853864	0.911789112265898	0	0.190877480285701	0.967015368512026	0	0.623195804202998	0.725377955616342	0	0.783837937979919	0.498158817396374	E	E	E	E	E	E								NA			M264T284	264.107349956133	284.45599174293	[338][M+1]+		4216	NA	
M264.1277T158.15	c18hyper			0.123878752779273	0.935804645573349	0	-0.477364543357865	0.390408018644346	0	-0.966931049410734	0.779181399351341	0	-1.69636226680231	0.212341155512261	0	0.629482522780181	1.13148900634718	E	E	E	E	E	E								NA			M264T158	264.127713750373	158.153745798755			133	NA	
M264.182T393.48	c18hyper			0.766982185966427	0.583797119179231	0	0.0811610621756191	0.895815997893459	0	-0.0670462325838823	0.980479741165984	0	-0.206672488173028	0.859337483217274	0	0.997668496730452	0.277699087888776	E	E	E	E	E	E								NA			M264T393	264.18197964605	393.483882756755			563	NA	
M264.2002T75.58_2	c18hyper			0.08270312380996	0.861951970619214	0	0.291232939700292	0.36508778414127	0	0.0753594024476989	0.940979847530229	0	0.255674346306664	0.439184874397567	0	0.348149786947548	0.448416999778367	E	E	E	E	E	E								NA			M264T76_2	264.200244445796	75.5779458708671	[339][M+1]+		1	NA	
M264.6124T343.6	c18hyper			-0.219099203622052	0.636705156217292	0	-0.436728576449214	0.121815575819757	0	-0.389928026977039	0.559407996714305	0	-0.793257267586823	0.00249111973010149	1	0.383864972735383	1.21523170494188	E	E	E	E	E	E								NA			M265T344	264.612435153546	343.600332767294		[M+H]+ 263.608	88	NA	
M264.974T48.16	c18hyper			-0.0957873576208605	0.872843252840286	0	0.145973271608428	0.673015337812386	0	-0.0517222411092	0.966296639269186	0	-0.231263993674341	0.517931694392746	0	0.0376254393114832	0.470335207170559	E	E	E	E	E	E								NA			M265T48	264.974031914846	48.1640362327949			1352	NA	
M264.988T75.23	c18hyper			-0.0388219794271549	0.923514250049832	0	0.179084638894491	0.176056243383601	0	-0.0609133153918897	0.837134204944607	0	0.216453436324379	0.104951726734024	0	0.484543262654577	0.453578106105091	E	E	E	E	E	E								NA			M265T75	264.987995682061	75.2286820510216		[M+H+CF3COOH]+ 129.988 [M+H+CF3COOH]+ 129.988	1	NA	
M264.9887T697.26	c18hyper			-0.262520547472469	0.515165928965415	0	-0.321832750362365	0.0884327001174781	0	-0.102163340865484	0.847959644400247	0	-0.0761576129492632	0.778115898030415	0	1.15107901961684	0.326929988720574	E	E	E	E	E	E								NA			M265T697	264.988678148464	697.259025629369			2	NA	
M265.0167T40.03	c18hyper			0.320737778045558	0.67834885031306	0	-0.274712978931257	0.583630001222195	0	-0.538669095126506	0.734994590131523	0	-0.415942710340673	0.566389092919337	0	1.15160693507726	1.25073244513977	E	E	E	E	E	E								NA			M265T40	265.016685812589	40.0296026033489			103	NA	
M265.0803T110.81	c18hyper			0.0248290099206852	0.937155723394055	0	0.347761788262137	0.244293254171938	0	0.251390659836227	0.694119077515532	0	0.111986425954846	0.72639812748231	0	0.224402670985014	1.17189681168838	E	E	E	E	E	E								NA			M265T111	265.080345694893	110.806830483514			193	NA	
M265.0866T89.71	c18hyper			-0.119552330642572	0.894235485970918	0	0.575328606277708	0.0519461232022837	0	-0.413517776439505	0.608729734017794	0	0.389235803722947	0.285089089841001	0	0.522055917017955	1.11454473649551	E	E	E	E	E	E								NA			M265T90	265.086618838895	89.7134184558072			2879	NA	
M265.1196T213.1	c18hyper			0.11838162489582	0.816910451281528	0	0.446643566370458	0.196489330665042	0	0.155610882167146	0.861982216161027	0	0.193301192327079	0.623193119796946	0	0.570951659175811	0.771510812266663	E	E	E	E	E	E								NA			M265T213	265.119597969841	213.098552597177			3017	NA	
M265.1561T268.97	c18hyper			-1.04243601567446	0.441719065952704	0	-0.319939661381547	0.550519812623237	0	-0.396313175920408	0.770289124640539	0	0.337071961696394	0.56543628404229	0	1.68356738735885	0.879941496008234	E	E	E	E	E	E								NA			M265T269	265.156057660597	268.97264079691			4297	NA	
M265.1659T362.82	c18hyper			0.0155863888839782	0.978303498033082	0	-0.00577139922907044	0.993668308157796	0	-0.251536982450531	0.733412420431907	0	0.0103387271521971	0.960998399674433	0	0.017771085773716	0.860547305124545	E	E	E	E	E	E								NA			M265T363	265.165940061216	362.82137470993		[M+H]+ 264.16	79	NA	
M265.6514T327.27_1	c18hyper			0.347107779588988	0.515798204011595	0	0.50305680282627	0.0569905256908085	0	-0.256832709781071	0.593457703968761	0	0.528008181856036	0.00968444586416064	1	1.17846108005439	1.0983306202881	E	E	E	E	E	E								NA			M266T327_1	265.651383078914	327.267814826856			1075	NA	
M265.818T85.03_1	c18hyper			-0.0329285355397761	0.786669211533851	0	-1.58908316800546	5.43236612364975e-07	1	-0.525944530111891	0.500857868965829	0	-1.45186275480448	2.51022663356462e-05	1	0.290856974953353	1.28061942643495	E	E	E	E	E	E								NA			M266T85_1	265.817972845786	85.0261825637436			2881	NA	
