variableMetadata	chromato	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	name	chebi_id	annot_level	annot_confidence	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	mixomics_LAT	mixomics_MX2
M224.8191T0.9	c18acqui	M225T53	224.819122592285	53.3078050751677			33	NA		Unknown		4		-0.00254588550901502	0.978216938503131	0	-0.196176598392928	0.0725372031690843	0	0.00312114597043411	0.974631922884215	0	-0.205166027469076	0.0459486444696271	1	0.281918864358278	0.0556311422332736	E	E	E	E	E	E	0	0
M225.0495T1	c18acqui	M225T57	225.049494988648	57.4525349850601			105	NA		Unknown		4		0.345508389518907	0.34813632790713	0	-0.510373505620208	0.0018176312748698	1	0.313214417916589	0.411466346183162	0	-0.442995535540506	0.00586743281793419	1	1.81264939960488	1.50769542072849	E	E	E	E	E	E	-0.18140867609395	0
M225.0645T7.5	c18acqui	M225T452	225.064505586339	452.279090458811		[M-2H+Na]- 204.091	32	NA				NA		-0.238814546730008	0.605095595683379	0	0.291099137966885	0.119110344916982	0	-0.158036678130129	0.708605722548124	0	0.175912875073228	0.267305797247585	0	0.809040657645575	1.48555467312907	E	E	E	E	E	E	0	0
M225.1859T16.7	c18acqui	M225T1002	225.185902608082	1001.94123570764			1090	NA		Unknown		4		0.0704483738209429	0.973746888287578	0	-0.169218586811214	0.647638648163018	0	-0.173731077622119	0.862864456443553	0	-0.748975371356808	0.00348893419289403	1	0.0573485097233934	0.88062290170737	E	E	E	E	E	E	0	0
M225.9864T0.9	c18acqui	M226T54	225.986438871156	54.0375330170888			33	NA		Unknown		4		0.217468474030252	0.685322167665288	0	-0.12117909899718	0.636511107780808	0	-0.0612782123032503	0.930983111769522	0	-0.437266231466721	0.00597888407845339	1	1.81592806511505	0.254494182207239	E	E	E	E	E	E	0	0
M226.8162T0.9	c18acqui	M227T53	226.816224834699	53.3555096482214		[2M+Cl]- 95.9302	33	NA		Unknown		4		-0.0496476216610482	0.841571284498888	0	-0.146083399400629	0.115064085751549	0	-0.0451098172628583	0.902622380687925	0	-0.229273144646758	0.0254095064073495	1	0.409351160142363	0.37242206428821	E	E	E	E	E	E	0	0
M226.9659T0.8	c18acqui	M227T46	226.965864280028	46.149505508229			139	NA				NA		0.0624225891162258	0.880611605599119	0	0.0757998010487508	0.584782438540873	0	-0.231963945640771	0.481605298367394	0	-0.0337711807705148	0.889213301032644	0	0.72320554755876	1.88207941285521	E	E	E	E	E	E	0	0
M227.0925T10.1	c18acqui	M227T609	227.092524787642	608.562527355522			1709	NA				NA		-0.133223939313094	0.667004834898054	0	-0.0609312286258081	0.624760575802732	0	-0.0323222673885333	0.930749496709386	0	-0.0668330380851927	0.554134238653032	0	1.40606421541158	0.157826159894854	E	E	E	E	E	E	0	0
M227.9835T0.9	c18acqui	M228T54	227.983476871598	53.6874815322738		[M+Cl+NaCOOH]- 125.017	33	NA		Unknown		4		0.283276429055368	0.632796033847321	0	-0.0557554981822292	0.921406039534597	0	0.181296855249654	0.736574108439909	0	-0.417093124794356	0.0360395737724304	1	1.83897815177268	1.11202938317518	E	E	E	E	E	E	0	0
M228.1605T10.9	c18acqui	M228T653	228.160496337453	653.03943455733	[98][M]-		158	NA				NA		-0.0718663836539957	0.829562460374315	0	-0.0411507185288649	0.71441740429865	0	-0.180969239337658	0.424214738064623	0	-0.00414484532984005	0.983395936696591	0	0.620233352236083	2.40918219437846	E	E	E	E	E	E	0	0
M229.1446T10.9_1	c18acqui	M229T653_1	229.144619955248	653.131816347714	[98][M+1]-		158	NA				NA		0.0947535946710101	0.861853399059619	0	0.045472544691366	0.814375397382308	0	-0.159619167689817	0.671610082227088	0	-0.0506767074600187	0.777350323411902	0	0.714555769231645	1.36201254571258	E	E	E	E	E	E	0	0
M229.1809T15.4	c18acqui	M229T923	229.180882401451	922.947414989712			1104	NA				NA		-0.00879016549754752	0.995685619482662	0	0.264832310349064	0.111416764796378	0	0.0275075907051683	0.94747844271504	0	0.0375509880130522	0.759642994937436	0	0.269788938911494	0.0685669473479059	E	E	E	E	E	E	0	0
M230.1997T17.8	c18acqui	M230T1066	230.1996612574	1065.95836341725	[99][M+1]-		14	NA				NA		-0.143577543538244	0.829562460374315	0	0.234997317588549	0.246125462265088	0	0.107777158252009	0.869487335972076	0	0.338020903791119	0.0615606099252689	0	0.539256854626455	0.0113881142372776	E	E	E	E	E	E	0	0
M231.9675T10.8	c18acqui	M232T650	231.967472500378	649.81736134611			1373	NA				NA		0.0353854992819862	0.967227816781678	0	-0.0958354633596059	0.55791970587718	0	-0.0816298265900652	0.79280423747269	0	-0.18762619679843	0.0601113009218016	0	0.200604316060509	0.863819324710738	E	E	E	E	E	E	0	0
M231.9676T9.9	c18acqui	M232T596	231.967557153413	595.585917575807			1540	NA				NA		0.150187924332929	0.701429713406352	0	-0.0978603704138497	0.597211430575631	0	-0.0970439216403385	0.862980707500774	0	-0.18167091658642	0.281305590488319	0	1.16278165642064	1.16873121337516	E	E	E	E	E	E	0	0
M231.9676T1.2	c18acqui	M232T72	231.967584675896	71.5669357900332		[M-H+NaCOOH]- 164.977	8	NA				NA		-0.0565663505010896	0.927390516586085	0	-0.142689328640063	0.378100441286128	0	-0.0324290699240155	0.943320412017668	0	0.0968627870040919	0.511224665466203	0	1.07571798394271	0.362422136269056	E	E	E	E	E	E	0	0
M231.9676T7.5	c18acqui	M232T452	231.967595524879	451.841358205778			833	NA				NA		0.00923392870757311	0.995685619482662	0	-0.164169531529756	0.126383700140094	0	-0.00133456495483841	0.998623513225013	0	-0.00635811971603317	0.975957591440899	0	0.0483644331984029	0.241009294801462	E	E	E	E	E	E	0	0
M231.9676T8.4	c18acqui	M232T502	231.967647652034	502.468217141327		[M-H]- 232.975	136	NA				NA		0.539872119383077	0.512679388157418	0	-0.417575518200918	0.29335811404444	0	0.612351762470491	0.215849679383811	0	-0.474690250513399	0.0582574990321359	0	1.79063899587112	2.27157953409688	E	E	E	E	E	E	0	-0.0227144874482816
M231.9678T1.4	c18acqui	M232T84	231.967757325366	83.5147000343712			2003	NA				NA		0.0372720379458489	0.955333775599802	0	0.228919984445707	0.245726311898166	0	-0.0458524938644516	0.951711780952968	0	-0.0367025881679943	0.890607839763569	0	0.640254719932901	0.126680836246522	E	E	E	E	E	E	0	0
M231.986T0.8	c18acqui	M232T49	231.985959178895	48.6408962457083		[M-H]- 232.993	18	NA				NA		0.0541515545805691	0.955333775599802	0	-0.150199761208018	0.456353615103024	0	0.0603826766183087	0.900015579988087	0	-0.124296511391707	0.488792925217245	0	0.0964870421641623	0.253256397821501	E	E	E	E	E	E	0	0
M232.0479T0.9	c18acqui	M232T54	232.047861711703	54.3806511220837		[M-H]- 233.055	105	NA		Unknown		4		0.103845061971963	0.684389083043604	0	0.291143027557892	0.00883612287247003	1	0.113712609890165	0.765561366864927	0	0.2700436005812	0.0258375393036006	1	1.31998231206976	0.732740312156435	E	E	E	E	E	E	0	0
M232.9746T1.2	c18acqui	M233T72	232.974608511456	71.812632152028		[M+Cl+NaCOOH]- 130.026	8	NA				NA		-0.203462938411416	0.45616794842754	0	-0.228099804576672	0.0490539986797017	1	0.0428694098367206	0.949938360835653	0	-0.0521518251272024	0.807817215663333	0	2.15135444720633	0.877077177313426	E	E	E	E	E	E	0	0
M232.9867T0.8	c18acqui	M233T48	232.986718771997	48.3334367725469		[2M-2H+K]- 98.0191 [M-H]- 233.994	18	NA				NA		-0.0802347009602684	0.823984163983343	0	-0.0762258097373429	0.5411979711942	0	-0.0642847102368034	0.862864456443553	0	-0.0685761612582549	0.56551276843249	0	1.12745552757353	0.75447911977564	E	E	E	E	E	E	0	0
M233.1547T15.6	c18acqui	M233T936	233.154703484411	936.017620962564	[102][M]-	[M+Cl]- 198.19	17	NA				NA		0.000115696465831761	0.981930033222828	0	-0.11795775464795	0.0639040603670692	0	0.00781328318445418	0.955616617470517	0	-0.110622459300693	0.073597651083086	0	0.422016275516662	0.120027585263136	E	E	E	E	E	E	0	0
M233.9467T8.4	c18acqui	M234T503	233.946732389905	502.713754701351		[M-H+HCOOH]- 188.949 [M+Cl]- 198.979	136	NA				NA		0.414567678512533	0.687484132444199	0	-0.196768506444604	0.714187170175727	0	0.454455561860767	0.495648005332499	0	-0.377946937332313	0.197398651400198	0	1.62015468750469	1.56705693987814	E	E	E	E	E	E	0	0
M233.9468T10.2	c18acqui	M234T614	233.946793240671	614.000046636468			1721	NA				NA		0.00261517050470061	0.995685619482662	0	0.0266117482850081	0.762874165959274	0	0.00681790349215738	0.993036866689205	0	0.11433925694738	0.122905281801159	0	0.0580631782647422	0.487256907276923	E	E	E	E	E	E	0	0
M233.9468T9.9	c18acqui	M234T595	233.946805757292	595.44082457187		[M-H+HCOOH]- 188.949	107	NA				NA		0.0296862546453092	0.955333775599802	0	0.0284371973304722	0.854377174309129	0	-0.0338767650987002	0.955616617470517	0	-0.0555416222365928	0.768875840926829	0	0.390380322203063	0.873293104959282	E	E	E	E	E	E	0	0
M233.947T7.5	c18acqui	M234T452	233.947015933637	452.072764915868		[M+Cl]- 198.978	828	NA				NA		0.102040239864882	0.791460845806028	0	0.22382863140656	0.111810865538695	0	-0.0903805544583509	0.869487335972076	0	0.221809511044416	0.234154772428767	0	0.970039725202033	1.20987068524342	E	E	E	E	E	E	0	0
M234.0457T0.9	c18acqui	M234T54	234.045677589513	54.4819248956732			1524	NA				NA		0.0453127447558153	0.955333775599802	0	0.00754941716980895	0.967164021382919	0	0.0699460761390451	0.892550956364274	0	0.123803696826217	0.443178832749802	0	0.904802740024965	0.439225128681336	E	E	E	E	E	E	0	0
M234.1581T15.6	c18acqui	M234T936	234.158134839065	936.013722687186	[102][M+1]-		17	NA				NA		-0.00314931047709521	0.978216938503131	0	-0.110861586618121	0.124939183675847	0	0.0197842175138376	0.905926306834709	0	-0.10731840162577	0.110618533718426	0	0.328981059010496	0.274903806965335	E	E	E	E	E	E	0	0
M235.1611T15.6	c18acqui	M235T936	235.161096043843	936.209313155544	[102][M+2]-		17	NA				NA		0.0690886359271694	0.903165310934689	0	-0.109100924177623	0.450470705359378	0	0.0914950254299018	0.764895539561146	0	-0.0639200281801244	0.553801904381409	0	0.442736768745672	0.64087895901961	E	E	E	E	E	E	0	0
M235.926T9.7	c18acqui	M236T580	235.925999651677	580.024731737495			118	NA				NA		-0.05067309127271	0.931337371639711	0	0.0227242667442997	0.922450185104171	0	0.0450875489584774	0.954537569210784	0	0.149501418244862	0.466495925868949	0	0.10448961588948	0.126438735046111	E	E	E	E	E	E	0	0
M235.9261T7.5	c18acqui	M236T452	235.926083757591	452.100193895004		[M-2H+K]- 198.978	828	NA				NA		0.0416728260607311	0.93922135985104	0	0.359283236640234	0.0700454555656588	0	-0.00937842440599468	0.974631922884215	0	0.255697900114086	0.212330160487624	0	0.796486869998079	0.605344789214427	E	E	E	E	E	E	0	0
M235.9261T10.2	c18acqui	M236T614	235.926088744082	614.180816558898			128	NA				NA		-0.0712108409863248	0.682680004264808	0	0.0337831326533209	0.705232334445089	0	-0.0760770322481683	0.655811176757824	0	0.062714900951292	0.329344324217557	0	1.41790235649094	1.81091970046129	E	E	E	E	E	E	0	0
M235.9261T8.4	c18acqui	M236T503	235.926099131285	502.685389887302		[M-2H+K]- 198.979	136	NA				NA		0.330806106955638	0.763304547411337	0	-0.213649916527814	0.636215975714699	0	0.341622178459048	0.703154396186621	0	-0.33279255436396	0.327701865360062	0	1.44291814704038	0.896517249965574	E	E	E	E	E	E	0	0
M235.9261T9.9	c18acqui	M236T596	235.926139461534	595.626974962961			107	NA				NA		-0.0626664247776141	0.780509230632989	0	-0.067401123567393	0.409502914538231	0	-0.178717988997038	0.606329014330985	0	-0.0431826640447213	0.819526706098077	0	0.854729265536603	1.94656940879366	E	E	E	E	E	E	0	0
M238.0721T14.7	c18acqui	M238T884	238.072078462823	883.883409734106			172	NA				NA		0.131832725620038	0.742559149407324	0	-0.0153091516031072	0.985997443535057	0	0.0273348791756725	0.956244828272038	0	-0.00920484398571908	0.966396878450614	0	0.821128209493278	0.43295976309897	E	E	E	E	E	E	0	0
M239.0594T7.5	c18acqui	M239T452	239.059432523117	452.167358181439		[M+Cl]- 204.091	32	NA		Unknown		4		-0.0440063173751941	0.995685619482662	0	0.515733432507112	0.0458200585780015	1	-0.186266774817797	0.782871746896478	0	0.582566181669817	0.0273565932536576	1	0.413293021894643	0.74115262212078	E	E	E	E	E	E	0	0
M239.1651T14.2	c18acqui	M239T852	239.165138132517	851.82641874714			1891	NA				NA		0.313596672671681	0.667004834898054	0	0.733163214148229	0.0187065531173301	1	-0.155175033481743	0.894982083399533	0	0.000432581980664537	0.988228209508636	0	1.096782631718	0.398446313658083	E	E	E	E	E	E	0	0
M239.7604T0.9	c18acqui	M240T57	239.760440401202	56.7122883944891			105	NA				NA		0.109524078702265	0.763304547411337	0	0.137739969925313	0.29599704673808	0	0.0837817535672922	0.864270436422271	0	0.178739681338909	0.208148074516363	0	0.331656693103175	0.160217806961028	E	E	E	E	E	E	0	0
M239.9245T0.9	c18acqui	M240T52	239.924544832618	52.4372661513982			33	NA				NA		0.0983545717766106	0.763304547411337	0	0.0549239609660859	0.638097760918412	0	0.199299317956354	0.411466346183162	0	-0.132080036222332	0.16466319230897	0	1.2602379758245	2.33678046366457	E	E	E	E	E	E	0	0
M240.1003T15.9	c18acqui	M240T952	240.100345197521	951.641116150956			41	NA				NA		0.538384821604964	0.713131459308635	0	-0.0545705267049925	0.98981942635577	0	0.672399324742816	0.481605298367394	0	-0.216531408023723	0.576919238903396	0	1.35786786802129	1.78503199597927	E	E	E	E	E	E	0	0
M241.1809T14.7	c18acqui	M241T881	241.18091187182	880.589253937656			11	NA				NA		0.318640827255171	0.745263543979857	0	0.177191840478974	0.630152111936478	0	-0.0325774412550768	0.988775657264835	0	-0.327611941366246	0.416477850095462	0	0.54244174311568	0.174507298199061	E	E	E	E	E	E	0	0
M241.1809T14.2	c18acqui	M241T853	241.180930069901	852.947115757656			1150	NA				NA		0.093546711263059	0.897810225698467	0	0.495481255800318	0.0480021986046793	1	-0.12011086483299	0.854174576360202	0	0.379980959301452	0.0814786491899329	0	0.480134912551796	0.889442366535596	E	E	E	E	E	E	0	0
M241.9215T0.9	c18acqui	M242T52	241.921547366451	52.4324948197505		[M-H-COCH2]- 284.947	33	NA				NA		0.0808353188874467	0.849230749814403	0	0.0734085936011137	0.635393698723356	0	0.152389396733021	0.612359922715218	0	-0.123733218170699	0.287607966163206	0	0.798071998871154	1.50780650616635	E	E	E	E	E	E	0	0
M242.0518T1	c18acqui	M242T60	242.051769936615	59.7247787589089			2176	NA				NA		-0.0796514491561506	0.774311883630653	0	-0.0460890493209209	0.638097760918412	0	-0.142880284975723	0.606329014330985	0	0.00963103866913784	0.915496351252585	0	0.964257104227735	0.990219260972002	E	E	E	E	E	E	0	0
M242.0789T1.2	c18acqui	M242T70	242.078855981669	69.712234326897		[3M+2Cl]2- 138.082	205	NA				NA		-0.142150761991219	0.738950580109188	0	-0.192693614175115	0.227264560233686	0	-0.0251634377748875	0.974631922884215	0	-0.21544012824085	0.181729300835823	0	1.32924349832345	0.433607132065541	E	E	E	E	E	E	0	0
M242.1761T13.3	c18acqui	M242T798	242.176138028441	797.555979497526			1303	NA				NA		-0.0241739952239701	0.990795450684147	0	0.0433467989246328	0.916361433868124	0	-0.00861241035041971	0.989608858687011	0	0.0764025730126736	0.774283377696646	0	0.0593764242203541	0.0110787121615758	E	E	E	E	E	E	0	0
M242.1762T12.9	c18acqui	M242T772	242.176212677981	772.034380255362			688	NA				NA		0.333004560275155	0.5664146010417	0	0.342212007251462	0.18679587055723	0	0.0325541334088086	0.974631922884215	0	0.103194077231219	0.735756843161183	0	1.49086132154215	0.420274276737878	E	E	E	E	E	E	0	0
M242.9435T0.8	c18acqui	M243T46	242.943453274946	46.2042856895031		[M-H-H20]- 261.974	139	NA				NA		0.113622598837413	0.886277676473771	0	-0.122281651835378	0.628879691918766	0	-0.154104092800733	0.780456007582398	0	-0.257149497317902	0.171954274218695	0	0.645074062022436	0.807686926401724	E	E	E	E	E	E	0	0
M243.0622T1.2	c18acqui	M243T71	243.062244613435	71.2888265298924			8	NA				NA		0.0349653365375335	0.978216938503131	0	-0.236004261084894	0.0438942221988107	1	0.293227748116845	0.17645381041394	0	-0.149528931774878	0.160054416321491	0	0.317749741258783	2.34643085790895	E	E	E	E	E	E	0	-0.00228422910445602
M243.1966T14.6	c18acqui	M243T874	243.196568266512	874.029107658804			2287	NA				NA		0.161171245775735	0.66849840505984	0	0.0856465766943142	0.582149052319508	0	-0.0327677570540299	0.954537569210784	0	-0.126720446127488	0.357874578083454	0	1.32469463538676	0.325365001465455	E	E	E	E	E	E	0	0
M243.1967T16.2	c18acqui	M243T969	243.19665963546	969.074673507966			1281	NA				NA		0.153335616257054	0.66849840505984	0	0.0116012414680746	0.915350527702154	0	0.0191586375774548	0.974631922884215	0	-0.0202625802785636	0.924759853920845	0	0.845550361013466	0.51937432508987	E	E	E	E	E	E	0	0
M243.1967T15.6	c18acqui	M243T937	243.196697463444	936.505137916524		[M-H+HCOOH]- 198.19	17	NA				NA		-0.0140165830999575	0.995685619482662	0	0.144952106863807	0.620636110349125	0	-0.17584073142706	0.835296024091683	0	-0.426976866777814	0.085394661577666	0	0.0216403713103499	0.557571691579153	E	E	E	E	E	E	0	0
M243.9658T0.9	c18acqui	M244T53	243.965784169421	53.4232214199497		[M+Cl]- 208.991	33	NA		Unknown		4		0.0915371927339077	0.897921832501779	0	1.02455372497729	0.00193661615765417	1	0.49080729140219	0.495385259839156	0	0.707942784082363	0.0213210893509354	1	0.831155202996582	1.51793383359503	E	E	E	E	E	E	0	0
M245.0435T0.9	c18acqui	M245T55	245.043514894834	55.0076369250136		[M+Cl]- 210.075	105	NA		Unknown		4		0.244366837958312	0.829562460374315	0	-0.223118047147274	0.601505635664968	0	0.0939675459283542	0.894982083399533	0	-0.613610430638355	0.0331076612517398	1	1.18469549782598	0.591138376809064	E	E	E	E	E	E	0	0
M245.0933T9.6	c18acqui	M245T574	245.093250324649	574.40882444333			319	NA				NA		0.313896266745708	0.557688957098994	0	0.246640365261131	0.305466734631132	0	0.21199610603427	0.736574108439909	0	0.0255394220469292	0.957648816420203	0	2.07736059648265	1.28877113943234	E	E	E	E	E	E	0	0
M247.1705T15.6	c18acqui	M247T937	247.170450869727	937.191832490034			17	NA				NA		0.00486958496185252	0.995685619482662	0	-0.0254886349534758	0.909188125271986	0	0.0773802751351624	0.780456007582398	0	-0.18343237422485	0.0745161341863444	0	0.0531504781169152	0.784787069115429	E	E	E	E	E	E	0	0
M249.186T17.8	c18acqui	M249T1066	249.185989884562	1065.7685930368		[2M-2H+Na]- 114.105	14	NA		Unknown		4		-0.0360926545068221	0.981930033222828	0	0.223392798460395	0.195586483191317	0	-0.0898316885503867	0.850973746455242	0	0.317528550267459	0.0481416319578941	1	0.172483985404786	1.11503621451977	E	E	E	E	E	E	0	0
M250.9649T0.8	c18acqui	M251T48	250.964866872294	48.2805110017193	[115][M+2]-		18	NA				NA		-0.0178765678221549	0.955333775599802	0	0.0188063858296292	0.840685811469655	0	-0.324524423575564	0.678924715311304	0	0.0039074402135526	0.971383364159586	0	0.550476620268101	1.00516385806299	E	E	E	E	E	E	0	0
M251.1653T14	c18acqui	M251T843	251.165345292522	842.77424979549			1132	NA				NA		0.139855973437831	0.590954167381971	0	-0.180638452211527	0.0879353380251093	0	0.00841933821683583	0.974631922884215	0	-0.233234930487374	0.0846902952783505	0	1.60163903920717	0.337709883849767	E	E	E	E	E	E	0	0
M251.2017T17.1	c18acqui	M251T1028	251.201742749321	1027.99793686051			852	NA				NA		0.0299616660944739	0.973746888287578	0	0.0479005408650099	0.839122669821577	0	-0.00370498141892917	0.999569135033477	0	-0.0893302842310728	0.628290558057019	0	0.0152314172218537	0.0422743655256601	E	E	E	E	E	E	0	0
M251.2018T17.5	c18acqui	M251T1048	251.201848071806	1047.96557350981			913	NA				NA		-0.107046906875535	0.875420496574002	0	0.0142434659387014	0.989250601066975	0	-0.129751431637882	0.780058157881769	0	0.069122638347606	0.682073354392114	0	0.718225723069486	1.40155764013359	E	E	E	E	E	E	0	0
M253.0096T0.9	c18acqui	M253T54	253.009622546716	54.0397011655916			33	NA				NA		-0.0532067052594307	0.931337371639711	0	-0.244794631281906	0.178546540408055	0	-0.0697155684082773	0.900015579988087	0	-0.281683121687909	0.0808319029183889	0	0.324911548060179	0.415082206751752	E	E	E	E	E	E	0	0
M253.1446T12.8	c18acqui	M253T771	253.144637893367	770.930204823246			1925	NA				NA		0.349415200804364	0.667004834898054	0	0.106795160770583	0.732957346862248	0	0.128799161628537	0.864270436422271	0	-0.0897253980736181	0.728301399659919	0	1.26475191212098	1.06217113374789	E	E	E	E	E	E	0	0
M253.2174T10	c18acqui	M253T599	253.217367578338	598.814682068787			2337	NA				NA		0.0575278303881532	0.931337371639711	0	-0.184596239091169	0.119110344916982	0	0.0840909421935745	0.835296024091683	0	-0.11990718530938	0.389869679758278	0	0.36504410367228	1.11469902668049	E	E	E	E	E	E	0	0
M254.9816T1.2	c18acqui	M255T71	254.981604870061	71.1525879810426		[M-H]- 255.991	8	NA		Unknown		4		0.0560453270327343	0.903165310934689	0	0.594466843864286	0.00293371103475472	1	0.255814932947413	0.600016516666728	0	0.598138997621774	0.000823466131762146	1	0.376512182241325	1.07308980130261	E	E	E	E	E	E	0	0
M256.0302T0.9	c18acqui	M256T54	256.030222340755	54.4510927040899			105	NA				NA		-0.184392691338113	0.823984163983343	0	0.103016350692045	0.763694519190269	0	0.106708260820637	0.866607293257496	0	0.0528681858425575	0.832768355358616	0	0.503593644827094	0.641742225186603	E	E	E	E	E	E	0	0
M257.2122T16.9	c18acqui	M257T1013	257.212181164439	1013.33218099278			1825	NA				NA		-0.0236955686743148	0.955333775599802	0	-0.0680508207902637	0.56325553936857	0	0.156512662067376	0.678924715311304	0	-0.123974901075131	0.386606511620182	0	0.207103648658263	1.74117608528918	E	E	E	E	E	E	0	0
M257.2276T17.3	c18acqui	M257T1040	257.227579381861	1040.30186392637			1944	NA				NA		-0.35538387439397	0.544728493061266	0	-0.0614113889870982	0.791776007931616	0	-0.243503253480039	0.716705427366917	0	0.0893048214838732	0.725920019331958	0	1.52805257884825	1.67225829294694	E	E	E	E	E	E	0	0
M257.2394T18.9	c18acqui	M257T1132	257.239353466326	1132.20760785175	[120][M+2]-		403	NA				NA		-0.00892001834713341	0.995685619482662	0	0.0569942707682198	0.795256488288154	0	-0.113138403213593	0.780058157881769	0	0.0988993143341599	0.500424756082159	0	0.0450600725238239	1.31633191658962	E	E	E	E	E	E	0	0
M258.9824T0.9	c18acqui	M259T56	258.982413884456	55.7755657137107		[M-H+CF3COOH]- 126.004	105	NA				NA		-0.290694512494692	0.313814451385648	0	0.15577616223511	0.34547386960007	0	-0.128041391756769	0.72995219841548	0	0.0919877363112231	0.503639552517716	0	2.06870168325412	0.675916890033711	E	E	E	E	E	E	0	0
M259.0223T0.9	c18acqui	M259T54	259.022295637028	54.2640139211035			105	NA				NA		0.331609749318568	0.653204714981489	0	0.0922736501218715	0.750188431971492	0	-0.0368116026258871	0.974631922884215	0	-0.190686327108489	0.54035375221427	0	1.10258275017475	0.402707457373638	E	E	E	E	E	E	0	0
M259.8716T9.9	c18acqui	M260T596	259.871615018181	596.463912359621		[M+Cl]- 224.902	107	NA				NA		0.0230606361679939	0.965513380535674	0	0.0826367961763985	0.597926859123119	0	-0.133730127339065	0.780456007582398	0	-0.0120545985490264	0.977183697551922	0	0.134134577735142	1.21580191770084	E	E	E	E	E	E	0	0
M260.2468T18	c18acqui	M260T1079	260.246848726531	1079.08396322827	[122][M+1]-		541	NA		Unknown		4		-0.418749758796739	0.512679388157418	0	0.256830500742911	0.402502671098645	0	-0.200416891708123	0.653281412336128	0	0.630758145743302	0.000848818924864717	1	1.76041566004254	1.3324272053052	E	E	E	E	E	E	0	0
M260.9417T0.7	c18acqui	M261T43	260.941653174248	43.0659875052242		[2M-2H+K]- 111.997	90	NA				NA		0.133242961612421	0.829562460374315	0	0.0127210740525747	0.946800180618976	0	-0.0803554929988177	0.900015579988087	0	-0.0511356713518865	0.854035165239644	0	1.04739433622712	0.486852516037026	E	E	E	E	E	E	0	0
M260.9792T0.9	c18acqui	M261T52	260.979246676985	52.4667171121874	[124][M]-	[M+Cl+NH3]- 208.991	33	NA		Unknown		4		-0.0747558379975715	0.841862256815335	0	0.215848606437564	0.025565591389183	1	-0.102963566967354	0.627005091949186	0	0.221135405278597	0.00985238775671328	1	0.46620984528648	0.989265958411088	E	E	E	E	E	E	0	0
M261.8507T10.2	c18acqui	M262T612	261.850689429545	612.451732656084			1738	NA				NA		-0.131965788860267	0.557216260922575	0	-0.0204157532895799	0.821832208565535	0	-0.0444053759381777	0.887220076375004	0	-0.0858972910258871	0.363556589706931	0	1.55229595907602	0.426840170238075	E	E	E	E	E	E	0	0
M261.851T9.9	c18acqui	M262T597	261.850958995674	596.508715211028		[M-2H+K]- 224.902	107	NA				NA		0.0453189122567128	0.955333775599802	0	-0.0843258881145008	0.610448342980816	0	-0.167029584045748	0.729715757006509	0	-0.0343102581565695	0.898561404845253	0	0.525421908593292	1.43274803283205	E	E	E	E	E	E	0	0
M261.9632T0.9	c18acqui	M262T54	261.963209984411	54.0018194794324	[124][M+1]-		843	NA		Unknown		4		0.288558775883237	0.450237053523024	0	0.00714403562374244	0.909188125271986	0	-0.0111154510912215	0.998212400004249	0	-0.345151596603499	0.0278839478124274	1	2.26952165423285	0.00276775622772606	E	E	E	E	E	E	0	0
M262.8572T10.2	c18acqui	M263T610	262.85718177227	610.092684190986			1739	NA				NA		-0.154610364743641	0.450237053523024	0	0.0633954398012655	0.597211430575631	0	-0.111071610184878	0.678924715311304	0	0.0922964685183789	0.357874578083454	0	2.10441678562325	1.75387326879168	E	E	E	E	E	E	0	0
M262.8576T10	c18acqui	M263T597	262.857633293012	597.491373103904			254	NA				NA		-0.119353548341296	0.705135704626936	0	-0.179655772475446	0.152902574080129	0	-0.303011464683507	0.626161157181748	0	-0.247466584634161	0.31502595293277	0	0.924390574732657	1.86788253356642	E	E	E	E	E	E	0	0
M262.9307T0.7	c18acqui	M263T43	262.930710255981	43.1173290584546			1412	NA				NA		0.158514663208074	0.701429713406352	0	0.129549087992256	0.435961828393924	0	-0.070492870332421	0.89770296336336	0	0.0381666213172327	0.858826511951541	0	1.2975472186871	0.529157317674263	E	E	E	E	E	E	0	0
M262.9761T0.9	c18acqui	M263T52	262.976147862787	52.4319026994746	[124][M+2]-		33	NA		Unknown		4		-0.220416201815501	0.450237053523024	0	0.297261877341771	0.00833699766349522	1	-0.206126264386739	0.21424023490418	0	0.259899811259848	0.00267202767222727	1	1.5693343514277	1.73017278309872	E	E	E	E	E	E	0	0
M263.9603T0.9	c18acqui	M264T54	263.960325114432	53.7649680766125	[124][M+3]-		33	NA		Unknown		4		-0.0565649658169463	0.941216932962001	0	-0.117644027709972	0.59495480263961	0	-0.0971015522184651	0.869487335972076	0	-0.436305829451495	0.00536781269522047	1	0.168616057440598	0.640131840419345	E	E	E	E	E	E	0	0
